dataset,method,config,upset_simple,upset_naive,upset_ratio,kendall_tau,runtime_sec,timeout_flag,seed,trial_id,source
Basketball_temporal/1990,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,0.6003780961036682,0.150094524025917,0.5570091009140015,,0.8023430824279785,False,,,result_arrays
Basketball_temporal/1990,PageRank,trials10train_r100test_r100AllTrue,0.8846880793571472,0.2211720198392868,0.5450019240379333,,0.0017513751983642,False,,,result_arrays
Basketball_temporal/1990,SVD_NRS,trials10train_r100test_r100AllTrue,0.8483932018280029,0.2120983004570007,0.6182835698127747,,0.0051903963088989,False,,,result_arrays
Basketball_temporal/1990,SVD_RS,trials10train_r100test_r100AllTrue,0.9058601260185242,0.226465031504631,0.6464577317237854,,0.0042564868927001,False,,,result_arrays
Basketball_temporal/1990,SpringRank,trials10train_r100test_r100AllTrue,0.7500945329666138,0.1875236332416534,0.6739517450332642,,0.0574763059616088,False,,,result_arrays
Basketball_temporal/1990,btl,trials10train_r100test_r100AllTrue,0.892551988363266,0.2231379970908165,0.5077359139919281,,0.2640378713607788,False,,,result_arrays
Basketball_temporal/1990,davidScore,trials10train_r100test_r100AllTrue,0.7848771214485168,0.1962192803621292,0.6188325881958008,,0.0026896238327026,False,,,result_arrays
Basketball_temporal/1990,eigenvectorCentrality,trials10train_r100test_r100AllTrue,0.9028355479240416,0.2257088869810104,0.7389452904462814,,0.0084350824356079,False,,,result_arrays
Basketball_temporal/1990,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,1.149852555990219,0.7120453667640686,0.9043088328838348,,7.412233829498291,False,,,result_arrays
Basketball_temporal/1990,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,1.106253308057785,0.7352967864274979,0.8920560228824616,,57.49023380279541,False,,,result_arrays
Basketball_temporal/1990,rankCentrality,trials10train_r100test_r100AllTrue,1.9069942831993103,0.511455562710762,1.3462530374526978,,0.016897702217102,False,,,result_arrays
Basketball_temporal/1990,serialRank,trials10train_r100test_r100AllTrue,1.935727834701538,0.4839319586753845,0.8664446771144867,,0.0085554122924804,False,,,result_arrays
Basketball_temporal/1990,syncRank,trials10train_r100test_r100AllTrue,1.6801512241363523,0.4200378060340881,0.8634056448936462,,0.3327863454818726,False,,,result_arrays
Basketball_temporal/1991,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,1.1739776980876924,0.2934944245219231,0.7638462167978287,,16.145581102371217,False,,,result_arrays
Basketball_temporal/1991,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,0.9129219388961792,0.2282304847240448,0.7535596698522568,,9.204916501045227,False,,,result_arrays
Basketball_temporal/1991,OURS_MFAS,trials10train_r100test_r100AllTrue,0.63791823387146,0.159479558467865,0.5594651103019714,,0.8714826345443726,False,,,result_arrays
Basketball_temporal/1991,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,0.63791823387146,0.159479558467865,0.5595840811729431,,0.8703714847564697,False,,,result_arrays
Basketball_temporal/1991,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,0.63791823387146,0.159479558467865,0.5594651103019714,,0.8710962295532226,False,,,result_arrays
Basketball_temporal/1991,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,0.63791823387146,0.159479558467865,0.5594651103019714,,0.8732541799545288,False,,,result_arrays
Basketball_temporal/1991,PageRank,trials10train_r100test_r100AllTrue,0.843122661113739,0.2107806652784347,0.5465289354324341,,0.0017991065979003,False,,,result_arrays
Basketball_temporal/1991,SVD_NRS,trials10train_r100test_r100AllTrue,0.8951672911643982,0.2237918227910995,0.6301932334899902,,0.0052355289459228,False,,,result_arrays
Basketball_temporal/1991,SVD_RS,trials10train_r100test_r100AllTrue,0.9992564916610718,0.2498141229152679,0.6754048466682434,,0.0042731761932373,False,,,result_arrays
Basketball_temporal/1991,SpringRank,trials10train_r100test_r100AllTrue,0.7970260381698608,0.1992565095424652,0.666817307472229,,0.0573742389678955,False,,,result_arrays
Basketball_temporal/1991,btl,trials10train_r100test_r100AllTrue,0.9204460978507996,0.2301115244626999,0.5292069911956787,,0.1556034564971923,False,,,result_arrays
Basketball_temporal/1991,davidScore,trials10train_r100test_r100AllTrue,0.7657992839813232,0.1914498209953308,0.6422716975212097,,0.0026991367340087,False,,,result_arrays
Basketball_temporal/1991,eigenvectorCentrality,trials10train_r100test_r100AllTrue,0.8639405369758606,0.2159851342439651,0.5948982626199723,,0.0081827163696289,False,,,result_arrays
Basketball_temporal/1991,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,1.194698884487152,0.6948029679059983,0.89922447681427,,7.927984571456909,False,,,result_arrays
Basketball_temporal/1991,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,1.2932936799526216,0.6619553923606872,0.911775757074356,,57.89994757175445,False,,,result_arrays
Basketball_temporal/1991,rankCentrality,trials10train_r100test_r100AllTrue,1.9524163007736208,0.4881040751934051,1.3378781080245972,,0.0162258386611938,False,,,result_arrays
Basketball_temporal/1991,serialRank,trials10train_r100test_r100AllTrue,2.034200668334961,0.5085501670837402,0.8663069844245911,,0.0086658954620361,False,,,result_arrays
Basketball_temporal/1991,syncRank,trials10train_r100test_r100AllTrue,1.8007434606552124,0.4501858651638031,0.8626096248626709,,0.3409839153289795,False,,,result_arrays
Basketball_temporal/1992,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,0.9621325469017028,0.2405331367254257,0.7627349787950516,,16.09677047729492,False,,,result_arrays
Basketball_temporal/1992,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,0.8977415788173676,0.2244353947043419,0.7417025828361511,,9.180338668823245,False,,,result_arrays
Basketball_temporal/1992,OURS_MFAS,trials10train_r100test_r100AllTrue,0.6264346241950989,0.1566086560487747,0.5518926382064819,,0.8627233266830444,False,,,result_arrays
Basketball_temporal/1992,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,0.6264346241950989,0.1566086560487747,0.5554199814796448,,0.8526237487792969,False,,,result_arrays
Basketball_temporal/1992,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,0.6264346241950989,0.1566086560487747,0.5518926382064819,,0.8569369792938233,False,,,result_arrays
Basketball_temporal/1992,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,0.6264346241950989,0.1566086560487747,0.5518926382064819,,0.8591492891311645,False,,,result_arrays
Basketball_temporal/1992,PageRank,trials10train_r100test_r100AllTrue,0.7967419624328613,0.1991854906082153,0.5383468866348267,,0.001898980140686,False,,,result_arrays
Basketball_temporal/1992,SVD_NRS,trials10train_r100test_r100AllTrue,0.8396890163421631,0.2099222540855407,0.6089364290237427,,0.0052765607833862,False,,,result_arrays
Basketball_temporal/1992,SVD_RS,trials10train_r100test_r100AllTrue,0.9552018046379088,0.2388004511594772,0.7021126747131348,,0.0040037393569946,False,,,result_arrays
Basketball_temporal/1992,SpringRank,trials10train_r100test_r100AllTrue,0.7523139715194702,0.1880784928798675,0.689837634563446,,0.0574611663818359,False,,,result_arrays
Basketball_temporal/1992,btl,trials10train_r100test_r100AllTrue,0.8550907075405121,0.213772676885128,0.4995770752429962,,0.5349749565124512,False,,,result_arrays
Basketball_temporal/1992,davidScore,trials10train_r100test_r100AllTrue,0.7197334170341492,0.1799333542585373,0.5937338471412659,,0.0027718305587768,False,,,result_arrays
Basketball_temporal/1992,eigenvectorCentrality,trials10train_r100test_r100AllTrue,0.8367271423339844,0.2091817855834961,0.6172800660133362,,0.0090776205062866,False,,,result_arrays
Basketball_temporal/1992,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,1.202369487285614,0.6639911115169526,0.9137735199928284,,7.358199119567871,False,,,result_arrays
Basketball_temporal/1992,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,1.1745501637458802,0.7183857846260071,0.883714748620987,,55.0697806596756,False,,,result_arrays
Basketball_temporal/1992,rankCentrality,trials10train_r100test_r100AllTrue,2.0022213459014893,0.5005553364753723,1.3530136346817017,,0.0147924184799194,False,,,result_arrays
Basketball_temporal/1992,serialRank,trials10train_r100test_r100AllTrue,1.889670491218567,0.4724176228046417,0.8699838995933533,,0.0086287021636962,False,,,result_arrays
Basketball_temporal/1992,syncRank,trials10train_r100test_r100AllTrue,1.735653519630432,0.433913379907608,0.8651943206787109,,0.345376181602478,False,,,result_arrays
Basketball_temporal/1993,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,0.9931793284416198,0.2483007052540779,0.7552667772769928,,16.17882113456726,False,,,result_arrays
