dataset,method,config,which,upset_simple_mean,upset_simple_std,upset_ratio_mean,upset_ratio_std,upset_naive_mean,upset_naive_std,runtime_sec_mean,runtime_sec_std,num_runs,num_nans
Basketball_temporal/1985,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset_latest,1.1358120036125183,0.28242360258872223,0.8791887903213501,0.07987414683545399,0.7491984885931015,0.2990723569918847,52.429614663124084,7.379194736401223,50,0
Basketball_temporal/1985,rankCentrality,trials10train_r100test_r100AllTrue,upset_latest,1.9169114828109741,0.0,1.316571593284607,0.0,0.47922787070274353,0.0,0.01344459056854248,0.001027281549854442,10,0
Basketball_temporal/1985,serialRank,trials10train_r100test_r100AllTrue,upset_latest,2.108266830444336,0.0,0.861301988363266,0.0014490783214569092,0.527066707611084,0.0,0.007555317878723144,0.0004176773975999453,10,0
Basketball_temporal/1985,syncRank,trials10train_r100test_r100AllTrue,upset_latest,1.6164498329162598,0.0,0.8551191091537476,0.0,0.40411245822906494,0.0,0.31656632423400877,0.001973344531667884,10,0
Basketball_temporal/1986,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,0.9425291168689728,0.27363623235261153,0.7511686789989471,0.17239146332094926,0.2356322792172432,0.06840905808815288,15.611209201812745,0.1646541262549974,50,0
Basketball_temporal/1986,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,0.9359151315689087,0.2789342024997389,0.7390109610557556,0.15313557709158396,0.2339850226044655,0.06973422553187833,8.833134818077088,0.15620579915337568,50,0
Basketball_temporal/1986,OURS_MFAS,trials10train_r100test_r100AllTrue,upset,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.711310863494873,0.002573446717319091,10,0
Basketball_temporal/1986,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,upset,0.6156405806541443,0.0,0.557060956954956,0.0,0.15391014516353607,0.0,0.7084662437438964,0.002245883260222941,10,0
Basketball_temporal/1986,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,upset,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.7127738237380982,0.002876428743076594,10,0
Basketball_temporal/1986,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,upset,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.712147331237793,0.0026247080974450263,10,0
Basketball_temporal/1986,PageRank,trials10train_r100test_r100AllTrue,upset,0.881863534450531,0.0,0.5422442555427551,0.0,0.22046588361263275,0.0,0.0017054319381713868,0.00028648469026501105,10,0
Basketball_temporal/1986,SVD_NRS,trials10train_r100test_r100AllTrue,upset,0.8552412390708923,0.0,0.6304402947425842,0.0,0.21381030976772308,0.0,0.005088353157043457,0.0006659157544696304,10,0
Basketball_temporal/1986,SVD_RS,trials10train_r100test_r100AllTrue,upset,1.0898503065109253,0.0,0.7460463047027588,0.0,0.2724625766277313,0.0,0.004007363319396972,0.000698485625689976,10,0
Basketball_temporal/1986,SpringRank,trials10train_r100test_r100AllTrue,upset,0.7770382761955261,0.0,0.6881914734840393,0.0,0.19425956904888153,0.0,0.05685856342315674,0.1585708753528465,10,0
Basketball_temporal/1986,btl,trials10train_r100test_r100AllTrue,upset,0.9582362651824952,0.02058727925586958,0.5405820965766907,0.007516767423470753,0.2395590662956238,0.005146819813967395,0.028769445419311524,0.0007114804035833114,10,0
Basketball_temporal/1986,davidScore,trials10train_r100test_r100AllTrue,upset,0.7787021398544312,0.0,0.6123399138450623,0.0,0.1946755349636078,0.0,0.0025823116302490234,0.0003729631145563167,10,0
Basketball_temporal/1986,eigenvectorCentrality,trials10train_r100test_r100AllTrue,upset,0.8885191082954407,0.0,0.7296837210655213,0.15591242112977427,0.22212977707386017,0.0,0.007779121398925781,0.000556424689962837,10,0
Basketball_temporal/1986,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,1.220823630094528,0.4115706254290236,0.8825998532772065,0.10514502058670532,0.6367470920085907,0.2691586366337437,6.5268442869186405,0.2084081268296539,50,0
Basketball_temporal/1986,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,1.0583527421951293,0.24120926668192033,0.8679859459400177,0.05816384896868166,0.7728036612272262,0.3063593932565187,55.337971329689026,0.24254038510036363,50,0
Basketball_temporal/1986,rankCentrality,trials10train_r100test_r100AllTrue,upset,1.9567387104034424,0.0,1.3052687525749207,0.00408491404521907,0.4891846776008606,0.0,0.013354349136352538,0.0011049687175465252,10,0
Basketball_temporal/1986,serialRank,trials10train_r100test_r100AllTrue,upset,1.9933444261550903,0.0,0.8560271501541138,0.000567007064819336,0.4983361065387726,0.0,0.007518768310546875,0.00047309301988348847,10,0
Basketball_temporal/1986,syncRank,trials10train_r100test_r100AllTrue,upset,1.7936772108078003,0.0,0.8539006114006042,0.0,0.4484193027019501,0.0,0.31559598445892334,0.0016879438914048422,10,0
Basketball_temporal/1986,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset_latest,0.973710480928421,0.27246327267522247,0.7519961434602738,0.17191287846438472,0.24342762023210526,0.06811581816880562,15.611209201812745,0.1646541262549974,50,0
Basketball_temporal/1986,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset_latest,0.9843261170387269,0.37032844970019285,0.7398777544498444,0.1384742655701705,0.2460815292596817,0.09258211242504821,8.833134818077088,0.15620579915337568,50,0
Basketball_temporal/1986,OURS_MFAS,trials10train_r100test_r100AllTrue,upset_latest,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.711310863494873,0.002573446717319091,10,0
Basketball_temporal/1986,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,upset_latest,0.6156405806541443,0.0,0.557060956954956,0.0,0.15391014516353607,0.0,0.7084662437438964,0.002245883260222941,10,0
Basketball_temporal/1986,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,upset_latest,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.7127738237380982,0.002876428743076594,10,0
Basketball_temporal/1986,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,upset_latest,0.6156405806541443,0.0,0.5580135583877563,0.0,0.15391014516353607,0.0,0.712147331237793,0.0026247080974450263,10,0
Basketball_temporal/1986,PageRank,trials10train_r100test_r100AllTrue,upset_latest,0.881863534450531,0.0,0.5422442555427551,0.0,0.22046588361263275,0.0,0.0017054319381713868,0.00028648469026501105,10,0
Basketball_temporal/1986,SVD_NRS,trials10train_r100test_r100AllTrue,upset_latest,0.8552412390708923,0.0,0.6304402947425842,0.0,0.21381030976772308,0.0,0.005088353157043457,0.0006659157544696304,10,0
Basketball_temporal/1986,SVD_RS,trials10train_r100test_r100AllTrue,upset_latest,1.0898503065109253,0.0,0.7460463047027588,0.0,0.2724625766277313,0.0,0.004007363319396972,0.000698485625689976,10,0
Basketball_temporal/1986,SpringRank,trials10train_r100test_r100AllTrue,upset_latest,0.7770382761955261,0.0,0.6881914734840393,0.0,0.19425956904888153,0.0,0.05685856342315674,0.1585708753528465,10,0
Basketball_temporal/1986,btl,trials10train_r100test_r100AllTrue,upset_latest,0.9582362651824952,0.02058727925586958,0.5405820965766907,0.007516767423470753,0.2395590662956238,0.005146819813967395,0.028769445419311524,0.0007114804035833114,10,0
Basketball_temporal/1986,davidScore,trials10train_r100test_r100AllTrue,upset_latest,0.7787021398544312,0.0,0.6123399138450623,0.0,0.1946755349636078,0.0,0.0025823116302490234,0.0003729631145563167,10,0
Basketball_temporal/1986,eigenvectorCentrality,trials10train_r100test_r100AllTrue,upset_latest,0.8885191082954407,0.0,0.7296837210655213,0.15591242112977427,0.22212977707386017,0.0,0.007779121398925781,0.000556424689962837,10,0
Basketball_temporal/1986,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset_latest,1.0864143133163453,0.2563725167082169,0.8726496422290801,0.07017674352762271,0.7492262893915176,0.30871240435222164,6.5268442869186405,0.2084081268296539,50,0
Basketball_temporal/1986,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset_latest,1.0583527421951293,0.24120926668192033,0.8679859459400177,0.05816384896868166,0.7728036612272262,0.3063593932565187,55.337971329689026,0.24254038510036363,50,0
Basketball_temporal/1986,rankCentrality,trials10train_r100test_r100AllTrue,upset_latest,1.9567387104034424,0.0,1.3052687525749207,0.00408491404521907,0.4891846776008606,0.0,0.013354349136352538,0.0011049687175465252,10,0
Basketball_temporal/1986,serialRank,trials10train_r100test_r100AllTrue,upset_latest,1.9933444261550903,0.0,0.8560271501541138,0.000567007064819336,0.4983361065387726,0.0,0.007518768310546875,0.00047309301988348847,10,0
Basketball_temporal/1986,syncRank,trials10train_r100test_r100AllTrue,upset_latest,1.7936772108078003,0.0,0.8539006114006042,0.0,0.4484193027019501,0.0,0.31559598445892334,0.0016879438914048422,10,0
Basketball_temporal/1987,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,1.1582995676994323,0.3857489563090949,0.7721369564533234,0.1568412792726319,0.2895748919248581,0.09643723907727372,15.926480722427367,0.14917594947548893,50,0
Basketball_temporal/1987,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,1.0242987728118897,0.42192310133803757,0.7598590052127838,0.13531337089369472,0.25607469320297244,0.10548077533450939,8.960313272476196,0.16728786174203691,50,0
Basketball_temporal/1987,OURS_MFAS,trials10train_r100test_r100AllTrue,upset,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.741205358505249,0.0015105117156288092,10,0
Basketball_temporal/1987,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,upset,0.657926082611084,0.0,0.5762763023376465,0.0,0.164481520652771,0.0,0.733553123474121,0.0020335492341851144,10,0
Basketball_temporal/1987,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,upset,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.7397789716720581,0.002954473590223919,10,0
Basketball_temporal/1987,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,upset,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.7425997734069825,0.0034347883339062154,10,0
Basketball_temporal/1987,PageRank,trials10train_r100test_r100AllTrue,upset,0.8963051438331604,0.0,0.5621384978294373,0.0,0.2240762859582901,0.0,0.001833057403564453,0.0002724256527504859,10,0
Basketball_temporal/1987,SVD_NRS,trials10train_r100test_r100AllTrue,upset,0.9074294567108154,0.0,0.6820970177650452,0.0,0.22685736417770386,0.0,0.00581514835357666,0.0006704791940518661,10,0
Basketball_temporal/1987,SVD_RS,trials10train_r100test_r100AllTrue,upset,0.9916567206382751,0.0,0.6965029835700989,0.0,0.2479141801595688,0.0,0.004460620880126953,0.0008138546960805831,10,0
Basketball_temporal/1987,SpringRank,trials10train_r100test_r100AllTrue,upset,0.8216130137443542,0.0,0.7095123529434204,0.0,0.20540325343608856,0.0,0.05712494850158691,0.15916959623462,10,0
Basketball_temporal/1987,btl,trials10train_r100test_r100AllTrue,upset,0.9852999687194824,0.017189763193452876,0.566831648349762,0.006376216276912528,0.2463249921798706,0.004297440798363219,0.029636049270629884,0.000553245339435991,10,0
Basketball_temporal/1987,davidScore,trials10train_r100test_r100AllTrue,upset,0.8533968925476074,0.0,0.6467505097389221,0.0,0.21334922313690186,0.0,0.0026512861251831053,0.0003898487316531694,10,0
Basketball_temporal/1987,eigenvectorCentrality,trials10train_r100test_r100AllTrue,upset,0.9932458996772766,0.0,0.6955914497375488,0.15073895454406738,0.24831147491931915,0.0,0.007867550849914551,0.0005224298656748098,10,0
Basketball_temporal/1987,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,1.19759237408638,0.32964308380639573,0.897996392250061,0.10468664358067711,0.6826698446273803,0.2725684853699185,6.568184161186219,0.1757433935714922,50,0
Basketball_temporal/1987,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,1.1827731347084045,0.28146670751658215,0.8944793820381165,0.092762775682609,0.7059674197435379,0.2825214062061025,56.651449179649354,0.3134609386130616,50,0
Basketball_temporal/1987,rankCentrality,trials10train_r100test_r100AllTrue,upset,1.9372268915176392,0.0,1.3688971996307373,0.004212793360274097,0.4843067228794098,0.0,0.01573021411895752,0.0011863233137132563,10,0
Basketball_temporal/1987,serialRank,trials10train_r100test_r100AllTrue,upset,1.8768374919891357,0.0,0.8640559434890747,0.00014915458686514464,0.46920937299728394,0.0,0.008281517028808593,0.0005111755252411109,10,0
Basketball_temporal/1987,syncRank,trials10train_r100test_r100AllTrue,upset,1.7862534523010254,0.0,0.8627240061759949,0.0,0.44656336307525635,0.0,0.3294179677963257,0.0024671045546419542,10,0
Basketball_temporal/1987,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset_latest,1.286261420249939,0.43391150596481326,0.775184286236763,0.15732889618645032,0.32156535506248474,0.10847787649120331,15.926480722427367,0.14917594947548893,50,0
Basketball_temporal/1987,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset_latest,0.944966231584549,0.14784041071757592,0.7599448716640472,0.11420332202053879,0.23624155789613724,0.03696010267939398,8.960313272476196,0.16728786174203691,50,0
Basketball_temporal/1987,OURS_MFAS,trials10train_r100test_r100AllTrue,upset_latest,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.741205358505249,0.0015105117156288092,10,0
Basketball_temporal/1987,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,upset_latest,0.657926082611084,0.0,0.5762763023376465,0.0,0.164481520652771,0.0,0.733553123474121,0.0020335492341851144,10,0
Basketball_temporal/1987,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,upset_latest,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.7397789716720581,0.002954473590223919,10,0
Basketball_temporal/1987,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,upset_latest,0.657926082611084,0.0,0.5757734775543213,0.0,0.164481520652771,0.0,0.7425997734069825,0.0034347883339062154,10,0
Basketball_temporal/1987,PageRank,trials10train_r100test_r100AllTrue,upset_latest,0.8963051438331604,0.0,0.5621384978294373,0.0,0.2240762859582901,0.0,0.001833057403564453,0.0002724256527504859,10,0
Basketball_temporal/1987,SVD_NRS,trials10train_r100test_r100AllTrue,upset_latest,0.9074294567108154,0.0,0.6820970177650452,0.0,0.22685736417770386,0.0,0.00581514835357666,0.0006704791940518661,10,0
Basketball_temporal/1987,SVD_RS,trials10train_r100test_r100AllTrue,upset_latest,0.9916567206382751,0.0,0.6965029835700989,0.0,0.2479141801595688,0.0,0.004460620880126953,0.0008138546960805831,10,0
Basketball_temporal/1987,SpringRank,trials10train_r100test_r100AllTrue,upset_latest,0.8216130137443542,0.0,0.7095123529434204,0.0,0.20540325343608856,0.0,0.05712494850158691,0.15916959623462,10,0
Basketball_temporal/1987,btl,trials10train_r100test_r100AllTrue,upset_latest,0.9852999687194824,0.017189763193452876,0.566831648349762,0.006376216276912528,0.2463249921798706,0.004297440798363219,0.029636049270629884,0.000553245339435991,10,0
Basketball_temporal/1987,davidScore,trials10train_r100test_r100AllTrue,upset_latest,0.8533968925476074,0.0,0.6467505097389221,0.0,0.21334922313690186,0.0,0.0026512861251831053,0.0003898487316531694,10,0
Basketball_temporal/1987,eigenvectorCentrality,trials10train_r100test_r100AllTrue,upset_latest,0.9932458996772766,0.0,0.6955914497375488,0.15073895454406738,0.24831147491931915,0.0,0.007867550849914551,0.0005224298656748098,10,0
Basketball_temporal/1987,ib,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset_latest,1.2055860114097596,0.3031128515262046,0.9012918508052826,0.10691824162199548,0.7050139051675797,0.28155788847774,6.568184161186219,0.1757433935714922,50,0
Basketball_temporal/1987,ib,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset_latest,1.1827731347084045,0.28146670751658215,0.8944793820381165,0.092762775682609,0.7059674197435379,0.2825214062061025,56.651449179649354,0.3134609386130616,50,0
Basketball_temporal/1987,rankCentrality,trials10train_r100test_r100AllTrue,upset_latest,1.9372268915176392,0.0,1.3688971996307373,0.004212793360274097,0.4843067228794098,0.0,0.01573021411895752,0.0011863233137132563,10,0
Basketball_temporal/1987,serialRank,trials10train_r100test_r100AllTrue,upset_latest,1.8768374919891357,0.0,0.8640559434890747,0.00014915458686514464,0.46920937299728394,0.0,0.008281517028808593,0.0005111755252411109,10,0
Basketball_temporal/1987,syncRank,trials10train_r100test_r100AllTrue,upset_latest,1.7862534523010254,0.0,0.8627240061759949,0.0,0.44656336307525635,0.0,0.3294179677963257,0.0024671045546419542,10,0
Basketball_temporal/1988,DIGRAC,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,1.1172078502178193,0.3690469811170103,0.7634221822023392,0.16975052380533137,0.27930196255445483,0.09226174527925257,15.788929796218872,0.4937369515983363,50,0
Basketball_temporal/1988,DIGRAC,K20dropout50ratio_coe100margin_coe0withproximal_baselineFiedler5sigma100alpha100train_alphaTruehid32lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,0.9275058817863464,0.3666013617015521,0.761509724855423,0.15068286342094017,0.23188235282897948,0.09164813382967071,8.956792640686036,0.16860296098103744,50,0
Basketball_temporal/1988,OURS_MFAS,trials10train_r100test_r100AllTrue,upset,0.6258823275566101,0.0,0.5681865811347961,0.0,0.15647058188915253,0.0,0.74574875831604,0.0024099463547286905,10,0
Basketball_temporal/1988,OURS_MFAS_INS1,trials10train_r100test_r100AllTrue,upset,0.6274510025978088,0.0,0.5684707760810852,0.0,0.1568627506494522,0.0,0.7403527021408081,0.002122541201755422,10,0
Basketball_temporal/1988,OURS_MFAS_INS2,trials10train_r100test_r100AllTrue,upset,0.6258823275566101,0.0,0.5681069493293762,0.0,0.15647058188915253,0.0,0.7432194948196411,0.0020206805081305697,10,0
Basketball_temporal/1988,OURS_MFAS_INS3,trials10train_r100test_r100AllTrue,upset,0.6258823275566101,0.0,0.5681865811347961,0.0,0.15647058188915253,0.0,0.7484074831008911,0.003218916668773954,10,0
Basketball_temporal/1988,PageRank,trials10train_r100test_r100AllTrue,upset,0.8470588326454163,0.0,0.5382040143013,0.0,0.21176470816135406,0.0,0.0014156579971313476,0.0003019809958194258,10,0
Basketball_temporal/1988,SVD_NRS,trials10train_r100test_r100AllTrue,upset,0.8313725590705872,0.0,0.6301121115684509,0.0,0.2078431397676468,0.0,0.005263209342956543,0.0006245543422483615,10,0
