dataset,method,config,which,n,upset_simple_mean,upset_simple_std,upset_ratio_mean,upset_ratio_std,upset_naive_mean,upset_naive_std,source_file
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpredist50trials10train_r100test_r100AllTrue,upset,100,1.0662263822555542,0.4637420752074478,0.7856325885653496,0.1467476126024782,0.4486792458593845,0.20455479253877396,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,1.0547798371315003,0.4734911597394529,0.7582033276557922,0.14504162000074858,0.46968553483486175,0.2635090724003735,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9710062548518181,0.44953278490376836,0.7523895511031151,0.14956096236143818,0.41874213665723803,0.23989432662112167,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10useserialRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpredist50trials10train_r100test_r100AllTrue,upset,100,1.0520754331350326,0.6001562472405133,0.795257947742939,0.12444565062319608,0.4633962263166904,0.28341534593044565,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.9103773280978202,0.5242140085960387,0.7786765170097351,0.14414283392472912,0.45754716761410236,0.3527717435842704,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9413836112618447,0.540425319611226,0.7764629513025284,0.15750531668038392,0.39232704490423204,0.2776667636289445,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler3sigma100alpha100train_alphaTruehid4lr10usesyncRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpredist50trials10train_r100test_r100AllTrue,upset,100,0.9947169476747513,0.4412151999203779,0.775635107755661,0.14435350031688918,0.41226414903998376,0.23623092407474477,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8632704132795334,0.37104104795800846,0.753680979013443,0.15596540900382136,0.4062893060594797,0.293331332359022,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9153458803892136,0.3865816228555965,0.7679088550806046,0.1448324171024023,0.404968553557992,0.25826152912110933,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRanktrials10train_r100test_r100AllTrue,upset,100,0.9897483944892883,0.43780328632670923,0.7714622730016708,0.13772999941963246,0.4161635223031044,0.2511049949461026,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usePageRanktrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpredist50trials10train_r100test_r100AllTrue,upset,100,0.9703773272037506,0.43666307138748534,0.7812222021818161,0.16499824987356465,0.38660377204418184,0.23578355800665549,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8808804747462272,0.4311538039534221,0.7452075630426407,0.16469075776093522,0.4235220117866993,0.3118827491452976,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9206917977333069,0.4112562019957565,0.7559208765625953,0.13113662676980054,0.3980503137409687,0.2504365767799967,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRSpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRStrials10train_r100test_r100AllTrue,upset,100,0.9757861325144768,0.4657319552074728,0.760483318567276,0.1414532665753042,0.41427672781050207,0.2562901212413584,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSVD_NRStrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpredist50trials10train_r100test_r100AllTrue,upset,100,0.9783018544316292,0.4243510981492924,0.7470639479160309,0.1360573147156339,0.4005660378932953,0.23933555943316626,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8738993453979492,0.4190080098738873,0.734726316332817,0.1504607102778755,0.41729559652507303,0.30467446076242394,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9815722897648811,0.4845578163978689,0.7599392080307007,0.1388564985666555,0.4211949691176414,0.26234701829397516,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRanktrials10train_r100test_r100AllTrue,upset,100,0.9911949324607849,0.4968394066257494,0.7615073391795159,0.1430606218341017,0.4155345901846886,0.25389377382461736,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useSpringRanktrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpredist50trials10train_r100test_r100AllTrue,upset,100,0.9364779591560364,0.40094177916853285,0.7591489550471305,0.14288391109512258,0.3747798731923103,0.22691086932804316,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8916980803012848,0.40142793431349294,0.7573412081599236,0.15648475482197832,0.4169811314344406,0.2919140203629504,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9274213466048241,0.4041421607005422,0.7580171093344689,0.15079698775167957,0.3591194969415665,0.22655044573400915,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtlpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtltrials10train_r100test_r100AllTrue,upset,100,0.947421347796917,0.4499115388322644,0.7660139083862305,0.13533085321521882,0.4085534576326609,0.25502026761402724,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usebtltrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypredist50trials10train_r100test_r100AllTrue,upset,100,1.0570439940690994,0.47537704626291355,0.7746722027659416,0.12503590119323557,0.4283647784590721,0.24068237090793798,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8845282739400864,0.40037510843620067,0.7823841723799706,0.16924844265333733,0.42641509242355824,0.3158510322068311,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.931069149672985,0.4048066740411251,0.7593211004137993,0.1307443152861086,0.40352201014757155,0.25487566615692697,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitypreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitytrials10train_r100test_r100AllTrue,upset,100,0.9637106597423554,0.44323413864456657,0.7712787860631942,0.12974440421562417,0.41993710428476333,0.25734701295008555,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useeigenvectorCentralitytrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpredist50trials10train_r100test_r100AllTrue,upset,100,1.1269810920953751,0.5033110296007361,0.8052158290147782,0.1722180590027421,0.4364150942862034,0.20201683477056348,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.9847169476747513,0.4230037774101737,0.7499868628382683,0.17270248594831658,0.47433962151408193,0.297507781161859,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9692452469468117,0.43095105522065014,0.7404259639978409,0.16969265640549036,0.4215094329416752,0.24746645920655697,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRanktrials10train_r100test_r100AllTrue,upset,100,1.0340880158543586,0.44680845260440816,0.782399688065052,0.13007402791095218,0.48201257929205893,0.25534826356669005,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10useserialRanktrials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpredist50trials10train_r100test_r100AllTrue,upset,100,1.1098741754889487,0.5793619886167946,0.813738542497158,0.13888958620086667,0.4619496860355139,0.2774210549040796,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpredist50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpreinnerproduct50trials10train_r100test_r100AllTrue,upset,100,0.8774842458963394,0.5144657597479468,0.7672767969965935,0.14662374780267387,0.45144653975963595,0.35173214264345,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpreinnerproduct50trials10train_r100test_r100AllTrue.npy
Dryad_animal_society,DIGRACib,K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpreserial_similarity50trials10train_r100test_r100AllTrue,upset,100,0.9321383321285248,0.568291985028108,0.7586454147100449,0.14280609374553388,0.4093081746250391,0.2787869165458325,result_arrays/Dryad_animal_society/upset/DIGRACib/K3dropout50ratio_coe0margin_coe100margin1withproximal_baselineFiedler5sigma100alpha100train_alphaFalsehid4lr10usesyncRankpreserial_similarity50trials10train_r100test_r100AllTrue.npy
