dataset,ours_upset_simple,ours_upset_ratio,ours_upset_naive,ours_runtime_sec,best_classical_upset_simple,best_classical_upset_ratio,best_classical_upset_naive,best_classical_runtime_sec,best_gnn_upset_simple,best_gnn_upset_ratio,best_gnn_upset_naive,best_gnn_runtime_sec
Basketball_temporal/finer2007,1.2300785779953003,0.1449491828680038,0.3075196444988251,5.965271806716919,0.8563411831855774,0.007875925861299,0.2140852957963943,0.0745519638061523,1.04197531580925,0.0087409974262118,0.2604938289523125,17.740961718559266
Basketball_temporal/finer2008,1.182608723640442,0.1247979775071144,0.2956521809101105,6.288522362709045,0.8467391133308411,0.0077177220955491,0.2116847783327102,0.0669792890548706,1.0418260848522187,0.0085574022959917,0.2604565212130547,19.107704448699952
Basketball_temporal/finer2009,1.2247099876403809,0.1439668983221054,0.3061774969100952,6.446176910400391,0.8362557291984558,0.0073850019834935,0.2090639322996139,0.0640719890594482,1.0463015854358673,0.0083723103441298,0.2615753963589668,19.29282100200653
Basketball_temporal/finer2010,1.1958322525024414,0.1412109732627868,0.2989580631256103,6.5063882112503055,0.8153887391090393,0.0075346655212342,0.2038471847772598,0.0989322662353515,1.0384183764457702,0.0083362278621643,0.2596045941114425,18.91216297149658
Basketball_temporal/finer2011,1.248863935470581,0.1427688896656036,0.3122159838676452,6.486266231536865,0.8532478213310242,0.0073105902411043,0.213311955332756,0.0649757146835327,1.0176369976997377,0.0079926497209817,0.2544132593274116,18.745664620399477
Basketball_temporal/finer2012,1.1928893327713013,0.1381179094314575,0.2982223331928253,6.55515775680542,0.804457426071167,0.0073796822689473,0.2011143565177917,0.0631776571273803,1.0086070609092712,0.0081700210925191,0.2521517652273178,19.234759044647216
Basketball_temporal/finer2013,1.2068692445755005,0.141246885061264,0.3017173111438751,6.661409044265747,0.8295904994010925,0.0078492416068911,0.2073976248502731,0.0597129106521606,0.995593124628067,0.008590581100434,0.2488982811570167,19.21769769191742
Basketball_temporal/finer2014,1.2120893001556396,0.1435922682285308,0.3030223250389099,6.733960008621216,0.8409987092018127,0.0063336933963,0.2102496773004531,0.091240644454956,1.0480998682975768,0.0072160943131893,0.2620289093255997,19.34879105091095
Dryad_animal_society,0.3773584961891174,0.3990956842899322,0.0943396240472793,0.0165786504745483,0.3270440399646759,0.4095371067523956,0.0817610099911689,0.0009373426437377,0.3773584961891174,0.6602305352687836,0.0943396240472793,
ERO/p5K5N350eta10styleuniform,,,,,,,,,,,,
FacultyHiringNetworks/Business/Business_FM_Full_,0.3559037446975708,0.5057481527328491,0.0889759361743927,0.112852144241333,0.405148297548294,0.6708305478096008,0.1012870743870735,0.1191080093383789,0.6379854500293731,0.7744350272417069,0.1594963625073432,6.350538825988769
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.2388059645891189,0.5676590800285339,0.0597014911472797,0.127912425994873,0.3326225876808166,0.648605465888977,0.0831556469202041,0.0601994276046752,0.5201563614606858,0.8073368901014328,0.1300497512519359,13.790768814086912
FacultyHiringNetworks/History/History_FM_Full_,0.2292358875274658,0.5090795755386353,0.0573089718818664,0.1061036109924316,0.3003322303295135,0.2266374051570892,0.0750830575823783,0.0518604755401611,0.4116279077529907,0.7790804851055145,0.1029069769382476,12.486016964912414
Football_data_England_Premier_League/England_2009_2010,0.6341463327407837,0.4932843148708343,0.1585365831851959,0.0180199384689331,0.6097561120986938,0.6427831649780273,0.1524390280246734,0.0570777416229248,0.8251219522953034,0.7402243721485138,0.2320731711387634,3.3064155340194703
Football_data_England_Premier_League/England_2010_2011,0.9937888383865356,0.6584268808364868,0.2484472095966339,0.019246220588684,1.1677018404006958,0.7259544730186462,0.2919254601001739,0.0023445129394531,1.1962732946872712,0.8241723644733429,0.4863354045152664,5.05110981464386
Football_data_England_Premier_League/England_2011_2012,0.8484848737716675,0.5584777593612671,0.2121212184429168,0.0184312105178833,0.800000011920929,0.6627398729324341,0.2000000029802322,0.0711395978927612,1.0196363639831545,0.7955078113079072,0.4127272745966911,5.029060173034668
Football_data_England_Premier_League/England_2012_2013,0.8888888955116272,0.6045734286308289,0.2222222238779068,0.0174317598342895,0.8627451062202454,0.5769691467285156,0.2156862765550613,0.0023855924606323,1.071111124753952,0.7860159337520599,0.3769934740662575,5.884602808952332
Football_data_England_Premier_League/England_2013_2014,0.6545454263687134,0.5304304361343384,0.1636363565921783,0.0186656475067138,0.678787887096405,0.5867378115653992,0.1696969717741012,0.0009239912033081,0.8061818194389343,0.7601006352901458,0.3716363620758056,4.548785853385925
Football_data_England_Premier_League/England_2014_2015,0.9345794320106506,0.7508766055107117,0.2336448580026626,0.0149681091308593,1.0841121673583984,0.8240916132926941,0.2710280418395996,0.0023413181304931,1.2811214995384217,0.9519100427627564,0.3973831796646118,6.161786365509033
Football_data_England_Premier_League/finerEngland_2009_2010,0.8780487775802612,0.1715087592601776,0.2195121943950653,0.0353057384490966,0.6585366129875183,0.2060196846723556,0.1646341532468795,0.0023584842681884,0.9608536577224732,0.2933557519316673,0.2525609761476516,3.330982518196106
Football_data_England_Premier_League/finerEngland_2010_2011,1.1428571939468384,0.200500413775444,0.2857142984867096,0.0347493648529052,1.1677018404006958,0.224936157464981,0.2919254601001739,0.0023663997650146,1.2845962715148926,0.2580814060568809,0.7032298135757447,7.713493895530701
Football_data_England_Premier_League/finerEngland_2011_2012,0.9696969985961914,0.2070692777633667,0.2424242496490478,0.0364569187164306,0.8484848737716675,0.2179816663265228,0.2121212184429168,0.00238618850708,1.1087272787094116,0.2799870574474334,0.7250909107923508,15.96515245437622
Football_data_England_Premier_League/finerEngland_2012_2013,1.1241830587387085,0.1806049197912216,0.2810457646846771,0.0360577583312988,0.8627451062202454,0.1653487533330917,0.2156862765550613,0.0031434774398803,1.05529412150383,0.2324169847369194,0.7415686294436454,16.472957849502563
Football_data_England_Premier_League/finerEngland_2013_2014,0.9212121367454528,0.2336148768663406,0.2303030341863632,0.034782075881958,0.7272727489471436,0.4290571808815002,0.1818181872367859,0.0008877277374267,1.023393942117691,0.3276718682050705,0.2841212126612663,3.3450725078582764
Football_data_England_Premier_League/finerEngland_2014_2015,1.0841121673583984,0.3609827756881714,0.2710280418395996,0.0253863811492919,1.0467289686203003,0.6224972605705261,0.2616822421550751,0.0008872747421264,1.4082242894172667,0.5123062163591385,0.5928971964120865,20.765153431892397
Halo2BetaData,,,,,0.9997892379760742,0.862777590751648,0.2499473094940185,,,,,
Halo2BetaData/HeadToHead,0.8767123222351074,0.758381187915802,0.2191780805587768,1.079134202003479,0.9997892379760742,0.862777590751648,0.2499473094940185,0.0641607046127319,1.1944446754455569,0.9826271247863768,0.7280885124206543,134.48206596374513
_AUTO/Basketball_temporal__1985adj,0.6093159914016724,0.5563070178031921,0.1523289978504181,0.9880123138427734,0.7519932985305786,0.6247237920761108,0.1879983246326446,0.0039820671081542,,,,
_AUTO/Basketball_temporal__1986adj,0.6073211431503296,0.558032214641571,0.1518302857875824,1.097191572189331,0.7770382761955261,0.6881914734840393,0.1942595690488815,0.7974224090576172,,,,
_AUTO/Basketball_temporal__1987adj,0.6515693068504333,0.5758159160614014,0.1628923267126083,1.1423285007476809,0.8216130137443542,0.7095123529434204,0.2054032534360885,0.8592686653137207,,,,
_AUTO/Basketball_temporal__1988adj,0.6180391907691956,0.5681941509246826,0.1545097976922989,0.9947285652160645,0.7435294389724731,0.6507935523986816,0.1858823597431183,0.6527831554412842,,,,
_AUTO/Basketball_temporal__1989adj,0.6194623112678528,0.5666912794113159,0.1548655778169632,1.2838265895843506,0.7482014298439026,0.7104161977767944,0.1870503574609756,1.0203983783721924,,,,
_AUTO/Basketball_temporal__1990adj,0.5943289399147034,0.5570940375328064,0.1485822349786758,1.3600587844848633,0.7500945329666138,0.6739517450332642,0.1875236332416534,1.1944398880004885,,,,
_AUTO/Basketball_temporal__1991adj,0.6215613484382629,0.5593810081481934,0.1553903371095657,1.5802838802337646,0.7657992839813232,0.6422716975212097,0.1914498209953308,0.0039844512939453,,,,
_AUTO/Basketball_temporal__1992adj,0.6264346241950989,0.5518926382064819,0.1566086560487747,1.567394733428955,0.7064050436019897,0.4154793620109558,0.1766012609004974,2.2077443599700928,,,,
_AUTO/Basketball_temporal__1993adj,0.5998433828353882,0.5662820339202881,0.149960845708847,1.2108817100524902,0.7423649430274963,0.5986699461936951,0.185591235756874,0.0040268898010253,,,,
_AUTO/Basketball_temporal__1994adj,0.601076066493988,0.5572571158409119,0.150269016623497,1.1954936981201172,0.716372013092041,0.3964252769947052,0.1790930032730102,1.811135053634644,,,,
_AUTO/Basketball_temporal__1995adj,0.6318972110748291,0.5653769373893738,0.1579743027687072,1.3162848949432373,0.7694633603096008,0.666222333908081,0.1923658400774002,0.9703369140625,,,,
_AUTO/Basketball_temporal__1996adj,0.6825687885284424,0.579252302646637,0.1706421971321106,1.3112692832946775,0.8102752566337585,0.647814154624939,0.2025688141584396,0.0044715404510498,,,,
_AUTO/Basketball_temporal__1997adj,0.6528571248054504,0.5818940997123718,0.1632142812013626,1.594717502593994,0.8142856955528259,0.7111914753913879,0.2035714238882064,0.9919767379760742,,,,
_AUTO/Basketball_temporal__1998adj,0.6218130588531494,0.5912769436836243,0.1554532647132873,1.3617968559265137,0.7733711004257202,0.6962516903877258,0.19334277510643,1.025153636932373,,,,
_AUTO/Basketball_temporal__1999adj,0.6861516833305359,0.5987422466278076,0.1715379208326339,1.315124750137329,0.8072373270988464,0.6541757583618164,0.2018093317747116,0.0043773651123046,,,,
_AUTO/Basketball_temporal__2000adj,0.6480079293251038,0.6019964218139648,0.1620019823312759,1.552924871444702,0.844254195690155,0.699720025062561,0.2110635489225387,1.1145222187042236,,,,
_AUTO/Basketball_temporal__2001adj,0.60688716173172,0.5883362293243408,0.15172179043293,1.495495319366455,0.7541766166687012,0.698952317237854,0.1885441541671753,0.9965534210205078,,,,
_AUTO/Basketball_temporal__2002adj,0.6573333144187927,0.6044226288795471,0.1643333286046981,1.34608793258667,0.7960000038146973,0.7045819759368896,0.1990000009536743,0.9788901805877686,,,,
_AUTO/Basketball_temporal__2003adj,0.6810176372528076,0.6056158542633057,0.1702544093132019,1.4027607440948486,0.8049576282501221,0.6828464269638062,0.2012394070625305,0.0044069290161132,,,,
_AUTO/Basketball_temporal__2004adj,0.5963060855865479,0.5830609798431396,0.1490765213966369,1.3831369876861572,0.7453826069831848,0.6380614638328552,0.1863456517457962,0.0044672489166259,,,,
_AUTO/Basketball_temporal__2005adj,0.6456140279769897,0.5976498126983643,0.1614035069942474,1.758673906326294,0.7783094048500061,0.730249285697937,0.1945773512125015,0.9458916187286376,,,,
_AUTO/Basketball_temporal__2006adj,0.6621032953262329,0.6036344170570374,0.1655258238315582,1.695124626159668,0.7741132378578186,0.6546952128410339,0.1935283094644546,0.0047285556793212,,,,
_AUTO/Basketball_temporal__2007adj,0.6493356227874756,0.6114951372146606,0.1623339056968689,1.9169363975524905,0.7891392111778259,0.7214123010635376,0.1972848027944564,0.9628291130065918,,,,
_AUTO/Basketball_temporal__2008adj,0.6764209270477295,0.6100717186927795,0.1691052317619323,1.6124999523162842,0.8002250790596008,0.6485704779624939,0.2000562697649002,0.0046277046203613,,,,
_AUTO/Basketball_temporal__2009adj,0.6357836127281189,0.5899184942245483,0.1589459031820297,2.17609977722168,0.7633841633796692,0.6498886346817017,0.1908460408449173,0.0048434734344482,,,,
_AUTO/Basketball_temporal__2010adj,0.6343467831611633,0.6041613221168518,0.1585866957902908,1.794914722442627,0.7559572458267212,0.4666064977645874,0.1889893114566803,1.594719409942627,,,,
_AUTO/Basketball_temporal__2011adj,0.6637070178985596,0.6056706309318542,0.1659267544746399,1.7977440357208252,0.7746948003768921,0.4744764864444732,0.193673700094223,1.8058323860168457,,,,
_AUTO/Basketball_temporal__2012adj,0.6132672429084778,0.5910712480545044,0.1533168107271194,1.7980470657348633,0.7563996911048889,0.7326815128326416,0.1890999227762222,0.8959650993347168,,,,
_AUTO/Basketball_temporal__2013adj,0.6500684022903442,0.6142428517341614,0.162517100572586,1.8081421852111816,0.7978112101554871,0.6706725358963013,0.1994528025388717,0.0046932697296142,,,,
_AUTO/Basketball_temporal__2014adj,0.6595918536186218,0.6073329448699951,0.1648979634046554,2.01148009300232,0.779319703578949,0.4611725509166717,0.1948299258947372,2.775164604187012,,,,
_AUTO/Basketball_temporal__finer1985adj,1.254507303237915,0.1377915292978286,0.3136268258094787,0.9579181671142578,0.7563941478729248,0.0050525367259979,0.1890985369682312,0.6796903610229492,,,,
_AUTO/Basketball_temporal__finer1986adj,,,,,0.7707033157348633,0.0058212811127305,0.1926758289337158,1.1947908401489258,,,,
finance,,,,,1.613769292831421,0.2701516717672348,0.4034423232078552,3.748536658287049,1.392469956874847,0.3297214692831039,0.7409885954856873,3283.161208987236
