table,method,n_datasets,coverage,median_upset_simple,mean_upset_simple,median_upset_ratio,mean_upset_ratio,median_upset_naive,mean_upset_naive,median_runtime_sec,mean_runtime_sec
table4_full_suite_80d,SpringRank,78,78/80,0.8027240633964539,0.8117569998288766,0.5698624551296234,0.3852070743421045,0.2006810158491134,0.20293924995721915,0.058019745349883994,0.0727151072942293
table4_full_suite_80d,davidScore,78,78/80,0.8241382241249084,0.8353933084469575,0.5532494187355042,0.575075510984812,0.2060345560312271,0.20898119799601725,0.0027947902679442997,0.005297841475560071
table4_full_suite_80d,OURS_MFAS_INS3,77,77/80,0.8780487775802612,0.8878800739328583,0.5057481527328491,0.3818907469704554,0.2195121943950653,0.22197001848321457,1.079134202003479,2.1521448723681567
table4_full_suite_80d,OURS_MFAS,77,77/80,0.8780487775802612,0.8878800739328583,0.5057481527328491,0.3818907469704554,0.2195121943950653,0.22197001848321457,1.0788014650344848,2.1483796345723145
table4_full_suite_80d,OURS_MFAS_INS2,77,77/80,0.8780487775802612,0.8879140052315476,0.5057481527328491,0.3818741853941571,0.2195121943950653,0.2219785013078869,1.0795571088790894,2.150800905289588
table4_full_suite_80d,OURS_MFAS_INS1,77,77/80,0.8809272646903992,0.8886325937973989,0.502814531326294,0.3819149758715134,0.2202318161725998,0.22215814844934972,1.0729929447174071,2.147102616669296
table4_full_suite_80d,SVD_NRS,78,78/80,0.8915640711784363,0.890535213932013,0.5217003226280212,0.5498474519986373,0.22289101779460904,0.22263380348300324,0.00541108846664425,0.007845492852039776
table4_full_suite_80d,SVD_RS,78,78/80,0.9870696663856506,1.0109546176898174,0.5686889886856079,0.5741088542418602,0.2467674165964126,0.25273865442245436,0.00428447723388665,0.006460438630519718
table4_full_suite_80d,PageRank,78,78/80,1.0759820938110352,1.0203616382219853,0.41858974099159235,0.324354758599582,0.2689955234527588,0.25509040955549633,0.0016905784606933,0.0016269992559383574
table4_full_suite_80d,eigenvectorCentrality,78,78/80,1.0060606002807617,1.0316529169296607,0.585718135535717,0.39048338989631676,0.2515151500701904,0.25791322923241516,0.008207380771636949,0.008007756563333317
