panel,config,manuscript_label,n,mean_upset_simple,mean_upset_naive,mean_upset_ratio,mean_runtime_algorithm_sec,mean_runtime_total_sec,median_upset_simple,median_upset_naive,median_upset_ratio,median_runtime_algorithm_sec,median_runtime_total_sec
panel_a_legacy,A0,A0 (Phase A only),33,0.25714780007121957,93621.19393939394,0.3761791209401462,0.12159583785317161,0.14833916317332874,0.15384615384615385,6449.0,0.46378504429214873,0.131547212600708,0.15813088417053223
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),33,0.25552065804425267,93588.98181818181,0.37595171551680967,0.12705063819885254,0.2761590697548606,0.15384615384615385,6382.0,0.4590799850273461,0.13887977600097656,0.2994077205657959
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",33,0.25209486303084516,93548.8303030303,0.34623790930341836,0.22650530844023734,0.37836376825968426,0.13595706618962433,6265.0,0.42273712990585677,0.25427889823913574,0.4143352508544922
panel_b_canonical,A0,A0 (Phase A only),77,0.28529824846587176,120842.92987012987,0.3498192111593268,0.14351940155029297,0.17369378387153922,0.2062043795620438,7285.0,0.4506010196832501,0.14716172218322754,0.17493844032287598
panel_b_canonical,A2,A2 (+ exact reachability add-back),77,0.27279665660060576,118788.63116883117,0.3410284465032605,0.25188763729937663,0.4265595720959948,0.21052631578947367,5988.0,0.4459050280269133,0.24125051498413086,0.4140172004699707
panel_b_canonical,A4,"A4 (+ refinement, OURS-Reach)",77,0.27238295236613674,118721.9948051948,0.31781533040656745,0.3644830406486214,0.5420216863805597,0.21052631578947367,5988.0,0.3807925017458761,0.3805825710296631,0.5686798095703125
