dataset,family,config,config_hash,timestamp,status,n,m,density,total_edge_weight,removed_phaseA_count,removed_phaseA_weight,removed_final_count,removed_final_weight,normalized_removed_weight,restored_edge_count,mincut_attempts,mincut_accepted,mincut_gain,upset_simple,upset_ratio,upset_naive,permutation_distance_vs_p1,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,phase1_iterations,reinserted_per_pass,break_reason,terminal_classification,runtime_algorithm_sec
Basketball_temporal/1993,Basketball_coarse,Z15_A4,712779aad638f619,1787631026.5868225,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,710,5035.0,0.10373956938291955,385,0,0,0.0,0.10373956938291955,0.48807612884221246,5035.0,0.09276207262784444,0.38255977630615234,0.10020565986633301,0.05130910873413086,0.10568118095397949,0.0,795,[385],exhausted,,0.25719594955444336
Basketball_temporal/1993,Basketball_coarse,Z18_A4,712779aad638f619,1787631041.7226264,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,710,5035.0,0.10373956938291955,385,0,0,0.0,0.10373956938291955,0.48807612884221246,5035.0,0.09276207262784444,0.3825235366821289,0.10026669502258301,0.0513150691986084,0.10556411743164062,0.0,795,[385],exhausted,,0.25714588165283203
Basketball_temporal/1994,Basketball_coarse,Z12_A4,712779aad638f619,1787631007.3704197,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,705,5093.0,0.0997297720686144,394,0,0,0.0,0.09959269992950576,0.45838042296032355,5086.0,0.11364341085271318,0.3901336193084717,0.10033845901489258,0.0520322322845459,0.11123347282409668,0.0,849,[394],exhausted,,0.26360416412353516
Basketball_temporal/1994,Basketball_coarse,Z15_A4,712779aad638f619,1787631022.450524,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,705,5093.0,0.0997297720686144,394,0,0,0.0,0.09959269992950576,0.45838042296032355,5086.0,0.11364341085271318,0.4002952575683594,0.10061097145080566,0.0520014762878418,0.12011504173278809,0.0,849,[394],exhausted,,0.27272748947143555
Basketball_temporal/1994,Basketball_coarse,Z18_A4,712779aad638f619,1787631037.5976305,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,705,5093.0,0.0997297720686144,394,0,0,0.0,0.09959269992950576,0.45838042296032355,5086.0,0.11364341085271318,0.39042210578918457,0.10053610801696777,0.052160024642944336,0.11118412017822266,0.0,849,[394],exhausted,,0.26388025283813477
Basketball_temporal/1997,Basketball_coarse,Z12_A4,712779aad638f619,1787631007.7659461,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5857.0,0.11255452850856122,445,0,0,0.0,0.11249687722197667,0.503928745818332,5854.0,0.12968075927523728,0.46965861320495605,0.13635039329528809,0.05712127685546875,0.11173462867736816,0.0,948,[445],exhausted,,0.305206298828125
Basketball_temporal/1997,Basketball_coarse,Z15_A4,712779aad638f619,1787631022.8564422,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5857.0,0.11255452850856122,445,0,0,0.0,0.11249687722197667,0.503928745818332,5854.0,0.12968075927523728,0.4694194793701172,0.1363060474395752,0.05733489990234375,0.11191248893737793,0.0,948,[445],exhausted,,0.3055534362792969
Basketball_temporal/1997,Basketball_coarse,Z18_A4,712779aad638f619,1787631037.993917,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5857.0,0.11255452850856122,445,0,0,0.0,0.11249687722197667,0.503928745818332,5854.0,0.12968075927523728,0.46900367736816406,0.1361372470855713,0.05740523338317871,0.11231374740600586,0.0,948,[445],exhausted,,0.30585622787475586
Basketball_temporal/2000,Basketball_coarse,Z12_A4,712779aad638f619,1787631008.2409978,complete,318,3475,0.03447215443525187,55092.0,1189,5183.0,742,5183.0,0.09407899513540986,447,0,0,0.0,0.09407899513540986,0.5113405684614751,5183.0,0.09953772592901217,0.4604461193084717,0.129378080368042,0.05998110771179199,0.11408281326293945,0.0,888,[447],exhausted,,0.30344200134277344
Basketball_temporal/2000,Basketball_coarse,Z15_A4,712779aad638f619,1787631023.3315885,complete,318,3475,0.03447215443525187,55092.0,1189,5183.0,742,5183.0,0.09407899513540986,447,0,0,0.0,0.09407899513540986,0.5113405684614751,5183.0,0.09953772592901217,0.4613797664642334,0.12965059280395508,0.06000256538391113,0.11420369148254395,0.0,888,[447],exhausted,,0.30385684967041016
Basketball_temporal/2000,Basketball_coarse,Z18_A4,712779aad638f619,1787631038.46894,complete,318,3475,0.03447215443525187,55092.0,1189,5183.0,742,5183.0,0.09407899513540986,447,0,0,0.0,0.09407899513540986,0.5113405684614751,5183.0,0.09953772592901217,0.4607887268066406,0.1298520565032959,0.05999350547790527,0.11434316635131836,0.0,888,[447],exhausted,,0.30418872833251953
Basketball_temporal/2003,Basketball_coarse,Z12_A4,712779aad638f619,1787631008.7068074,complete,327,3560,0.03339524586780736,54489.0,1297,5833.0,785,5833.0,0.10704912918203674,512,0,0,0.0,0.10699407219805833,0.500897334106028,5830.0,0.10761524174030505,0.46254634857177734,0.11894726753234863,0.07698655128479004,0.1194920539855957,0.0,919,[512],exhausted,,0.3154258728027344
Basketball_temporal/2003,Basketball_coarse,Z15_A4,712779aad638f619,1787631023.7986162,complete,327,3560,0.03339524586780736,54489.0,1297,5833.0,785,5833.0,0.10704912918203674,512,0,0,0.0,0.10699407219805833,0.500897334106028,5830.0,0.10761524174030505,0.46234560012817383,0.11915349960327148,0.07695794105529785,0.1194753646850586,0.0,919,[512],exhausted,,0.31558680534362793
Basketball_temporal/2003,Basketball_coarse,Z18_A4,712779aad638f619,1787631038.9356341,complete,327,3560,0.03339524586780736,54489.0,1297,5833.0,785,5833.0,0.10704912918203674,512,0,0,0.0,0.10699407219805833,0.500897334106028,5830.0,0.10761524174030505,0.46264195442199707,0.11890196800231934,0.07694768905639648,0.11960434913635254,0.0,919,[512],exhausted,,0.31545400619506836
Basketball_temporal/2006,Basketball_coarse,Z12_A4,712779aad638f619,1787631009.1747868,complete,334,3695,0.03322184459909011,55402.0,1312,6106.0,798,6106.0,0.11021262770297101,514,0,0,0.0,0.11012237825349265,0.5184200861286395,6101.0,0.12380644117171064,0.5168778896331787,0.1435863971710205,0.08130979537963867,0.11959719657897949,0.0,942,[514],exhausted,,0.34449338912963867
Basketball_temporal/2006,Basketball_coarse,Z15_A4,712779aad638f619,1787631024.274734,complete,334,3695,0.03322184459909011,55402.0,1312,6106.0,798,6106.0,0.11021262770297101,514,0,0,0.0,0.11012237825349265,0.5184200861286395,6101.0,0.12380644117171064,0.5169827938079834,0.14343714714050293,0.0810995101928711,0.11955475807189941,0.0,942,[514],exhausted,,0.34409141540527344
Basketball_temporal/2006,Basketball_coarse,Z18_A4,712779aad638f619,1787631039.4044356,complete,334,3695,0.03322184459909011,55402.0,1312,6106.0,798,6106.0,0.11021262770297101,514,0,0,0.0,0.11012237825349265,0.5184200861286395,6101.0,0.12380644117171064,0.5171587467193604,0.14365291595458984,0.08132338523864746,0.11973738670349121,0.0,942,[514],exhausted,,0.3447136878967285
Basketball_temporal/2009,Basketball_coarse,Z12_A4,712779aad638f619,1787631009.697034,complete,347,4155,0.034607119654844996,61946.0,1424,6309.0,902,6309.0,0.10184676976721661,522,0,0,0.0,0.10184676976721661,0.4790352369295716,6309.0,0.10189735303426563,0.6145648956298828,0.18592095375061035,0.0873112678527832,0.12327957153320312,0.0,1039,[522],exhausted,,0.3965117931365967
Basketball_temporal/2009,Basketball_coarse,Z15_A4,712779aad638f619,1787631024.7973752,complete,347,4155,0.034607119654844996,61946.0,1424,6309.0,902,6309.0,0.10184676976721661,522,0,0,0.0,0.10184676976721661,0.4790352369295716,6309.0,0.10189735303426563,0.6157703399658203,0.18638205528259277,0.0872044563293457,0.12362957000732422,0.0,1039,[522],exhausted,,0.3972160816192627
Basketball_temporal/2009,Basketball_coarse,Z18_A4,712779aad638f619,1787631039.9275343,complete,347,4155,0.034607119654844996,61946.0,1424,6309.0,902,6309.0,0.10184676976721661,522,0,0,0.0,0.10184676976721661,0.4790352369295716,6309.0,0.10189735303426563,0.6139237880706787,0.18540334701538086,0.08746695518493652,0.12330865859985352,0.0,1039,[522],exhausted,,0.3961789608001709
Basketball_temporal/2012,Basketball_coarse,Z12_A4,712779aad638f619,1787631010.3170283,complete,345,4126,0.034765756656555444,61534.0,1389,5988.0,827,5988.0,0.09731205512399649,562,0,0,0.0,0.09731205512399649,0.492115364842966,5988.0,0.10107853050219076,0.5469677448272705,0.15087318420410156,0.09272289276123047,0.12123990058898926,0.0,969,[562],exhausted,,0.3648359775543213
Basketball_temporal/2012,Basketball_coarse,Z15_A4,712779aad638f619,1787631025.4188452,complete,345,4126,0.034765756656555444,61534.0,1389,5988.0,827,5988.0,0.09731205512399649,562,0,0,0.0,0.09731205512399649,0.492115364842966,5988.0,0.10107853050219076,0.5477933883666992,0.15106892585754395,0.09279870986938477,0.1213839054107666,0.0,969,[562],exhausted,,0.3652515411376953
Basketball_temporal/2012,Basketball_coarse,Z18_A4,712779aad638f619,1787631040.555524,complete,345,4126,0.034765756656555444,61534.0,1389,5988.0,827,5988.0,0.09731205512399649,562,0,0,0.0,0.09731205512399649,0.492115364842966,5988.0,0.10107853050219076,0.5467712879180908,0.15045809745788574,0.09265971183776855,0.12118840217590332,0.0,969,[562],exhausted,,0.3643062114715576
Basketball_temporal/2014,Basketball_coarse,Z12_A4,712779aad638f619,1787631010.8693657,complete,351,4196,0.03415547415547415,60897.0,1471,6400.0,874,6400.0,0.10509548910455359,597,0,0,0.0,0.10502980442386324,0.5046936609697489,6396.0,0.09509157509157509,0.6072757244110107,0.16955780982971191,0.10570144653320312,0.12897205352783203,0.0,1019,[597],exhausted,,0.40423130989074707
Basketball_temporal/2014,Basketball_coarse,Z15_A4,712779aad638f619,1787631025.9722939,complete,351,4196,0.03415547415547415,60897.0,1471,6400.0,874,6400.0,0.10509548910455359,597,0,0,0.0,0.10502980442386324,0.5046936609697489,6396.0,0.09509157509157509,0.6088273525238037,0.17036104202270508,0.1063835620880127,0.12912940979003906,0.0,1019,[597],exhausted,,0.40587401390075684
Basketball_temporal/2014,Basketball_coarse,Z18_A4,712779aad638f619,1787631041.1082199,complete,351,4196,0.03415547415547415,60897.0,1471,6400.0,874,6400.0,0.10509548910455359,597,0,0,0.0,0.10502980442386324,0.5046936609697489,6396.0,0.09509157509157509,0.6083643436431885,0.1703801155090332,0.10602331161499023,0.12894773483276367,0.0,1019,[597],exhausted,,0.4053511619567871
Basketball_temporal/finer1985,Basketball_finer,Z12_A4,712779aad638f619,1787631011.8697488,complete,282,4814,0.06075061204916585,518633.4,4254,245469.7,2407,245469.7,0.4733009867856563,1847,0,0,0.0,0.4728093100058731,0.1283160959895218,245214.7,0.2378031851795765,0.5838840007781982,0.15847063064575195,0.10889077186584473,0.12003827095031738,0.0,4205,[1847],exhausted,,0.38739967346191406
Basketball_temporal/finer1985,Basketball_finer,Z15_A4,712779aad638f619,1787631026.9749944,complete,282,4814,0.06075061204916585,518633.4,4254,245469.7,2407,245469.7,0.4733009867856563,1847,0,0,0.0,0.4728093100058731,0.1283160959895218,245214.7,0.2378031851795765,0.5862138271331787,0.15999794006347656,0.10918378829956055,0.12070655822753906,0.0,4244,[1847],exhausted,,0.38988828659057617
Basketball_temporal/finer1985,Basketball_finer,Z18_A4,712779aad638f619,1787631042.111039,complete,282,4814,0.06075061204916585,518633.4,4254,245469.7,2407,245469.7,0.4733009867856563,1847,0,0,0.0,0.4728093100058731,0.1283160959895218,245214.7,0.2378031851795765,0.5848450660705566,0.15971994400024414,0.10890007019042969,0.11986970901489258,0.0,4244,[1847],exhausted,,0.3884897232055664
Basketball_temporal/finer1988,Basketball_finer,Z12_A4,712779aad638f619,1787631012.4590375,complete,290,5170,0.06168714950483236,584038.0,4564,275802.5,2585,275802.5,0.4722338272509665,1979,0,0,0.0,0.4716996154359819,0.11920099473811667,275490.5,0.23806228373702423,0.6297943592071533,0.16992688179016113,0.124542236328125,0.12581086158752441,0.0,4520,[1979],exhausted,,0.42027997970581055
Basketball_temporal/finer1988,Basketball_finer,Z15_A4,712779aad638f619,1787631027.5669994,complete,290,5170,0.06168714950483236,584038.0,4564,275802.5,2585,275802.5,0.4722338272509665,1979,0,0,0.0,0.4716996154359819,0.11920099473811667,275490.5,0.23806228373702423,0.6303565502166748,0.17075300216674805,0.12424135208129883,0.12572813034057617,0.0,4554,[1979],exhausted,,0.42072248458862305
Basketball_temporal/finer1988,Basketball_finer,Z18_A4,712779aad638f619,1787631042.701905,complete,290,5170,0.06168714950483236,584038.0,4564,275802.5,2585,275802.5,0.4722338272509665,1979,0,0,0.0,0.4716996154359819,0.11920099473811667,275490.5,0.23806228373702423,0.6306302547454834,0.1709733009338379,0.12410211563110352,0.12574005126953125,0.0,4554,[1979],exhausted,,0.42081546783447266
Basketball_temporal/finer1991,Basketball_finer,Z12_A4,712779aad638f619,1787631013.0941837,complete,295,5420,0.062492793727660555,630782.6,4752,297366.3,2710,297366.3,0.47142438615142523,2042,0,0,0.0,0.4712785355842091,0.12240264038768793,297274.29999999993,0.19667934970598408,0.6852388381958008,0.19470500946044922,0.1385650634765625,0.11534714698791504,0.0,4703,[2042],exhausted,,0.44861721992492676
Basketball_temporal/finer1991,Basketball_finer,Z15_A4,712779aad638f619,1787631028.2031329,complete,295,5420,0.062492793727660555,630782.6,4751,297366.3,2710,297366.3,0.47142438615142523,2041,0,0,0.0,0.4712785355842091,0.12240264038768793,297274.29999999993,0.19667934970598408,0.6866617202758789,0.1960906982421875,0.13856744766235352,0.11526107788085938,0.0,4743,[2041],exhausted,,0.4499192237854004
Basketball_temporal/finer1991,Basketball_finer,Z18_A4,712779aad638f619,1787631043.33856,complete,295,5420,0.062492793727660555,630782.6,4751,297366.3,2710,297366.3,0.47142438615142523,2041,0,0,0.0,0.4712785355842091,0.12240264038768793,297274.29999999993,0.19667934970598408,0.6875438690185547,0.19655871391296387,0.1385209560394287,0.11540889739990234,0.0,4743,[2041],exhausted,,0.4504885673522949
Basketball_temporal/finer1994,Basketball_finer,Z12_A4,712779aad638f619,1787631013.7848866,complete,301,5252,0.058161683277962346,608682.0,4646,287009.0,2626,287009.0,0.4715253613545332,2020,0,0,0.0,0.4710620652491777,0.11847075539900258,286727.0,0.2183831672203765,0.6648321151733398,0.18001675605773926,0.13326334953308105,0.13032031059265137,0.0,4594,[2020],exhausted,,0.4436004161834717
Basketball_temporal/finer1994,Basketball_finer,Z15_A4,712779aad638f619,1787631028.895564,complete,301,5252,0.058161683277962346,608682.0,4644,287064.0,2626,287064.0,0.47161572052401746,2018,0,0,0.0,0.4711097091749058,0.11848554236812299,286756.0,0.218250276854928,0.6680984497070312,0.18120741844177246,0.13314008712768555,0.13160943984985352,0.0,4634,[2018],exhausted,,0.4459569454193115
Basketball_temporal/finer1994,Basketball_finer,Z18_A4,712779aad638f619,1787631044.0321035,complete,301,5252,0.058161683277962346,608682.0,4644,287064.0,2626,287064.0,0.47161572052401746,2018,0,0,0.0,0.4711097091749058,0.11848554236812299,286756.0,0.218250276854928,0.6682374477386475,0.1820998191833496,0.13287806510925293,0.13167858123779297,0.0,4634,[2018],exhausted,,0.4466564655303955
Basketball_temporal/finer1997,Basketball_finer,Z12_A4,712779aad638f619,1787631014.455226,complete,305,5628,0.06069887834339948,582710.0,4983,274410.5,2814,274410.5,0.47092121295327005,2169,0,0,0.0,0.47060029860479485,0.12989884351136005,274223.5,0.23373597929249354,0.7190139293670654,0.196821928024292,0.1526339054107666,0.12870240211486816,0.0,4933,[2169],exhausted,,0.47815823554992676
Basketball_temporal/finer1997,Basketball_finer,Z15_A4,712779aad638f619,1787631029.5774822,complete,305,5628,0.06069887834339948,582710.0,4983,274410.5,2814,274410.5,0.47092121295327005,2169,0,0,0.0,0.47060029860479485,0.12989884351136005,274223.5,0.23373597929249354,0.7217822074890137,0.19887495040893555,0.15273165702819824,0.1286773681640625,0.0,4975,[2169],exhausted,,0.4802839756011963
Basketball_temporal/finer1997,Basketball_finer,Z18_A4,712779aad638f619,1787631044.7064083,complete,305,5628,0.06069887834339948,582710.0,4983,274410.5,2814,274410.5,0.47092121295327005,2169,0,0,0.0,0.47060029860479485,0.12989884351136005,274223.5,0.23373597929249354,0.7648823261260986,0.20011234283447266,0.15286874771118164,0.14159321784973145,0.0,4975,[2169],exhausted,,0.49457430839538574
Basketball_temporal/finer2000,Basketball_finer,Z12_A4,712779aad638f619,1787631015.179726,complete,318,6274,0.06223835882784755,634382.8,5564,298090.9,3137,298090.9,0.4698912076430824,2427,0,0,0.0,0.4696058909541684,0.12222096625193156,297909.9,0.19365910759280203,0.8862462043762207,0.2555396556854248,0.1921846866607666,0.1355428695678711,0.0,5524,[2427],exhausted,,0.5832672119140625
Basketball_temporal/finer2000,Basketball_finer,Z15_A4,712779aad638f619,1787631030.305057,complete,318,6274,0.06223835882784755,634382.8,5565,298067.9,3137,298067.9,0.46985495193123145,2428,0,0,0.0,0.46960746728946623,0.11973870437395276,297910.9,0.1938773485705216,0.8895857334136963,0.25726985931396484,0.19233417510986328,0.13617348670959473,0.0,5563,[2428],exhausted,,0.5857775211334229
Basketball_temporal/finer2000,Basketball_finer,Z18_A4,712779aad638f619,1787631045.4774482,complete,318,6274,0.06223835882784755,634382.8,5565,298067.9,3137,298067.9,0.46985495193123145,2428,0,0,0.0,0.46960746728946623,0.11973870437395276,297910.9,0.1938773485705216,0.8878636360168457,0.2564048767089844,0.19231438636779785,0.13585257530212402,0.0,5563,[2428],exhausted,,0.5845718383789062
Basketball_temporal/finer2003,Basketball_finer,Z12_A4,712779aad638f619,1787631016.0714135,complete,327,6356,0.05962364683589426,645095.2,5637,304576.6,3178,304576.6,0.47214209623633846,2459,0,0,0.0,0.47199018067410825,0.1198827324469408,304478.6,0.24151516857094613,0.91629958152771,0.2516055107116699,0.227158784866333,0.13599252700805664,0.0,5585,[2459],exhausted,,0.6147568225860596
Basketball_temporal/finer2003,Basketball_finer,Z15_A4,712779aad638f619,1787631031.200465,complete,327,6356,0.05962364683589426,645095.2,5635,304576.6,3178,304576.6,0.47214209623633846,2457,0,0,0.0,0.47199018067410825,0.1198827324469408,304478.6,0.24151516857094613,0.9191784858703613,0.25447702407836914,0.22728228569030762,0.13575291633605957,0.0,5628,[2457],exhausted,,0.6175122261047363
Basketball_temporal/finer2003,Basketball_finer,Z18_A4,712779aad638f619,1787631046.3714185,complete,327,6356,0.05962364683589426,645095.2,5635,304576.6,3178,304576.6,0.47214209623633846,2457,0,0,0.0,0.47199018067410825,0.1198827324469408,304478.6,0.24151516857094613,0.9184212684631348,0.25401854515075684,0.22734379768371582,0.13568496704101562,0.0,5628,[2457],exhausted,,0.6170473098754883
Basketball_temporal/finer2006,Basketball_finer,Z12_A4,712779aad638f619,1787631016.9931908,complete,334,6680,0.06006006006006006,653869.4,5927,308180.7,3340,308180.7,0.47131843147882435,2587,0,0,0.0,0.4711257324474887,0.11759008929366013,308054.69999999995,0.2208915502328676,0.9637248516082764,0.2671639919281006,0.22872352600097656,0.14958953857421875,0.0,5868,[2587],exhausted,,0.6454770565032959
Basketball_temporal/finer2006,Basketball_finer,Z15_A4,712779aad638f619,1787631032.1254551,complete,334,6680,0.06006006006006006,653869.4,5926,308180.7,3340,308180.7,0.47131843147882435,2586,0,0,0.0,0.4711257324474887,0.11759008929366013,308054.69999999995,0.2208915502328676,0.973588228225708,0.2765231132507324,0.22878742218017578,0.1499030590057373,0.0,5915,[2586],exhausted,,0.6552135944366455
Basketball_temporal/finer2006,Basketball_finer,Z18_A4,712779aad638f619,1787631047.295945,complete,334,6680,0.06006006006006006,653869.4,5926,308180.7,3340,308180.7,0.47131843147882435,2586,0,0,0.0,0.4711257324474887,0.11759008929366013,308054.69999999995,0.2208915502328676,0.9655852317810059,0.2689197063446045,0.22833538055419922,0.1495978832244873,0.0,5915,[2586],exhausted,,0.646852970123291
Basketball_temporal/finer2009,Basketball_finer,Z12_A4,712779aad638f619,1787631017.9623935,complete,347,7478,0.06228448634871983,714987.7999999999,6668,336829.9,3739,336829.9,0.4710988075600731,2929,0,0,0.0,0.4708414605116339,0.12049872165471384,336645.89999999997,0.20207892588829104,1.091634750366211,0.29009580612182617,0.29639124870300293,0.1572859287261963,0.0,6603,[2929],exhausted,,0.7437729835510254
Basketball_temporal/finer2009,Basketball_finer,Z15_A4,712779aad638f619,1787631033.1048265,complete,347,7478,0.06228448634871983,714987.7999999999,6668,336829.9,3739,336829.9,0.4710988075600731,2929,0,0,0.0,0.4708414605116339,0.12049872165471384,336645.89999999997,0.20207892588829104,1.095895767211914,0.294663667678833,0.29692625999450684,0.15735220909118652,0.0,6663,[2929],exhausted,,0.7489421367645264
Basketball_temporal/finer2009,Basketball_finer,Z18_A4,712779aad638f619,1787631048.26762,complete,347,7478,0.06228448634871983,714987.7999999999,6668,336829.9,3739,336829.9,0.4710988075600731,2929,0,0,0.0,0.4708414605116339,0.12049872165471384,336645.89999999997,0.20207892588829104,1.0953199863433838,0.29337358474731445,0.2967662811279297,0.15752506256103516,0.0,6663,[2929],exhausted,,0.7476649284362793
Basketball_temporal/finer2012,Basketball_finer,Z12_A4,712779aad638f619,1787631019.067511,complete,345,7580,0.06386922817660937,709133.5999999999,6744,333077.3,3790,333077.3,0.46969611932081634,2954,0,0,0.0,0.46959317680053536,0.12414116979929576,333004.30000000005,0.19202898550724637,1.1140785217285156,0.31450796127319336,0.2736356258392334,0.1540837287902832,0.0,6690,[2954],exhausted,,0.74222731590271
Basketball_temporal/finer2012,Basketball_finer,Z15_A4,712779aad638f619,1787631034.2065465,complete,345,7580,0.06386922817660937,709133.5999999999,6744,333077.3,3790,333077.3,0.46969611932081634,2954,0,0,0.0,0.46959317680053536,0.12414116979929576,333004.30000000005,0.19202898550724637,1.1156737804412842,0.3159627914428711,0.2740135192871094,0.15402770042419434,0.0,6737,[2954],exhausted,,0.7440040111541748
Basketball_temporal/finer2012,Basketball_finer,Z18_A4,712779aad638f619,1787631049.368986,complete,345,7580,0.06386922817660937,709133.5999999999,6744,333077.3,3790,333077.3,0.46969611932081634,2954,0,0,0.0,0.46959317680053536,0.12414116979929576,333004.30000000005,0.19202898550724637,1.1186025142669678,0.31626248359680176,0.2747762203216553,0.15501856803894043,0.0,6737,[2954],exhausted,,0.7460572719573975
Dryad_animal_society,Animal,Z12_A4,712779aad638f619,1787631020.5624669,complete,21,193,0.4595238095238095,939.0,60,74.0,42,74.0,0.07880724174653887,18,0,0,0.0,0.07880724174653887,0.3533387265554227,74.0,0.0380952380952381,0.011590957641601562,0.0007488727569580078,0.0003712177276611328,0.007525444030761719,0.0,37,[18],exhausted,,0.00864553451538086
Dryad_animal_society,Animal,Z15_A4,712779aad638f619,1787631035.7079782,complete,21,193,0.4595238095238095,939.0,60,74.0,42,74.0,0.07880724174653887,18,0,0,0.0,0.07880724174653887,0.3533387265554227,74.0,0.0380952380952381,0.011589765548706055,0.0007691383361816406,0.0003647804260253906,0.007528543472290039,0.0,37,[18],exhausted,,0.00866246223449707
Dryad_animal_society,Animal,Z18_A4,712779aad638f619,1787631050.8754056,complete,21,193,0.4595238095238095,939.0,60,74.0,42,74.0,0.07880724174653887,18,0,0,0.0,0.07880724174653887,0.3533387265554227,74.0,0.0380952380952381,0.011545896530151367,0.0007407665252685547,0.0003638267517089844,0.0075109004974365234,0.0,37,[18],exhausted,,0.008615493774414062
