dataset,family,config,config_hash,timestamp,status,n,m,density,total_edge_weight,removed_phaseA_count,removed_phaseA_weight,removed_final_count,removed_final_weight,normalized_removed_weight,restored_edge_count,mincut_attempts,mincut_accepted,mincut_gain,upset_simple,upset_ratio,upset_naive,permutation_distance_vs_p1,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,phase1_iterations,reinserted_per_pass,break_reason,terminal_classification,runtime_algorithm_sec
Basketball_temporal/1985,Basketball_coarse,K100_A5,712779aad638f619,1787631452.478213,complete,282,2904,0.03664723252820474,40493.0,1074,4031.0,692,3948.0,0.0974983330452177,382,27,10,83.0,0.09717728990195837,0.4652678441069052,3935.0,0.0967921051967391,2.098586320877075,0.08174347877502441,0.03997206687927246,0.0011649131774902344,1.8677928447723389,758,[384],exhausted,,1.990673303604126
Basketball_temporal/1985,Basketball_coarse,K20_A5,712779aad638f619,1787631142.7667313,complete,282,2904,0.03664723252820474,40493.0,1074,4031.0,691,3954.0,0.09764650680364508,383,20,9,77.0,0.09732546366038575,0.46520317340941864,3941.0,0.0975745185633881,2.0402395725250244,0.08238983154296875,0.04015016555786133,0.0011167526245117188,1.8092162609100342,758,[384],exhausted,,1.932873010635376
Basketball_temporal/1985,Basketball_coarse,K50_A5,712779aad638f619,1787631295.5948875,complete,282,2904,0.03664723252820474,40493.0,1074,4031.0,692,3948.0,0.0974983330452177,382,27,10,83.0,0.09717728990195837,0.4652678441069052,3935.0,0.0967921051967391,2.2301292419433594,0.08157896995544434,0.03972458839416504,0.001150369644165039,2.0004518032073975,758,[384],exhausted,,2.122905731201172
Basketball_temporal/1988,Basketball_coarse,K100_A5,712779aad638f619,1787631454.5861018,complete,290,3099,0.03697649445173607,47701.0,1155,4857.0,733,4816.0,0.10096224397811367,422,100,8,41.0,0.10089935221483827,0.4797931089744609,4813.0,0.12788450065624626,3.4487314224243164,0.08286499977111816,0.050533294677734375,0.0012331008911132812,3.2039411067962646,821,[425],exhausted,,3.3385725021362305
Basketball_temporal/1988,Basketball_coarse,K20_A5,712779aad638f619,1787631144.815501,complete,290,3099,0.03697649445173607,47701.0,1155,4857.0,730,4828.0,0.10121381103121528,425,20,5,29.0,0.10121381103121528,0.4775705496686612,4828.0,0.12845722467485982,2.260343074798584,0.08252215385437012,0.05034327507019043,0.0012028217315673828,2.015598773956299,821,[425],exhausted,,2.1496670246124268
Basketball_temporal/1988,Basketball_coarse,K50_A5,712779aad638f619,1787631297.8339722,complete,290,3099,0.03697649445173607,47701.0,1155,4857.0,730,4818.0,0.10100417182029726,425,50,6,39.0,0.10100417182029726,0.4804719906586715,4818.0,0.130032215726047,2.639777421951294,0.08267998695373535,0.0505375862121582,0.0011992454528808594,2.3948943614959717,821,[425],exhausted,,2.529311180114746
Basketball_temporal/1991,Basketball_coarse,K100_A5,712779aad638f619,1787631458.044133,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5250.0,0.10070396869545202,411,10,10,58.0,0.10045460648725375,0.45724612777930007,5237.0,0.0983973250317076,2.407900810241699,0.13341808319091797,0.0471348762512207,0.0012691020965576172,2.0663697719573975,875,[411],exhausted,,2.2481918334960938
Basketball_temporal/1991,Basketball_coarse,K20_A5,712779aad638f619,1787631147.0842605,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5250.0,0.10070396869545202,411,10,10,58.0,0.10045460648725375,0.45724612777930007,5237.0,0.0983973250317076,2.4005861282348633,0.13182473182678223,0.04728555679321289,0.00125885009765625,2.060211181640625,875,[411],exhausted,,2.2405803203582764
Basketball_temporal/1991,Basketball_coarse,K50_A5,712779aad638f619,1787631300.4826307,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5250.0,0.10070396869545202,411,10,10,58.0,0.10045460648725375,0.45724612777930007,5237.0,0.0983973250317076,2.4071028232574463,0.1346759796142578,0.04722881317138672,0.0013077259063720703,2.063666582107544,875,[411],exhausted,,2.2468791007995605
Basketball_temporal/1993,Basketball_coarse,K100_A5,712779aad638f619,1787631489.0746386,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,712,4985.0,0.1027093849799114,383,70,10,50.0,0.1027093849799114,0.49629582303608416,4985.0,0.09511219578333673,2.955742597579956,0.09986066818237305,0.05137467384338379,0.0012040138244628906,2.674793243408203,795,[385],exhausted,,2.827232599258423
Basketball_temporal/1993,Basketball_coarse,K20_A5,712779aad638f619,1787631174.7774534,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,710,5002.0,0.10305964767693417,385,20,7,33.0,0.10305964767693417,0.49572544364391236,5002.0,0.09468284636069871,2.2696828842163086,0.09976720809936523,0.051351308822631836,0.0012137889862060547,1.9895703792572021,795,[385],exhausted,,2.1419026851654053
Basketball_temporal/1993,Basketball_coarse,K50_A5,712779aad638f619,1787631329.4813943,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,711,4995.0,0.10291542186051303,384,50,8,40.0,0.10291542186051303,0.4957339377709298,4995.0,0.09466024902266514,2.6585183143615723,0.10019516944885254,0.05124831199645996,0.0012357234954833984,2.3781793117523193,795,[385],exhausted,,2.5308585166931152
