panel,config,manuscript_label,dataset_id,upset_simple,upset_naive,upset_ratio,runtime_sec
panel_a_legacy,A0,A0 (Phase A only),Dryad_animal_society,0.09158679446219382,86.0,0.4506010196832501,0.0029976367950439453
panel_a_legacy,A0,A0 (Phase A only),FacultyHiringNetworks/Business/Business_FM_Full_,0.06359447004608294,207.0,0.4856897958502882,0.01819896697998047
panel_a_legacy,A0,A0 (Phase A only),FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.05314256515074093,104.0,0.5606431279758989,0.015300989151000977
panel_a_legacy,A0,A0 (Phase A only),FacultyHiringNetworks/History/History_FM_Full_,0.04448198198198198,79.0,0.5187581158908041,0.012830972671508789
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2009_2010,0.15384615384615385,86.0,0.4166048353372061,0.0034046173095703125
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2010_2011,0.27628865979381445,134.0,0.6199562495869084,0.0035266876220703125
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2011_2012,0.2062043795620438,113.0,0.5001531258263577,0.0035583972930908203
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2009_2010,0.35518157661647465,400.9999999999999,0.20377455015345627,0.008307218551635742
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2010_2011,0.40913081650570665,465.9999999999999,0.2561041397723342,0.008781909942626953
panel_a_legacy,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2011_2012,0.37828371278458833,431.9999999999999,0.24508301398983168,0.008831262588500977
panel_a_legacy,A0,A0 (Phase A only),Halo2BetaData,0.17738905549049377,4249.0,0.6900320582144942,0.11887598037719727
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1985,0.11804509421381473,4780.0,0.45794183965857993,0.196244478225708
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1988,0.12123435567388524,5783.0,0.4869309210884603,0.1990489959716797
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1991,0.11775650739454856,6139.0,0.4590799850273461,0.2994077205657959
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1993,0.12376635417739776,6007.0,0.48152638155633837,0.23693084716796875
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1994,0.12083888149134488,6171.0,0.4685511790337731,0.2359461784362793
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/1997,0.13300151815054673,6921.0,0.4841280674034276,0.31073999404907227
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2000,0.11584259057576418,6382.0,0.5053965645111415,0.3010709285736084
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2003,0.1280625447337995,6978.0,0.5120650169235849,0.27779197692871094
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2006,0.1340926320349446,7429.0,0.5145442320726015,0.3296644687652588
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2009,0.12197720595357246,7556.0,0.4829944798618516,0.418881893157959
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2012,0.11808106087691357,7266.0,0.47780483405192264,0.3492298126220703
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/2014,0.12558910947994154,7648.0,0.4955068737382105,0.38808226585388184
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer1985,0.4801979587122619,249046.7,0.16461180075190315,0.3716011047363281
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer1988,0.4782642567778124,279324.5,0.16392431426369763,0.3963029384613037
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer1991,0.47755962196801244,301236.3,0.16742932942184155,0.44822168350219727
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer1994,0.47812979519683513,291029.0,0.16609559542156405,0.41785264015197754
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer1997,0.47841035849736574,278774.5,0.16623644036943286,0.4553518295288086
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer2000,0.4770461935601028,302629.9,0.1658962276484227,0.5809364318847656
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer2003,0.4783814853993643,308601.6,0.16127509023381226,0.5770905017852783
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer2006,0.4785369983669522,312900.7,0.15287173218768743,0.6087832450866699
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer2009,0.4779240988447635,341709.89999999997,0.16624421574579704,0.6662735939025879
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Basketball_temporal/finer2012,0.4764550713716006,337870.3,0.1588574049943162,0.7098081111907959
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Dryad_animal_society,0.08945686900958466,84.0,0.4437286976166951,0.0041811466217041016
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),FacultyHiringNetworks/Business/Business_FM_Full_,0.061136712749615976,199.0,0.4874870590934423,0.02526688575744629
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.05058763413387839,99.0,0.5621516532688475,0.020502567291259766
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),FacultyHiringNetworks/History/History_FM_Full_,0.04335585585585586,77.0,0.5202925724461757,0.01652073860168457
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/England_2009_2010,0.15384615384615385,86.0,0.4166048353372061,0.004563093185424805
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/England_2010_2011,0.2515463917525773,122.0,0.62088994190807,0.004988670349121094
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/England_2011_2012,0.2062043795620438,113.0,0.5001531258263577,0.005217552185058594
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/finerEngland_2009_2010,0.35518157661647465,400.9999999999999,0.20377455015345627,0.013449907302856445
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/finerEngland_2010_2011,0.40913081650570665,465.9999999999999,0.2561041397723342,0.014797687530517578
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Football_data_England_Premier_League/finerEngland_2011_2012,0.37828371278458833,431.9999999999999,0.24508301398983168,0.014762163162231445
panel_a_legacy,A1,A1 (+ legacy topo/INS add-back),Halo2BetaData,0.17425791919231415,4174.0,0.6902244966765895,0.21373724937438965
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1985,0.11678561726718198,4729.0,0.45106086472266094,0.2982771396636963
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1988,0.12062640196222302,5754.0,0.4799318978289564,0.30951714515686035
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1991,0.11537797556250359,6015.0,0.4531900842770146,0.4140744209289551
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1993,0.12073761203255383,5860.0,0.47384275147627397,0.351088285446167
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1994,0.11985979478342602,6121.0,0.46222143593003756,0.34720277786254883
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/1997,0.131022157311144,6818.0,0.47780339710709147,0.42496538162231445
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2000,0.11371887025339432,6265.0,0.49715603835360206,0.4143352508544922
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2003,0.12747527023802968,6946.0,0.5056468611072997,0.399228572845459
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2006,0.1326305909533952,7348.0,0.5080362340353377,0.4577960968017578
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2009,0.12018532270041649,7445.0,0.47716862200042637,0.5518574714660645
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2012,0.11627718009555693,7155.0,0.4708736379195675,0.47989535331726074
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/2014,0.12337225150664237,7513.0,0.4888780160805523,0.5201003551483154
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer1985,0.4801979587122619,249046.7,0.13819782081075352,0.48105764389038086
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer1988,0.4782642567778124,279324.5,0.13818610263405598,0.512744665145874
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer1991,0.47755962196801244,301236.3,0.14200995138053585,0.5617399215698242
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer1994,0.47810186599899457,291012.0,0.14361781033214616,0.5399315357208252
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer1997,0.4784034940193235,278770.5,0.1499928338456238,0.6632931232452393
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer2000,0.4770461935601028,302629.9,0.1480363189716065,0.7289583683013916
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer2003,0.4783349806354163,308571.6,0.1396935237081196,0.7594287395477295
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer2006,0.478431472706935,312831.69999999995,0.13835235353129632,0.7632558345794678
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer2009,0.4779240988447635,341709.89999999997,0.14380101406353119,0.8392539024353027
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Basketball_temporal/finer2012,0.4764395594849829,337859.3,0.13817577455946445,0.8772025108337402
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Dryad_animal_society,0.08945686900958466,84.0,0.3594722985877824,0.011987924575805664
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",FacultyHiringNetworks/Business/Business_FM_Full_,0.05775729646697389,188.0,0.41631822994538625,0.07173395156860352
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.050076647930505876,98.0,0.5295312045642753,0.08937239646911621
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",FacultyHiringNetworks/History/History_FM_Full_,0.04222972972972973,75.0,0.45353558675164346,0.07311177253723145
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/England_2009_2010,0.13595706618962433,76.0,0.36279419262650386,0.013272523880004883
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/England_2010_2011,0.23505154639175257,114.0,0.5043002029632442,0.01352381706237793
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/England_2011_2012,0.19343065693430658,106.0,0.42273712990585677,0.013131141662597656
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/finerEngland_2009_2010,0.33392382639503976,376.9999999999999,0.15372662913173574,0.021989822387695312
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/finerEngland_2010_2011,0.40298507462686556,458.9999999999999,0.18801401154337313,0.022476911544799805
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Football_data_England_Premier_League/finerEngland_2011_2012,0.3660245183887915,417.9999999999999,0.183561316807491,0.023454904556274414
panel_a_legacy,A3,"A3 (+ legacy refinement, full pipeline)",Halo2BetaData,0.17346470057964325,4155.0,0.6859868595095588,0.43674468994140625
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1985,0.11898352801718816,4818.0,0.4571296595970426,0.10869979858398438
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1986,0.11487157655740031,4857.0,0.4915088615879581,0.11801791191101074
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1987,0.12168974247850185,5335.0,0.4942987992575535,0.12113714218139648
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1988,0.12259701054485231,5848.0,0.4930276935153653,0.11072015762329102
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1989,0.11997721307806555,5897.0,0.494609623624423,0.13522005081176758
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1990,0.12213929322502165,5924.0,0.47842395659082626,0.14165735244750977
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1991,0.11844704889417451,6175.0,0.46378504429214873,0.16016507148742676
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1992,0.12279675410454803,6507.0,0.46876093481428904,0.1614091396331787
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1993,0.12489955702070671,6062.0,0.4807220558033008,0.1264479160308838
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1994,0.12160256912352158,6210.0,0.46764444582893633,0.1286015510559082
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1995,0.12417997097242381,6417.0,0.4780382251417253,0.13817214965820312
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1996,0.1349865481342847,6924.0,0.4853264407200022,0.13692855834960938
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1997,0.13594173376635854,7074.0,0.48875371794603417,0.1657121181488037
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1998,0.12114688512097542,6359.0,0.5181025967357485,0.14350605010986328
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/1999,0.13679733519016882,7269.0,0.5193990472591065,0.14032602310180664
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2000,0.11705873811079649,6449.0,0.508771370693921,0.15813088417053223
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2001,0.11899330615908156,6364.0,0.4848366163218572,0.15309739112854004
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2002,0.13208470827138558,7285.0,0.5096625617558053,0.1443190574645996
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2003,0.12958578795720238,7061.0,0.5108512596475314,0.14913249015808105
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2004,0.12393872105390831,6642.0,0.48660437880553664,0.14661765098571777
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2005,0.12559048705000814,6939.0,0.5142016611329306,0.17820358276367188
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2006,0.13526587487816324,7494.0,0.511888407476773,0.17493844032287598
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2007,0.12178056678803335,7258.0,0.5209389892289127,0.19622063636779785
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2008,0.12946145723336852,7969.0,0.5114764445478518,0.17309808731079102
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2009,0.1246892454718626,7724.0,0.48885300364503964,0.22005796432495117
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2010,0.11800203808674607,7411.0,0.49839196288733406,0.18632864952087402
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2011,0.12227052743827414,7453.0,0.5010434515772375,0.18644213676452637
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2012,0.11998244872753275,7383.0,0.47870303606381914,0.18720602989196777
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2013,0.12330974906119554,7651.0,0.5175490046777402,0.18978190422058105
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/2014,0.12678785490254035,7721.0,0.49989785637465345,0.20436620712280273
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1985,0.4801979587122619,249046.7,0.16460985124327354,0.2080845832824707
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1986,0.4770497285433312,250214.30000000002,0.1559447149321494,0.20429515838623047
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1987,0.47910881424262075,271911.5,0.16070470481626548,0.21410036087036133
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1988,0.4782642567778124,279324.5,0.16171459599363527,0.2114722728729248
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1989,0.4786520834212404,292667.69999999995,0.15183100921359982,0.22580599784851074
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1990,0.47885248200044533,290311.5,0.15724782926780806,0.22576570510864258
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1991,0.47755962196801244,301236.3,0.1628823225125111,0.23966717720031738
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1992,0.47682377219030275,289936.7,0.15089355062015639,0.2361311912536621
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1993,0.4777193710108227,279655.19999999995,0.15792640000294514,0.22008728981018066
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1994,0.47812979519683513,291029.0,0.16741347189018663,0.2238781452178955
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1995,0.47762716221773005,287596.7,0.1624397712036988,0.2209486961364746
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1996,0.47798142377760505,283996.19999999995,0.15583836612505597,0.23849844932556152
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1997,0.47841035849736574,278774.5,0.163471621573517,0.24380898475646973
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1998,0.4766857962697275,282146.7,0.14934326559873976,0.2558326721191406
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer1999,0.4772042556352165,281404.2,0.1495559766140532,0.26068878173828125
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2000,0.4770461935601028,302629.9,0.15983473550297636,0.3083648681640625
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2001,0.4780557365232939,303497.69999999995,0.15014117302316052,0.2758049964904785
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2002,0.47803725003793757,308715.5,0.16495328733527395,0.2732846736907959
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2003,0.4783814853993643,308601.6,0.16151201074932892,0.3077528476715088
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2004,0.4792529379201666,302665.1,0.15450953425461633,0.2951986789703369
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2005,0.47841427300497086,307595.5,0.16851531978868556,0.3165435791015625
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2006,0.4785369983669522,312900.7,0.15289276923867193,0.32213902473449707
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2007,0.47786957932053364,332062.29999999993,0.15871229280850918,0.35489773750305176
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2008,0.4769860979881741,339647.29999999993,0.14794498970499798,0.3583812713623047
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2009,0.4779240988447635,341709.89999999997,0.16364641567164026,0.3546755313873291
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2010,0.47671635835792747,344572.3,0.15170212904140035,0.35073256492614746
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2011,0.4783485956770633,343902.6,0.1564430992620675,0.3612239360809326
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2012,0.4764550713716006,337870.3,0.15850561348368847,0.3765556812286377
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2013,0.47645128878710313,339523.0,0.16125040900689874,0.38671016693115234
panel_b_canonical,A0,A0 (Phase A only),Basketball_temporal/finer2014,0.47920087916118226,361662.19999999995,0.1610102308852385,0.38123440742492676
panel_b_canonical,A0,A0 (Phase A only),Dryad_animal_society,0.09158679446219382,86.0,0.4506010196832501,0.0029976367950439453
panel_b_canonical,A0,A0 (Phase A only),FacultyHiringNetworks/Business/Business_FM_Full_,0.06359447004608294,207.0,0.4856897958502882,0.01819896697998047
panel_b_canonical,A0,A0 (Phase A only),FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,0.05314256515074093,104.0,0.5606431279758989,0.015300989151000977
panel_b_canonical,A0,A0 (Phase A only),FacultyHiringNetworks/History/History_FM_Full_,0.04448198198198198,79.0,0.5187581158908041,0.012830972671508789
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2009_2010,0.15384615384615385,86.0,0.4166048353372061,0.0034046173095703125
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2010_2011,0.27628865979381445,134.0,0.6199562495869084,0.0035266876220703125
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2011_2012,0.2062043795620438,113.0,0.5001531258263577,0.0035583972930908203
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2012_2013,0.2231578947368421,106.0,0.547320393753414,0.0036857128143310547
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2013_2014,0.17881944444444445,103.0,0.39833534213878674,0.0033369064331054688
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/England_2014_2015,0.15469613259668508,28.0,0.6157917721020821,0.0019910335540771484
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2009_2010,0.35518157661647465,400.9999999999999,0.20377455015345627,0.008307218551635742
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2010_2011,0.40913081650570665,465.9999999999999,0.2561041397723342,0.008781909942626953
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2011_2012,0.37828371278458833,431.9999999999999,0.24508301398983168,0.008831262588500977
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2012_2013,0.4038630377524143,459.9999999999999,0.23496362271640997,0.008722543716430664
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2013_2014,0.36170212765957444,407.9999999999999,0.2807919057439403,0.008304834365844727
panel_b_canonical,A0,A0 (Phase A only),Football_data_England_Premier_League/finerEngland_2014_2015,0.36879432624113473,155.99999999999994,0.34488362161654723,0.0065381526947021484
panel_b_canonical,A0,A0 (Phase A only),Halo2BetaData,0.17738905549049377,4249.0,0.6900320582144942,0.11887598037719727
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1985,0.09954807003679648,4031.0,0.46287807766192984,0.23147010803222656
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1986,0.09907289153777021,4189.0,0.49779485835405946,0.2644016742706299
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1987,0.10218745010378413,4480.0,0.5003315857552244,0.26578354835510254
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1988,0.1018217647428775,4857.0,0.47731721189228,0.24891376495361328
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1989,0.10154422087037904,4991.0,0.5007927900319898,0.28970861434936523
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1990,0.10214011793328111,4954.0,0.4708540670957008,0.3093597888946533
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1991,0.10181650777818273,5308.0,0.4577467651395487,0.34908556938171387
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1992,0.09928288356293641,5261.0,0.47909289600134536,0.34793949127197266
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1993,0.10373956938291955,5035.0,0.49449650937971307,0.2861497402191162
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1994,0.0997297720686144,5093.0,0.4650117971288989,0.28629469871520996
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1995,0.10430575713594581,5390.0,0.4600492308049069,0.3031046390533447
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1996,0.10837524856708387,5559.0,0.48891639004689846,0.3039257526397705
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1997,0.11255452850856122,5857.0,0.5118884859958043,0.3663942813873291
panel_b_canonical,A2,A2 (+ exact reachability add-back),Basketball_temporal/1998,0.10255286721280243,5383.0,0.52049948607162,0.3155393600463867
