dataset,family,config,config_hash,timestamp,status,n,m,density,total_edge_weight,removed_phaseA_count,removed_phaseA_weight,removed_final_count,removed_final_weight,normalized_removed_weight,restored_edge_count,mincut_attempts,mincut_accepted,mincut_gain,upset_simple,upset_ratio,upset_naive,permutation_distance_vs_p1,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,phase1_iterations,reinserted_per_pass,break_reason,terminal_classification,runtime_algorithm_sec
Basketball_temporal/2009,Basketball_coarse,P1,712779aad638f619,1787631117.4191785,complete,347,4155,0.034607119654844996,61946.0,1424,7724.0,994,7724.0,0.1246892454718626,430,0,0,0.0,0.12202563523068478,0.48594513460535377,7559.0,0.02145558128300378,0.4072108268737793,0.18555212020874023,0.0021915435791015625,0.001581430435180664,0.0,1039,[430],max_passes,,0.18932509422302246
Basketball_temporal/2009,Basketball_coarse,P2,712779aad638f619,1787631126.560219,complete,347,4155,0.034607119654844996,61946.0,1424,7559.0,978,7559.0,0.12202563523068478,446,0,0,0.0,0.12197720595357246,0.48335921898911416,7556.0,0.02237177458313205,0.4088923931121826,0.1854996681213379,0.00435185432434082,0.0015957355499267578,0.0,1039,"[430, 16]",max_passes,,0.19144725799560547
Basketball_temporal/2009,Basketball_coarse,P3,712779aad638f619,1787631135.7442458,complete,347,4155,0.034607119654844996,61946.0,1424,7556.0,977,7556.0,0.12197720595357246,447,0,0,0.0,0.12197720595357246,0.4829944798618516,7556.0,0.022421748763139043,0.41107797622680664,0.18534612655639648,0.006464958190917969,0.0015866756439208984,0.0,1039,"[430, 16, 1]",max_passes,,0.19339776039123535
Basketball_temporal/2012,Basketball_coarse,P0,712779aad638f619,1787631111.6233158,complete,345,4126,0.034765756656555444,61534.0,1389,11583.0,1389,11583.0,0.1882373972112978,0,0,0,0.0,0.11998244872753275,0.47870303606381914,7383.0,0.0,0.1826457977294922,0.15079879760742188,2.1457672119140625e-06,0.0013899803161621094,0.0,969,[0],phase_b_disabled,,0.1521909236907959
Basketball_temporal/2012,Basketball_coarse,P1,712779aad638f619,1787631117.8339813,complete,345,4126,0.034765756656555444,61534.0,1389,7383.0,934,7383.0,0.11998244872753275,455,0,0,0.0,0.11861734975785744,0.47835513955562187,7299.0,0.010246039770812268,0.3369324207305908,0.15041184425354004,0.002182483673095703,0.0015850067138671875,0.0,969,[455],max_passes,,0.15417933464050293
Basketball_temporal/2012,Basketball_coarse,P2,712779aad638f619,1787631126.9769719,complete,345,4126,0.034765756656555444,61534.0,1389,7299.0,927,7299.0,0.11861734975785744,462,0,0,0.0,0.11827607501543862,0.47775856822884977,7278.0,0.010701044826423997,0.3388633728027344,0.15044307708740234,0.004312992095947266,0.0016071796417236328,0.0,969,"[455, 7]",max_passes,,0.15636324882507324
Basketball_temporal/2012,Basketball_coarse,P3,712779aad638f619,1787631136.1633139,complete,345,4126,0.034765756656555444,61534.0,1389,7278.0,925,7278.0,0.11827607501543862,464,0,0,0.0,0.11808106087691357,0.47780483405192264,7266.0,0.01098752949106842,0.3409903049468994,0.1508493423461914,0.006457090377807617,0.0016055107116699219,0.0,969,"[455, 7, 2]",max_passes,,0.15891194343566895
Basketball_temporal/2014,Basketball_coarse,P0,712779aad638f619,1787631111.8131301,complete,351,4196,0.03415547415547415,60897.0,1471,12221.0,1471,12221.0,0.2006831206791796,0,0,0,0.0,0.12678785490254035,0.49989785637465345,7721.0,0.0,0.20295500755310059,0.16997122764587402,1.6689300537109375e-06,0.0014002323150634766,0.0,1019,[0],phase_b_disabled,,0.1713731288909912
Basketball_temporal/2014,Basketball_coarse,P1,712779aad638f619,1787631118.1785345,complete,351,4196,0.03415547415547415,60897.0,1471,7721.0,988,7721.0,0.12678785490254035,483,0,0,0.0,0.12558910947994154,0.4965146495542469,7648.0,0.01137973137973138,0.3776876926422119,0.17032837867736816,0.0022318363189697266,0.0016095638275146484,0.0,1019,[483],max_passes,,0.17416977882385254
Basketball_temporal/2014,Basketball_coarse,P2,712779aad638f619,1787631127.3236763,complete,351,4196,0.03415547415547415,60897.0,1471,7648.0,979,7648.0,0.12558910947994154,492,0,0,0.0,0.12558910947994154,0.4955068737382105,7648.0,0.012942612942612943,0.3788609504699707,0.17000508308410645,0.004376411437988281,0.001604318618774414,0.0,1019,"[483, 9]",max_passes,,0.17598581314086914
Basketball_temporal/2014,Basketball_coarse,P3,712779aad638f619,1787631136.5125494,complete,351,4196,0.03415547415547415,60897.0,1471,7648.0,979,7648.0,0.12558910947994154,492,0,0,0.0,0.12558910947994154,0.4955068737382105,7648.0,0.012942612942612943,0.3815453052520752,0.17026805877685547,0.006558418273925781,0.001600027084350586,0.0,1019,"[483, 9, 0]",no_change,,0.17842650413513184
Basketball_temporal/finer1985,Basketball_finer,P0,712779aad638f619,1787631112.156005,complete,282,4814,0.06075061204916585,518633.4,4254,457197.19999999995,4254,457197.19999999995,0.8815421451838619,0,0,0,0.0,0.4801979587122619,0.16460985124327354,249046.7,0.0,0.19683122634887695,0.16043424606323242,1.6689300537109375e-06,0.00035953521728515625,0.0,4244,[0],phase_b_disabled,,0.1607954502105713
Basketball_temporal/finer1985,Basketball_finer,P1,712779aad638f619,1787631118.799644,complete,282,4814,0.06075061204916585,518633.4,4254,249046.7,2407,249046.7,0.4801979587122619,1847,0,0,0.0,0.4801979587122619,0.16461180075190315,249046.7,0.05449130511597385,0.3609929084777832,0.16067910194396973,0.0019385814666748047,0.001207590103149414,0.0,4244,[1847],max_passes,,0.16382527351379395
Basketball_temporal/finer1985,Basketball_finer,P2,712779aad638f619,1787631127.947537,complete,282,4814,0.06075061204916585,518633.4,4254,249046.7,2407,249046.7,0.4801979587122619,1847,0,0,0.0,0.4801979587122619,0.16461180075190315,249046.7,0.05449130511597385,0.36261749267578125,0.16073107719421387,0.004079103469848633,0.001195669174194336,0.0,4244,"[1847, 0]",no_change,,0.16600584983825684
Basketball_temporal/finer1985,Basketball_finer,P3,712779aad638f619,1787631137.141525,complete,282,4814,0.06075061204916585,518633.4,4254,249046.7,2407,249046.7,0.4801979587122619,1847,0,0,0.0,0.4801979587122619,0.16461180075190315,249046.7,0.05449130511597385,0.3618009090423584,0.15984201431274414,0.004040718078613281,0.0011970996856689453,0.0,4244,"[1847, 0]",no_change,,0.16507983207702637
Basketball_temporal/finer1988,Basketball_finer,P0,712779aad638f619,1787631112.3599756,complete,290,5170,0.06168714950483236,584038.0,4564,513545.10000000003,4564,513545.10000000003,0.8793008331649653,0,0,0,0.0,0.4782642567778124,0.16171459599363527,279324.5,0.0,0.21072101593017578,0.17183852195739746,1.1920928955078125e-06,0.00038242340087890625,0.0,4554,[0],phase_b_disabled,,0.17222213745117188
Basketball_temporal/finer1988,Basketball_finer,P1,712779aad638f619,1787631119.1681569,complete,290,5170,0.06168714950483236,584038.0,4564,279324.5,2585,279324.5,0.4782642567778124,1979,0,0,0.0,0.4782642567778124,0.16392431426369763,279324.5,0.050017897625581675,0.38547825813293457,0.17164850234985352,0.002080678939819336,0.0012905597686767578,0.0,4554,[1979],max_passes,,0.1750197410583496
Basketball_temporal/finer1988,Basketball_finer,P2,712779aad638f619,1787631128.3180687,complete,290,5170,0.06168714950483236,584038.0,4564,279324.5,2585,279324.5,0.4782642567778124,1979,0,0,0.0,0.4782642567778124,0.16392431426369763,279324.5,0.050017897625581675,0.3869132995605469,0.17133688926696777,0.0043430328369140625,0.0012896060943603516,0.0,4554,"[1979, 0]",no_change,,0.1769695281982422
Basketball_temporal/finer1988,Basketball_finer,P3,712779aad638f619,1787631137.5115373,complete,290,5170,0.06168714950483236,584038.0,4564,279324.5,2585,279324.5,0.4782642567778124,1979,0,0,0.0,0.4782642567778124,0.16392431426369763,279324.5,0.050017897625581675,0.3877241611480713,0.17125892639160156,0.004315853118896484,0.0012845993041992188,0.0,4554,"[1979, 0]",no_change,,0.17685937881469727
Basketball_temporal/finer1991,Basketball_finer,P0,712779aad638f619,1787631112.5777888,complete,295,5420,0.062492793727660555,630782.6,4751,549105.5,4751,549105.5,0.8705146590917379,0,0,0,0.0,0.47755962196801244,0.1628823225125111,301236.3,0.0,0.236983060836792,0.1963043212890625,1.430511474609375e-06,0.0004134178161621094,0.0,4743,[0],phase_b_disabled,,0.19671916961669922
Basketball_temporal/finer1991,Basketball_finer,P1,712779aad638f619,1787631119.5693069,complete,295,5420,0.062492793727660555,630782.6,4751,301236.3,2710,301236.3,0.47755962196801244,2041,0,0,0.0,0.47755962196801244,0.16742932942184155,301236.3,0.05693531649948115,0.43674516677856445,0.19624042510986328,0.0021915435791015625,0.0013363361358642578,0.0,4743,[2041],max_passes,,0.1997683048248291
Basketball_temporal/finer1991,Basketball_finer,P2,712779aad638f619,1787631128.7131107,complete,295,5420,0.062492793727660555,630782.6,4751,301236.3,2710,301236.3,0.47755962196801244,2041,0,0,0.0,0.47755962196801244,0.16742932942184155,301236.3,0.05693531649948115,0.4388916492462158,0.19617128372192383,0.004584312438964844,0.0013430118560791016,0.0,4743,"[2041, 0]",no_change,,0.20209860801696777
Basketball_temporal/finer1991,Basketball_finer,P3,712779aad638f619,1787631137.907456,complete,295,5420,0.062492793727660555,630782.6,4751,301236.3,2710,301236.3,0.47755962196801244,2041,0,0,0.0,0.47755962196801244,0.16742932942184155,301236.3,0.05693531649948115,0.44016170501708984,0.1963052749633789,0.004575252532958984,0.0013501644134521484,0.0,4743,"[2041, 0]",no_change,,0.20223069190979004
Basketball_temporal/finer1994,Basketball_finer,P0,712779aad638f619,1787631112.8220358,complete,301,5252,0.058161683277962346,608682.0,4644,537429.2,4644,537429.2,0.882939203064983,0,0,0,0.0,0.47812979519683513,0.16741347189018663,291029.0,0.0,0.22288298606872559,0.1826620101928711,1.430511474609375e-06,0.0003871917724609375,0.0,4634,[0],phase_b_disabled,,0.18305063247680664
Basketball_temporal/finer1994,Basketball_finer,P1,712779aad638f619,1787631120.0136387,complete,301,5252,0.058161683277962346,608682.0,4644,291029.0,2626,291029.0,0.47812979519683513,2018,0,0,0.0,0.47812979519683513,0.16609559542156405,291029.0,0.07572535991140643,0.41629552841186523,0.1887829303741455,0.0021288394927978516,0.0013310909271240234,0.0,4634,[2018],max_passes,,0.19224286079406738
Basketball_temporal/finer1994,Basketball_finer,P2,712779aad638f619,1787631129.159808,complete,301,5252,0.058161683277962346,608682.0,4644,291029.0,2626,291029.0,0.47812979519683513,2018,0,0,0.0,0.47812979519683513,0.16609559542156405,291029.0,0.07572535991140643,0.4111783504486084,0.1826186180114746,0.004429817199707031,0.0012946128845214844,0.0,4634,"[2018, 0]",no_change,,0.18834304809570312
Basketball_temporal/finer1994,Basketball_finer,P3,712779aad638f619,1787631138.3560681,complete,301,5252,0.058161683277962346,608682.0,4644,291029.0,2626,291029.0,0.47812979519683513,2018,0,0,0.0,0.47812979519683513,0.16609559542156405,291029.0,0.07572535991140643,0.4104022979736328,0.1825544834136963,0.004469394683837891,0.0013086795806884766,0.0,4634,"[2018, 0]",no_change,,0.18833255767822266
Basketball_temporal/finer1997,Basketball_finer,P0,712779aad638f619,1787631113.0521731,complete,305,5628,0.06069887834339948,582710.0,4983,514409.30000000005,4983,514409.30000000005,0.8827878361449092,0,0,0,0.0,0.47841035849736574,0.163471621573517,278774.5,0.0,0.24130892753601074,0.199049711227417,1.430511474609375e-06,0.0004050731658935547,0.0,4975,[0],phase_b_disabled,,0.19945621490478516
Basketball_temporal/finer1997,Basketball_finer,P1,712779aad638f619,1787631120.4376757,complete,305,5628,0.06069887834339948,582710.0,4983,278774.5,2814,278774.5,0.47841035849736574,2169,0,0,0.0,0.47841035849736574,0.16623644036943286,278774.5,0.05597497842968076,0.4434654712677002,0.1984879970550537,0.002273082733154297,0.0013926029205322266,0.0,4975,[2169],max_passes,,0.20215368270874023
Basketball_temporal/finer1997,Basketball_finer,P2,712779aad638f619,1787631129.5789359,complete,305,5628,0.06069887834339948,582710.0,4983,278774.5,2814,278774.5,0.47841035849736574,2169,0,0,0.0,0.47841035849736574,0.16623644036943286,278774.5,0.05597497842968076,0.4459052085876465,0.19872045516967773,0.0047607421875,0.0014421939849853516,0.0,4975,"[2169, 0]",no_change,,0.20492339134216309
Basketball_temporal/finer1997,Basketball_finer,P3,712779aad638f619,1787631138.7747722,complete,305,5628,0.06069887834339948,582710.0,4983,278774.5,2814,278774.5,0.47841035849736574,2169,0,0,0.0,0.47841035849736574,0.16623644036943286,278774.5,0.05597497842968076,0.4442310333251953,0.1981487274169922,0.004780292510986328,0.0013992786407470703,0.0,4975,"[2169, 0]",no_change,,0.20432829856872559
Basketball_temporal/finer2000,Basketball_finer,P0,712779aad638f619,1787631113.3007293,complete,318,6274,0.06223835882784755,634382.8,5565,559347.3,5565,559347.3,0.8817188927568654,0,0,0,0.0,0.4770461935601028,0.15983473550297636,302629.9,0.0,0.3033103942871094,0.25681638717651367,1.6689300537109375e-06,0.0004425048828125,0.0,5563,[0],phase_b_disabled,,0.2572605609893799
