dataset,family,config,is_finance,status,terminal_classification,n,m,density,density_regime,m_times_n,m_squared,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,break_reason
Basketball_temporal/2013,Basketball_coarse,A0,false,complete,SUCCESS,347,4153,0.034590461594842664,sparse_<0.05,1441091.0,17247409.0,0.18978190422058105,0.15684819221496582,1.430511474609375e-06,0.0013828277587890625,0.0,phase_b_disabled
Basketball_temporal/2013,Basketball_coarse,A2,false,complete,SUCCESS,347,4153,0.034590461594842664,sparse_<0.05,1441091.0,17247409.0,0.44792962074279785,0.15469145774841309,0.09952020645141602,0.0016510486602783203,0.0,exhausted
Basketball_temporal/2013,Basketball_coarse,A4,false,complete,SUCCESS,347,4153,0.034590461594842664,sparse_<0.05,1441091.0,17247409.0,0.5802896022796631,0.15509939193725586,0.09982514381408691,0.13349151611328125,0.0,exhausted
Basketball_temporal/2013,Basketball_coarse,A6,false,complete,SUCCESS,347,4153,0.034590461594842664,sparse_<0.05,1441091.0,17247409.0,4.9516754150390625,0.1536555290222168,0.0986478328704834,0.13645315170288086,4.373944044113159,exhausted
Basketball_temporal/2014,Basketball_coarse,A0,false,complete,SUCCESS,351,4196,0.03415547415547415,sparse_<0.05,1472796.0,17606416.0,0.20436620712280273,0.17125749588012695,2.1457672119140625e-06,0.0014011859893798828,0.0,phase_b_disabled
Basketball_temporal/2014,Basketball_coarse,A2,false,complete,SUCCESS,351,4196,0.03415547415547415,sparse_<0.05,1472796.0,17606416.0,0.495272159576416,0.1786665916442871,0.10760807991027832,0.001775979995727539,0.0,exhausted
Basketball_temporal/2014,Basketball_coarse,A4,false,complete,SUCCESS,351,4196,0.03415547415547415,sparse_<0.05,1472796.0,17606416.0,0.6306684017181396,0.17804479598999023,0.1096491813659668,0.13341283798217773,0.0,exhausted
Basketball_temporal/2014,Basketball_coarse,A6,false,complete,SUCCESS,351,4196,0.03415547415547415,sparse_<0.05,1472796.0,17606416.0,4.071272611618042,0.17010903358459473,0.10543966293334961,0.12967205047607422,3.4602272510528564,exhausted
Basketball_temporal/finer1985,Basketball_finer,A0,false,complete,SUCCESS,282,4814,0.06075061204916585,medium_0.05_0.2,1357548.0,23174596.0,0.2080845832824707,0.1632366180419922,1.9073486328125e-06,0.0003612041473388672,0.0,phase_b_disabled
Basketball_temporal/finer1985,Basketball_finer,A2,false,complete,SUCCESS,282,4814,0.06075061204916585,medium_0.05_0.2,1357548.0,23174596.0,0.48259425163269043,0.1661818027496338,0.11295485496520996,0.001232147216796875,0.0,exhausted
Basketball_temporal/finer1985,Basketball_finer,A4,false,complete,SUCCESS,282,4814,0.06075061204916585,medium_0.05_0.2,1357548.0,23174596.0,0.6062853336334229,0.16460466384887695,0.11092519760131836,0.12631654739379883,0.0,exhausted
Basketball_temporal/finer1985,Basketball_finer,A6,false,complete,SUCCESS,282,4814,0.06075061204916585,medium_0.05_0.2,1357548.0,23174596.0,6.719052076339722,0.15998125076293945,0.10883116722106934,0.12043404579162598,6.129421710968018,exhausted
Basketball_temporal/finer1986,Basketball_finer,A0,false,complete,SUCCESS,283,4862,0.060922737638774024,medium_0.05_0.2,1375946.0,23639044.0,0.20429515838623047,0.1668989658355713,1.430511474609375e-06,0.00037932395935058594,0.0,phase_b_disabled
Basketball_temporal/finer1986,Basketball_finer,A2,false,complete,SUCCESS,283,4862,0.060922737638774024,medium_0.05_0.2,1375946.0,23639044.0,0.4725189208984375,0.1670970916748047,0.09978723526000977,0.0012247562408447266,0.0,exhausted
Basketball_temporal/finer1986,Basketball_finer,A4,false,complete,SUCCESS,283,4862,0.060922737638774024,medium_0.05_0.2,1375946.0,23639044.0,0.5953209400177002,0.17026281356811523,0.10022449493408203,0.12068009376525879,0.0,exhausted
Basketball_temporal/finer1986,Basketball_finer,A6,false,complete,SUCCESS,283,4862,0.060922737638774024,medium_0.05_0.2,1375946.0,23639044.0,6.986052513122559,0.16489863395690918,0.09820151329040527,0.11804699897766113,6.401533126831055,exhausted
Basketball_temporal/finer1987,Basketball_finer,A0,false,complete,SUCCESS,290,5088,0.060708745973034245,medium_0.05_0.2,1475520.0,25887744.0,0.21410036087036133,0.1751706600189209,2.1457672119140625e-06,0.00037980079650878906,0.0,phase_b_disabled
Basketball_temporal/finer1987,Basketball_finer,A2,false,complete,SUCCESS,290,5088,0.060708745973034245,medium_0.05_0.2,1475520.0,25887744.0,0.5072576999664307,0.17149829864501953,0.12229299545288086,0.0013532638549804688,0.0,exhausted
Basketball_temporal/finer1987,Basketball_finer,A4,false,complete,SUCCESS,290,5088,0.060708745973034245,medium_0.05_0.2,1475520.0,25887744.0,0.6393730640411377,0.173095703125,0.1238260269165039,0.1288926601409912,0.0,exhausted
Basketball_temporal/finer1987,Basketball_finer,A6,false,complete,SUCCESS,290,5088,0.060708745973034245,medium_0.05_0.2,1475520.0,25887744.0,7.610612869262695,0.17052197456359863,0.12075400352478027,0.12666749954223633,6.9787023067474365,exhausted
Basketball_temporal/finer1988,Basketball_finer,A0,false,complete,SUCCESS,290,5170,0.06168714950483236,medium_0.05_0.2,1499300.0,26728900.0,0.2114722728729248,0.17156410217285156,1.9073486328125e-06,0.000392913818359375,0.0,phase_b_disabled
Basketball_temporal/finer1988,Basketball_finer,A2,false,complete,SUCCESS,290,5170,0.06168714950483236,medium_0.05_0.2,1499300.0,26728900.0,0.5182962417602539,0.17572498321533203,0.12597036361694336,0.0013613700866699219,0.0,exhausted
Basketball_temporal/finer1988,Basketball_finer,A4,false,complete,SUCCESS,290,5170,0.06168714950483236,medium_0.05_0.2,1499300.0,26728900.0,0.6525883674621582,0.17707085609436035,0.12832999229431152,0.12990880012512207,0.0,exhausted
Basketball_temporal/finer1988,Basketball_finer,A6,false,complete,SUCCESS,290,5170,0.06168714950483236,medium_0.05_0.2,1499300.0,26728900.0,8.005380153656006,0.1729435920715332,0.12426590919494629,0.12748384475708008,7.368229389190674,exhausted
Basketball_temporal/finer1989,Basketball_finer,A0,false,complete,SUCCESS,293,5318,0.06215811865912385,medium_0.05_0.2,1558174.0,28281124.0,0.22580599784851074,0.1846480369567871,1.9073486328125e-06,0.000400543212890625,0.0,phase_b_disabled
Basketball_temporal/finer1989,Basketball_finer,A2,false,complete,SUCCESS,293,5318,0.06215811865912385,medium_0.05_0.2,1558174.0,28281124.0,0.5558779239654541,0.18361926078796387,0.14449214935302734,0.0013546943664550781,0.0,exhausted
Basketball_temporal/finer1989,Basketball_finer,A4,false,complete,SUCCESS,293,5318,0.06215811865912385,medium_0.05_0.2,1558174.0,28281124.0,0.687067985534668,0.18422985076904297,0.14532732963562012,0.1289677619934082,0.0,exhausted
Basketball_temporal/finer1989,Basketball_finer,A6,false,complete,SUCCESS,293,5318,0.06215811865912385,medium_0.05_0.2,1558174.0,28281124.0,8.389246940612793,0.1837475299835205,0.14375710487365723,0.12518787384033203,7.7115478515625,exhausted
Basketball_temporal/finer1990,Basketball_finer,A0,false,complete,SUCCESS,292,5350,0.06296191686673257,medium_0.05_0.2,1562200.0,28622500.0,0.22576570510864258,0.1843888759613037,2.384185791015625e-06,0.0004012584686279297,0.0,phase_b_disabled
Basketball_temporal/finer1990,Basketball_finer,A2,false,complete,SUCCESS,292,5350,0.06296191686673257,medium_0.05_0.2,1562200.0,28622500.0,0.5516114234924316,0.1817777156829834,0.1438281536102295,0.001432657241821289,0.0,exhausted
Basketball_temporal/finer1990,Basketball_finer,A4,false,complete,SUCCESS,292,5350,0.06296191686673257,medium_0.05_0.2,1562200.0,28622500.0,0.6808476448059082,0.18465423583984375,0.1437675952911377,0.12839055061340332,0.0,exhausted
Basketball_temporal/finer1990,Basketball_finer,A6,false,complete,SUCCESS,292,5350,0.06296191686673257,medium_0.05_0.2,1562200.0,28622500.0,8.477797031402588,0.18146300315856934,0.14236807823181152,0.12688755989074707,7.803540229797363,exhausted
Basketball_temporal/finer1991,Basketball_finer,A0,false,complete,SUCCESS,295,5420,0.062492793727660555,medium_0.05_0.2,1598900.0,29376400.0,0.23966717720031738,0.19793105125427246,1.430511474609375e-06,0.00041937828063964844,0.0,phase_b_disabled
Basketball_temporal/finer1991,Basketball_finer,A2,false,complete,SUCCESS,295,5420,0.062492793727660555,medium_0.05_0.2,1598900.0,29376400.0,0.5922360420227051,0.20417451858520508,0.14072823524475098,0.0014600753784179688,0.0,exhausted
Basketball_temporal/finer1991,Basketball_finer,A4,false,complete,SUCCESS,295,5420,0.062492793727660555,medium_0.05_0.2,1598900.0,29376400.0,0.7073976993560791,0.20148706436157227,0.14183759689331055,0.11952662467956543,0.0,exhausted
Basketball_temporal/finer1991,Basketball_finer,A6,false,complete,SUCCESS,295,5420,0.062492793727660555,medium_0.05_0.2,1598900.0,29376400.0,8.66037631034851,0.19619035720825195,0.1388850212097168,0.11648726463317871,7.968379497528076,exhausted
Basketball_temporal/finer1992,Basketball_finer,A0,false,complete,SUCCESS,298,5444,0.061509954127403794,medium_0.05_0.2,1622312.0,29637136.0,0.2361311912536621,0.19443631172180176,2.1457672119140625e-06,0.00041222572326660156,0.0,phase_b_disabled
Basketball_temporal/finer1992,Basketball_finer,A2,false,complete,SUCCESS,298,5444,0.061509954127403794,medium_0.05_0.2,1622312.0,29637136.0,0.5715353488922119,0.1932847499847412,0.14187312126159668,0.0013723373413085938,0.0,exhausted
Basketball_temporal/finer1992,Basketball_finer,A4,false,complete,SUCCESS,298,5444,0.061509954127403794,medium_0.05_0.2,1622312.0,29637136.0,0.699941873550415,0.19514107704162598,0.14047741889953613,0.12877511978149414,0.0,exhausted
Basketball_temporal/finer1992,Basketball_finer,A6,false,complete,SUCCESS,298,5444,0.061509954127403794,medium_0.05_0.2,1622312.0,29637136.0,8.711107969284058,0.19120430946350098,0.1384427547454834,0.1274886131286621,8.017202854156494,exhausted
Basketball_temporal/finer1993,Basketball_finer,A0,false,complete,SUCCESS,298,5160,0.058301132126635485,medium_0.05_0.2,1537680.0,26625600.0,0.22008728981018066,0.18023347854614258,1.9073486328125e-06,0.0003962516784667969,0.0,phase_b_disabled
Basketball_temporal/finer1993,Basketball_finer,A2,false,complete,SUCCESS,298,5160,0.058301132126635485,medium_0.05_0.2,1537680.0,26625600.0,0.5195281505584717,0.17992949485778809,0.11966252326965332,0.0013072490692138672,0.0,exhausted
Basketball_temporal/finer1993,Basketball_finer,A4,false,complete,SUCCESS,298,5160,0.058301132126635485,medium_0.05_0.2,1537680.0,26625600.0,0.6414239406585693,0.18021011352539062,0.11954140663146973,0.11928153038024902,0.0,exhausted
Basketball_temporal/finer1993,Basketball_finer,A6,false,complete,SUCCESS,298,5160,0.058301132126635485,medium_0.05_0.2,1537680.0,26625600.0,8.005881786346436,0.1802206039428711,0.11879444122314453,0.126692533493042,7.360787391662598,exhausted
Basketball_temporal/finer1994,Basketball_finer,A0,false,complete,SUCCESS,301,5252,0.058161683277962346,medium_0.05_0.2,1580852.0,27583504.0,0.2238781452178955,0.18363142013549805,2.1457672119140625e-06,0.0003917217254638672,0.0,phase_b_disabled
Basketball_temporal/finer1994,Basketball_finer,A2,false,complete,SUCCESS,301,5252,0.058161683277962346,medium_0.05_0.2,1580852.0,27583504.0,0.5680575370788574,0.19562554359436035,0.13831543922424316,0.0013394355773925781,0.0,exhausted
Basketball_temporal/finer1994,Basketball_finer,A4,false,complete,SUCCESS,301,5252,0.058161683277962346,medium_0.05_0.2,1580852.0,27583504.0,0.6920342445373535,0.18807625770568848,0.13618993759155273,0.13745498657226562,0.0,exhausted
Basketball_temporal/finer1994,Basketball_finer,A6,false,complete,SUCCESS,301,5252,0.058161683277962346,medium_0.05_0.2,1580852.0,27583504.0,8.232489824295044,0.18193960189819336,0.133056640625,0.13198590278625488,7.561353921890259,exhausted
Basketball_temporal/finer1995,Basketball_finer,A0,false,complete,SUCCESS,302,5336,0.05870057864513432,medium_0.05_0.2,1611472.0,28472896.0,0.2209486961364746,0.17893743515014648,1.6689300537109375e-06,0.0004248619079589844,0.0,phase_b_disabled
Basketball_temporal/finer1995,Basketball_finer,A2,false,complete,SUCCESS,302,5336,0.05870057864513432,medium_0.05_0.2,1611472.0,28472896.0,0.5298454761505127,0.17814302444458008,0.13373732566833496,0.0014252662658691406,0.0,exhausted
Basketball_temporal/finer1995,Basketball_finer,A4,false,complete,SUCCESS,302,5336,0.05870057864513432,medium_0.05_0.2,1611472.0,28472896.0,0.672555685043335,0.18596529960632324,0.1365349292755127,0.13146662712097168,0.0,exhausted
Basketball_temporal/finer1995,Basketball_finer,A6,false,complete,SUCCESS,302,5336,0.05870057864513432,medium_0.05_0.2,1611472.0,28472896.0,8.456287384033203,0.17464494705200195,0.13123011589050293,0.12973618507385254,7.803051948547363,exhausted
Basketball_temporal/finer1996,Basketball_finer,A0,false,complete,SUCCESS,305,5498,0.059296807592752375,medium_0.05_0.2,1676890.0,30228004.0,0.23849844932556152,0.19585108757019043,1.9073486328125e-06,0.0004069805145263672,0.0,phase_b_disabled
Basketball_temporal/finer1996,Basketball_finer,A2,false,complete,SUCCESS,305,5498,0.059296807592752375,medium_0.05_0.2,1676890.0,30228004.0,0.5810708999633789,0.19488120079040527,0.14949870109558105,0.0013813972473144531,0.0,exhausted
Basketball_temporal/finer1996,Basketball_finer,A4,false,complete,SUCCESS,305,5498,0.059296807592752375,medium_0.05_0.2,1676890.0,30228004.0,0.7099428176879883,0.19378972053527832,0.15086603164672852,0.12818431854248047,0.0,exhausted
Basketball_temporal/finer1996,Basketball_finer,A6,false,complete,SUCCESS,305,5498,0.059296807592752375,medium_0.05_0.2,1676890.0,30228004.0,8.899759292602539,0.19130587577819824,0.14837193489074707,0.12648987770080566,8.1975679397583,exhausted
Basketball_temporal/finer1997,Basketball_finer,A0,false,complete,SUCCESS,305,5628,0.06069887834339948,medium_0.05_0.2,1716540.0,31674384.0,0.24380898475646973,0.20095109939575195,2.384185791015625e-06,0.00043654441833496094,0.0,phase_b_disabled
Basketball_temporal/finer1997,Basketball_finer,A2,false,complete,SUCCESS,305,5628,0.06069887834339948,medium_0.05_0.2,1716540.0,31674384.0,0.6130414009094238,0.20499372482299805,0.1551380157470703,0.0014503002166748047,0.0,exhausted
Basketball_temporal/finer1997,Basketball_finer,A4,false,complete,SUCCESS,305,5628,0.06069887834339948,medium_0.05_0.2,1716540.0,31674384.0,0.7394981384277344,0.20379304885864258,0.15387558937072754,0.13222956657409668,0.0,exhausted
Basketball_temporal/finer1997,Basketball_finer,A6,false,complete,SUCCESS,305,5628,0.06069887834339948,medium_0.05_0.2,1716540.0,31674384.0,9.245021343231201,0.19829130172729492,0.152388334274292,0.12937641143798828,8.519588947296143,exhausted
Basketball_temporal/finer1998,Basketball_finer,A0,false,complete,SUCCESS,306,5684,0.06090217507768134,medium_0.05_0.2,1739304.0,32307856.0,0.2558326721191406,0.21185588836669922,1.9073486328125e-06,0.0004315376281738281,0.0,phase_b_disabled
Basketball_temporal/finer1998,Basketball_finer,A2,false,complete,SUCCESS,306,5684,0.06090217507768134,medium_0.05_0.2,1739304.0,32307856.0,0.6120169162750244,0.209625244140625,0.1485292911529541,0.0014939308166503906,0.0,exhausted
Basketball_temporal/finer1998,Basketball_finer,A4,false,complete,SUCCESS,306,5684,0.06090217507768134,medium_0.05_0.2,1739304.0,32307856.0,0.7637796401977539,0.2106184959411621,0.1496586799621582,0.13926005363464355,0.0,exhausted
Basketball_temporal/finer1998,Basketball_finer,A6,false,complete,SUCCESS,306,5684,0.06090217507768134,medium_0.05_0.2,1739304.0,32307856.0,9.597313165664673,0.20674562454223633,0.1490345001220703,0.13535070419311523,8.85500693321228,exhausted
Basketball_temporal/finer1999,Basketball_finer,A0,false,complete,SUCCESS,310,5788,0.06042384382503393,medium_0.05_0.2,1794280.0,33500944.0,0.26068878173828125,0.21661043167114258,1.6689300537109375e-06,0.00042891502380371094,0.0,phase_b_disabled
Basketball_temporal/finer1999,Basketball_finer,A2,false,complete,SUCCESS,310,5788,0.06042384382503393,medium_0.05_0.2,1794280.0,33500944.0,0.630772590637207,0.21399474143981934,0.1575782299041748,0.0014443397521972656,0.0,exhausted
Basketball_temporal/finer1999,Basketball_finer,A4,false,complete,SUCCESS,310,5788,0.06042384382503393,medium_0.05_0.2,1794280.0,33500944.0,0.7777316570281982,0.21916580200195312,0.15922331809997559,0.1387319564819336,0.0,exhausted
Basketball_temporal/finer1999,Basketball_finer,A6,false,complete,SUCCESS,310,5788,0.06042384382503393,medium_0.05_0.2,1794280.0,33500944.0,9.953252792358398,0.2113795280456543,0.1566460132598877,0.1357264518737793,9.19080924987793,exhausted
Basketball_temporal/finer2000,Basketball_finer,A0,false,complete,SUCCESS,318,6274,0.06223835882784755,medium_0.05_0.2,1995132.0,39363076.0,0.3083648681640625,0.2601628303527832,1.9073486328125e-06,0.0004496574401855469,0.0,phase_b_disabled
Basketball_temporal/finer2000,Basketball_finer,A2,false,complete,SUCCESS,318,6274,0.06223835882784755,medium_0.05_0.2,1995132.0,39363076.0,0.7920677661895752,0.2713003158569336,0.20028400421142578,0.0016846656799316406,0.0,exhausted
Basketball_temporal/finer2000,Basketball_finer,A4,false,complete,SUCCESS,318,6274,0.06223835882784755,medium_0.05_0.2,1995132.0,39363076.0,0.898984432220459,0.2620859146118164,0.19342422485351562,0.13728833198547363,0.0,exhausted
Basketball_temporal/finer2000,Basketball_finer,A6,false,complete,SUCCESS,318,6274,0.06223835882784755,medium_0.05_0.2,1995132.0,39363076.0,11.909311532974243,0.2611405849456787,0.19183611869812012,0.13752412796020508,11.006237506866455,exhausted
Basketball_temporal/finer2001,Basketball_finer,A0,false,complete,SUCCESS,318,6116,0.06067099180604329,medium_0.05_0.2,1944888.0,37405456.0,0.2758049964904785,0.22885966300964355,2.1457672119140625e-06,0.00044918060302734375,0.0,phase_b_disabled
Basketball_temporal/finer2001,Basketball_finer,A2,false,complete,SUCCESS,318,6116,0.06067099180604329,medium_0.05_0.2,1944888.0,37405456.0,0.6833152770996094,0.2200005054473877,0.19343280792236328,0.0015926361083984375,0.0,exhausted
Basketball_temporal/finer2001,Basketball_finer,A4,false,complete,SUCCESS,318,6116,0.06067099180604329,medium_0.05_0.2,1944888.0,37405456.0,0.921804666519165,0.2812068462371826,0.2070765495300293,0.15799593925476074,0.0,exhausted
Basketball_temporal/finer2001,Basketball_finer,A6,false,complete,SUCCESS,318,6116,0.06067099180604329,medium_0.05_0.2,1944888.0,37405456.0,11.204741716384888,0.22559881210327148,0.19390606880187988,0.13740205764770508,10.376900911331177,exhausted
Basketball_temporal/finer2002,Basketball_finer,A0,false,complete,SUCCESS,321,6192,0.0602803738317757,medium_0.05_0.2,1987632.0,38340864.0,0.2732846736907959,0.22615265846252441,2.1457672119140625e-06,0.0004477500915527344,0.0,phase_b_disabled
Basketball_temporal/finer2002,Basketball_finer,A2,false,complete,SUCCESS,321,6192,0.0602803738317757,medium_0.05_0.2,1987632.0,38340864.0,0.6738290786743164,0.22438716888427734,0.17653322219848633,0.001550912857055664,0.0,exhausted
Basketball_temporal/finer2002,Basketball_finer,A4,false,complete,SUCCESS,321,6192,0.0602803738317757,medium_0.05_0.2,1987632.0,38340864.0,0.8271515369415283,0.22781968116760254,0.18161678314208984,0.1449577808380127,0.0,exhausted
Basketball_temporal/finer2002,Basketball_finer,A6,false,complete,SUCCESS,321,6192,0.0602803738317757,medium_0.05_0.2,1987632.0,38340864.0,11.57234239578247,0.22468876838684082,0.17622160911560059,0.14427852630615234,10.756420612335205,exhausted
Basketball_temporal/finer2003,Basketball_finer,A0,false,complete,SUCCESS,327,6356,0.05962364683589426,medium_0.05_0.2,2078412.0,40398736.0,0.3077528476715088,0.25977087020874023,1.6689300537109375e-06,0.0004589557647705078,0.0,phase_b_disabled
Basketball_temporal/finer2003,Basketball_finer,A2,false,complete,SUCCESS,327,6356,0.05962364683589426,medium_0.05_0.2,2078412.0,40398736.0,0.8265557289123535,0.2665438652038574,0.2370898723602295,0.0016529560089111328,0.0,exhausted
Basketball_temporal/finer2003,Basketball_finer,A4,false,complete,SUCCESS,327,6356,0.05962364683589426,medium_0.05_0.2,2078412.0,40398736.0,0.9257514476776123,0.25672173500061035,0.22855114936828613,0.13716864585876465,0.0,exhausted
Basketball_temporal/finer2003,Basketball_finer,A6,false,complete,SUCCESS,327,6356,0.05962364683589426,medium_0.05_0.2,2078412.0,40398736.0,12.1473388671875,0.25623536109924316,0.22670960426330566,0.13655900955200195,11.22122073173523,exhausted
Basketball_temporal/finer2004,Basketball_finer,A0,false,complete,SUCCESS,326,6316,0.05961302501179802,medium_0.05_0.2,2059016.0,39891856.0,0.2951986789703369,0.24736523628234863,2.1457672119140625e-06,0.00045561790466308594,0.0,phase_b_disabled
Basketball_temporal/finer2004,Basketball_finer,A2,false,complete,SUCCESS,326,6316,0.05961302501179802,medium_0.05_0.2,2059016.0,39891856.0,0.7612900733947754,0.24769949913024902,0.20778131484985352,0.0016214847564697266,0.0,exhausted
Basketball_temporal/finer2004,Basketball_finer,A4,false,complete,SUCCESS,326,6316,0.05961302501179802,medium_0.05_0.2,2059016.0,39891856.0,0.9253487586975098,0.2569160461425781,0.21130609512329102,0.15135693550109863,0.0,exhausted
Basketball_temporal/finer2004,Basketball_finer,A6,false,complete,SUCCESS,326,6316,0.05961302501179802,medium_0.05_0.2,2059016.0,39891856.0,11.991836071014404,0.24393415451049805,0.20209074020385742,0.14376163482666016,11.108452558517456,exhausted
Basketball_temporal/finer2005,Basketball_finer,A0,false,complete,SUCCESS,330,6476,0.059648153265174544,medium_0.05_0.2,2137080.0,41938576.0,0.3165435791015625,0.26711344718933105,2.1457672119140625e-06,0.0004906654357910156,0.0,phase_b_disabled
Basketball_temporal/finer2005,Basketball_finer,A2,false,complete,SUCCESS,330,6476,0.059648153265174544,medium_0.05_0.2,2137080.0,41938576.0,0.8072590827941895,0.2687649726867676,0.21716785430908203,0.0016536712646484375,0.0,exhausted
Basketball_temporal/finer2005,Basketball_finer,A4,false,complete,SUCCESS,330,6476,0.059648153265174544,medium_0.05_0.2,2137080.0,41938576.0,0.9921140670776367,0.2803349494934082,0.22235512733459473,0.15062594413757324,0.0,exhausted
Basketball_temporal/finer2005,Basketball_finer,A6,false,complete,SUCCESS,330,6476,0.059648153265174544,medium_0.05_0.2,2137080.0,41938576.0,12.507225036621094,0.26334500312805176,0.2121431827545166,0.14470767974853516,11.573260068893433,exhausted
Basketball_temporal/finer2006,Basketball_finer,A0,false,complete,SUCCESS,334,6680,0.06006006006006006,medium_0.05_0.2,2231120.0,44622400.0,0.32213902473449707,0.2710888385772705,1.6689300537109375e-06,0.00048160552978515625,0.0,phase_b_disabled
Basketball_temporal/finer2006,Basketball_finer,A2,false,complete,SUCCESS,334,6680,0.06006006006006006,medium_0.05_0.2,2231120.0,44622400.0,0.8379673957824707,0.28009676933288574,0.22971200942993164,0.0016798973083496094,0.0,exhausted
Basketball_temporal/finer2006,Basketball_finer,A4,false,complete,SUCCESS,334,6680,0.06006006006006006,medium_0.05_0.2,2231120.0,44622400.0,0.9760556221008301,0.27176904678344727,0.23049545288085938,0.15190863609313965,0.0,exhausted
Basketball_temporal/finer2006,Basketball_finer,A6,false,complete,SUCCESS,334,6680,0.06006006006006006,medium_0.05_0.2,2231120.0,44622400.0,13.421968221664429,0.27126193046569824,0.22771096229553223,0.1507413387298584,12.445626735687256,exhausted
Basketball_temporal/finer2007,Basketball_finer,A0,false,complete,SUCCESS,336,7186,0.06384150675195452,medium_0.05_0.2,2414496.0,51638596.0,0.35489773750305176,0.29969286918640137,2.1457672119140625e-06,0.0005311965942382812,0.0,phase_b_disabled
Basketball_temporal/finer2007,Basketball_finer,A2,false,complete,SUCCESS,336,7186,0.06384150675195452,medium_0.05_0.2,2414496.0,51638596.0,0.9161233901977539,0.29755735397338867,0.26363086700439453,0.0018494129180908203,0.0,exhausted
Basketball_temporal/finer2007,Basketball_finer,A4,false,complete,SUCCESS,336,7186,0.06384150675195452,medium_0.05_0.2,2414496.0,51638596.0,1.128194808959961,0.2991766929626465,0.27001523971557617,0.19740056991577148,0.0,exhausted
Basketball_temporal/finer2007,Basketball_finer,A6,false,complete,SUCCESS,336,7186,0.06384150675195452,medium_0.05_0.2,2414496.0,51638596.0,15.338531732559204,0.3011467456817627,0.25802135467529297,0.14797067642211914,14.285141706466675,exhausted
Basketball_temporal/finer2008,Basketball_finer,A0,false,complete,SUCCESS,342,7386,0.06333281885064568,medium_0.05_0.2,2526012.0,54552996.0,0.3583812713623047,0.30309224128723145,1.9073486328125e-06,0.0005030632019042969,0.0,phase_b_disabled
Basketball_temporal/finer2008,Basketball_finer,A2,false,complete,SUCCESS,342,7386,0.06333281885064568,medium_0.05_0.2,2526012.0,54552996.0,0.9528064727783203,0.29993677139282227,0.29363441467285156,0.0019817352294921875,0.0,exhausted
Basketball_temporal/finer2008,Basketball_finer,A4,false,complete,SUCCESS,342,7386,0.06333281885064568,medium_0.05_0.2,2526012.0,54552996.0,1.1383209228515625,0.3083963394165039,0.29407215118408203,0.16039323806762695,0.0,exhausted
Basketball_temporal/finer2008,Basketball_finer,A6,false,complete,SUCCESS,342,7386,0.06333281885064568,medium_0.05_0.2,2526012.0,54552996.0,16.376062393188477,0.2928340435028076,0.279585599899292,0.151566743850708,15.300918102264404,exhausted
Basketball_temporal/finer2009,Basketball_finer,A0,false,complete,SUCCESS,347,7478,0.06228448634871983,medium_0.05_0.2,2594866.0,55920484.0,0.3546755313873291,0.2984640598297119,1.9073486328125e-06,0.0005314350128173828,0.0,phase_b_disabled
Basketball_temporal/finer2009,Basketball_finer,A2,false,complete,SUCCESS,347,7478,0.06228448634871983,medium_0.05_0.2,2594866.0,55920484.0,0.9602088928222656,0.3028085231781006,0.29979491233825684,0.0019371509552001953,0.0,exhausted
Basketball_temporal/finer2009,Basketball_finer,A4,false,complete,SUCCESS,347,7478,0.06228448634871983,medium_0.05_0.2,2594866.0,55920484.0,1.1119933128356934,0.2967841625213623,0.2997410297393799,0.1591353416442871,0.0,exhausted
Basketball_temporal/finer2009,Basketball_finer,A6,false,complete,SUCCESS,347,7478,0.06228448634871983,medium_0.05_0.2,2594866.0,55920484.0,17.021557569503784,0.2970309257507324,0.29538726806640625,0.1588153839111328,15.919260501861572,exhausted
Basketball_temporal/finer2010,Basketball_finer,A0,false,complete,SUCCESS,347,7538,0.0627842281487898,medium_0.05_0.2,2615686.0,56821444.0,0.35073256492614746,0.29460740089416504,1.6689300537109375e-06,0.0004982948303222656,0.0,phase_b_disabled
Basketball_temporal/finer2010,Basketball_finer,A2,false,complete,SUCCESS,347,7538,0.0627842281487898,medium_0.05_0.2,2615686.0,56821444.0,0.925950288772583,0.2915937900543213,0.285416841506958,0.001924276351928711,0.0,exhausted
Basketball_temporal/finer2010,Basketball_finer,A4,false,complete,SUCCESS,347,7538,0.0627842281487898,medium_0.05_0.2,2615686.0,56821444.0,1.1280298233032227,0.3103218078613281,0.29437994956970215,0.15984892845153809,0.0,exhausted
Basketball_temporal/finer2010,Basketball_finer,A6,false,complete,SUCCESS,347,7538,0.0627842281487898,medium_0.05_0.2,2615686.0,56821444.0,17.01776909828186,0.28879785537719727,0.2790687084197998,0.15331077575683594,15.949519157409668,exhausted
Basketball_temporal/finer2011,Basketball_finer,A0,false,complete,SUCCESS,345,7504,0.0632288506909336,medium_0.05_0.2,2588880.0,56310016.0,0.3612239360809326,0.3046090602874756,2.384185791015625e-06,0.0005125999450683594,0.0,phase_b_disabled
Basketball_temporal/finer2011,Basketball_finer,A2,false,complete,SUCCESS,345,7504,0.0632288506909336,medium_0.05_0.2,2588880.0,56310016.0,0.9614534378051758,0.3028702735900879,0.2982199192047119,0.0019562244415283203,0.0,exhausted
