dataset,family,config,config_hash,timestamp,status,n,m,density,total_edge_weight,removed_phaseA_count,removed_phaseA_weight,removed_final_count,removed_final_weight,normalized_removed_weight,restored_edge_count,mincut_attempts,mincut_accepted,mincut_gain,upset_simple,upset_ratio,upset_naive,permutation_distance_vs_p1,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,phase1_iterations,reinserted_per_pass,break_reason,terminal_classification
Basketball_temporal/1991,Basketball_coarse,A3,712779aad638f619,1787630250.8958507,complete,295,3218,0.03710365502133057,52133.0,1160,6139.0,810,6139.0,0.11775650739454856,350,0,0,0.0,0.11537797556250359,0.4531900842770146,6015.0,0.012982820246742764,0.4140744209289551,0.13635587692260742,0.005069255828857422,0.1102144718170166,0.0,875,"[345, 5, 0]",no_change,
Basketball_temporal/1991,Basketball_coarse,A4,712779aad638f619,1787630263.5346475,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5308.0,0.10181650777818273,411,0,0,0.0,0.1017589626532139,0.45049485269184525,5305.0,0.09680618009915831,0.45845675468444824,0.13638067245483398,0.04807758331298828,0.11228227615356445,0.0,875,[411],exhausted,
Basketball_temporal/1991,Basketball_coarse,A5,712779aad638f619,1787630311.6862488,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5250.0,0.10070396869545202,411,10,10,58.0,0.10045460648725375,0.45724612777930007,5237.0,0.0983973250317076,2.5633909702301025,0.13555121421813965,0.048459529876708984,0.0013246536254882812,2.2089035511016846,875,[411],exhausted,
Basketball_temporal/1991,Basketball_coarse,A6,712779aad638f619,1787630481.1483116,complete,295,3218,0.03710365502133057,52133.0,1160,5308.0,749,5250.0,0.10070396869545202,411,10,10,58.0,0.10045460648725375,0.45724612777930007,5237.0,0.0983973250317076,2.5274150371551514,0.13186025619506836,0.0473637580871582,0.11022591590881348,2.0780298709869385,875,[411],exhausted,
Basketball_temporal/1992,Basketball_coarse,A0,712779aad638f619,1787630198.7291856,complete,298,3238,0.036585090276365445,52990.0,1155,9713.0,1155,9713.0,0.18329873561049254,0,0,0,0.0,0.12279675410454803,0.46876093481428904,6507.0,0.0,0.1614091396331787,0.13425898551940918,2.1457672119140625e-06,0.0010716915130615234,0.0,842,[0],phase_b_disabled,
Basketball_temporal/1992,Basketball_coarse,A2,712779aad638f619,1787630229.7192433,complete,298,3238,0.036585090276365445,52990.0,1155,5261.0,734,5261.0,0.09928288356293641,421,0,0,0.0,0.09928288356293641,0.47909289600134536,5261.0,0.1042415203489029,0.34793949127197266,0.13502717018127441,0.05133366584777832,0.0012600421905517578,0.0,842,[421],exhausted,
Basketball_temporal/1992,Basketball_coarse,A4,712779aad638f619,1787630279.9581742,complete,298,3238,0.036585090276365445,52990.0,1155,5261.0,734,5261.0,0.09928288356293641,421,0,0,0.0,0.09924514059256463,0.471111065807879,5259.0,0.10426411768693648,0.4622340202331543,0.14006590843200684,0.05130505561828613,0.10981369018554688,0.0,842,[421],exhausted,
Basketball_temporal/1992,Basketball_coarse,A6,712779aad638f619,1787630651.6723993,complete,298,3238,0.036585090276365445,52990.0,1155,5261.0,738,5208.0,0.09828269484808455,417,53,10,53.0,0.0982260803925269,0.4808155307347145,5205.0,0.1055747632928841,3.0133461952209473,0.13327383995056152,0.051006317138671875,0.10819196701049805,2.5587668418884277,842,[421],exhausted,
Basketball_temporal/1993,Basketball_coarse,A0,712779aad638f619,1787630195.0694327,complete,298,3088,0.03489028992384697,48535.0,1095,8984.0,1095,8984.0,0.1851035335325023,0,0,0,0.0,0.12489955702070671,0.4807220558033008,6062.0,0.0,0.1264479160308838,0.10081124305725098,1.6689300537109375e-06,0.0010290145874023438,0.0,795,[0],phase_b_disabled,
Basketball_temporal/1993,Basketball_coarse,A1,712779aad638f619,1787630210.4506347,complete,298,3088,0.03489028992384697,48535.0,1095,6007.0,790,6007.0,0.12376635417739776,305,0,0,0.0,0.12376635417739776,0.48152638155633837,6007.0,0.019411113370844914,0.23693084716796875,0.1020503044128418,0.004895687103271484,0.0011723041534423828,0.0,795,"[299, 6, 0]",no_change,
Basketball_temporal/1993,Basketball_coarse,A2,712779aad638f619,1787630220.393012,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,710,5035.0,0.10373956938291955,385,0,0,0.0,0.10373956938291955,0.49449650937971307,5035.0,0.09276207262784444,0.2861497402191162,0.10375666618347168,0.05182313919067383,0.0012094974517822266,0.0,795,[385],exhausted,
Basketball_temporal/1993,Basketball_coarse,A3,712779aad638f619,1787630254.9240847,complete,298,3088,0.03489028992384697,48535.0,1095,6007.0,790,6007.0,0.12376635417739776,305,0,0,0.0,0.12073761203255383,0.47384275147627397,5860.0,0.01970487876528145,0.351088285446167,0.10502886772155762,0.004890918731689453,0.1126399040222168,0.0,795,"[299, 6, 0]",no_change,
Basketball_temporal/1993,Basketball_coarse,A4,712779aad638f619,1787630268.3171144,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,710,5035.0,0.10373956938291955,385,0,0,0.0,0.10373956938291955,0.48807612884221246,5035.0,0.09276207262784444,0.3958570957183838,0.1047971248626709,0.05312609672546387,0.10853338241577148,0.0,795,[385],exhausted,
Basketball_temporal/1993,Basketball_coarse,A5,712779aad638f619,1787630345.4342325,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,712,4985.0,0.1027093849799114,383,70,10,50.0,0.1027093849799114,0.49629582303608416,4985.0,0.09511219578333673,3.0460762977600098,0.10199117660522461,0.051857709884643555,0.0012159347534179688,2.759584426879883,795,[385],exhausted,
Basketball_temporal/1993,Basketball_coarse,A6,712779aad638f619,1787630515.0402606,complete,298,3088,0.03489028992384697,48535.0,1095,5035.0,712,4985.0,0.1027093849799114,383,70,10,50.0,0.1027093849799114,0.49629582303608416,4985.0,0.09511219578333673,3.0547683238983154,0.10006856918334961,0.05150246620178223,0.10628342628479004,2.669080972671509,795,[385],exhausted,
Basketball_temporal/1994,Basketball_coarse,A0,712779aad638f619,1787630193.6789274,complete,301,3144,0.03481727574750831,51068.0,1099,9381.0,1099,9381.0,0.18369624813973526,0,0,0,0.0,0.12160256912352158,0.46764444582893633,6210.0,0.0,0.1286015510559082,0.10185527801513672,1.6689300537109375e-06,0.0010986328125,0.0,849,[0],phase_b_disabled,
Basketball_temporal/1994,Basketball_coarse,A1,712779aad638f619,1787630207.830708,complete,301,3144,0.03481727574750831,51068.0,1099,6171.0,786,6171.0,0.12083888149134488,313,0,0,0.0,0.12083888149134488,0.4685511790337731,6171.0,0.010143964562569214,0.2359461784362793,0.10164022445678711,0.005074739456176758,0.0012104511260986328,0.0,849,"[311, 2, 0]",no_change,
Basketball_temporal/1994,Basketball_coarse,A2,712779aad638f619,1787630217.1330814,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,705,5093.0,0.0997297720686144,394,0,0,0.0,0.0997297720686144,0.4650117971288989,5093.0,0.11362126245847176,0.28629469871520996,0.10355305671691895,0.05325484275817871,0.0012423992156982422,0.0,849,[394],exhausted,
Basketball_temporal/1994,Basketball_coarse,A3,712779aad638f619,1787630251.311946,complete,301,3144,0.03481727574750831,51068.0,1099,6171.0,786,6171.0,0.12083888149134488,313,0,0,0.0,0.11985979478342602,0.46222143593003756,6121.0,0.010276854928017718,0.34720277786254883,0.1033785343170166,0.004962444305419922,0.11079120635986328,0.0,849,"[311, 2, 0]",no_change,
Basketball_temporal/1994,Basketball_coarse,A4,712779aad638f619,1787630263.9955468,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,705,5093.0,0.0997297720686144,394,0,0,0.0,0.09959269992950576,0.45838042296032355,5086.0,0.11364341085271318,0.40102529525756836,0.1035001277923584,0.05320596694946289,0.11465835571289062,0.0,849,[394],exhausted,
Basketball_temporal/1994,Basketball_coarse,A5,712779aad638f619,1787630314.252936,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,709,5012.0,0.09814365160178586,390,45,10,81.0,0.09784992558941019,0.46450072260645925,4997.0,0.11357696566998893,2.9434030055999756,0.10862612724304199,0.053685903549194336,0.001314401626586914,2.649719715118408,849,[394],exhausted,
Basketball_temporal/1994,Basketball_coarse,A6,712779aad638f619,1787630483.6790812,complete,301,3144,0.03481727574750831,51068.0,1099,5093.0,709,5012.0,0.09814365160178586,390,45,10,81.0,0.09784992558941019,0.46450072260645925,4997.0,0.11357696566998893,2.758159637451172,0.10069680213928223,0.05200529098510742,0.11203455924987793,2.364725351333618,849,[394],exhausted,
Basketball_temporal/1995,Basketball_coarse,A0,712779aad638f619,1787630198.891221,complete,302,3182,0.03500473036896878,51675.0,1157,9558.0,1157,9558.0,0.18496371552975327,0,0,0,0.0,0.12417997097242381,0.4780382251417253,6417.0,0.0,0.13817214965820312,0.11198067665100098,2.384185791015625e-06,0.00104522705078125,0.0,850,[0],phase_b_disabled,
Basketball_temporal/1995,Basketball_coarse,A2,712779aad638f619,1787630230.0687563,complete,302,3182,0.03500473036896878,51675.0,1157,5390.0,725,5390.0,0.10430575713594581,432,0,0,0.0,0.10430575713594581,0.4600492308049069,5390.0,0.10604827176519768,0.3031046390533447,0.11182975769042969,0.052152395248413086,0.0012421607971191406,0.0,850,[432],exhausted,
Basketball_temporal/1995,Basketball_coarse,A4,712779aad638f619,1787630280.422996,complete,302,3182,0.03500473036896878,51675.0,1157,5390.0,725,5390.0,0.10430575713594581,432,0,0,0.0,0.10430575713594581,0.4520266035391816,5390.0,0.10604827176519768,0.4095480442047119,0.11157464981079102,0.05199575424194336,0.1069328784942627,0.0,850,[432],exhausted,
Basketball_temporal/1995,Basketball_coarse,A6,712779aad638f619,1787630654.6895792,complete,302,3182,0.03500473036896878,51675.0,1157,5390.0,726,5342.0,0.10337687469762942,431,37,10,48.0,0.10335752298016448,0.4600072053329817,5341.0,0.11003058238542607,2.9083709716796875,0.1111762523651123,0.05198407173156738,0.23844408988952637,2.367309331893921,850,[432],exhausted,
Basketball_temporal/1996,Basketball_coarse,A0,712779aad638f619,1787630199.0300252,complete,305,3256,0.03511647972389991,51294.0,1197,10601.0,1197,10601.0,0.20667134557648068,0,0,0,0.0,0.1349865481342847,0.4853264407200022,6924.0,0.0,0.13692855834960938,0.11014318466186523,1.9073486328125e-06,0.0010671615600585938,0.0,889,[0],phase_b_disabled,
Basketball_temporal/1996,Basketball_coarse,A2,712779aad638f619,1787630230.3735673,complete,305,3256,0.03511647972389991,51294.0,1197,5559.0,751,5559.0,0.10837524856708387,446,0,0,0.0,0.10837524856708387,0.48891639004689846,5559.0,0.09915875754961173,0.3039257526397705,0.11030006408691406,0.05557107925415039,0.0012805461883544922,0.0,889,[446],exhausted,
Basketball_temporal/1996,Basketball_coarse,A4,712779aad638f619,1787630280.835191,complete,305,3256,0.03511647972389991,51294.0,1197,5559.0,751,5559.0,0.10837524856708387,446,0,0,0.0,0.10829726673685032,0.4818445980747301,5555.0,0.09920189818809319,0.4154398441314697,0.1111900806427002,0.05550980567932129,0.11111974716186523,0.0,889,[446],exhausted,
Basketball_temporal/1996,Basketball_coarse,A6,712779aad638f619,1787630657.6017628,complete,305,3256,0.03511647972389991,51294.0,1197,5559.0,753,5511.0,0.1074394666042812,444,59,10,48.0,0.10714703474090537,0.4926583371910183,5496.0,0.10133735979292494,3.1968910694122314,0.10981917381286621,0.05536460876464844,0.1096048355102539,2.783759832382202,889,[446],exhausted,
Basketball_temporal/1997,Basketball_coarse,A0,712779aad638f619,1787630193.807785,complete,305,3333,0.035946937014667814,52037.0,1232,10760.0,1232,10760.0,0.20677594788323692,0,0,0,0.0,0.13594173376635854,0.48875371794603417,7074.0,0.0,0.1657121181488037,0.1387956142425537,1.6689300537109375e-06,0.001111745834350586,0.0,948,[0],phase_b_disabled,
Basketball_temporal/1997,Basketball_coarse,A1,712779aad638f619,1787630208.067654,complete,305,3333,0.035946937014667814,52037.0,1232,6921.0,847,6921.0,0.13300151815054673,385,0,0,0.0,0.13300151815054673,0.4841280674034276,6921.0,0.019240724762726487,0.31073999404907227,0.1376204490661621,0.00518798828125,0.0012400150299072266,0.0,948,"[370, 13, 2]",max_passes,
Basketball_temporal/1997,Basketball_coarse,A2,712779aad638f619,1787630217.4206781,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5857.0,0.11255452850856122,445,0,0,0.0,0.11255452850856122,0.5118884859958043,5857.0,0.12965918895599654,0.3663942813873291,0.13890576362609863,0.05766034126281738,0.0013613700866699219,0.0,948,[445],exhausted,
Basketball_temporal/1997,Basketball_coarse,A3,712779aad638f619,1787630251.6611767,complete,305,3333,0.035946937014667814,52037.0,1232,6921.0,847,6921.0,0.13300151815054673,385,0,0,0.0,0.131022157311144,0.47780339710709147,6818.0,0.01943485763589301,0.42496538162231445,0.14003682136535645,0.005319833755493164,0.11369585990905762,0.0,948,"[370, 13, 2]",max_passes,
Basketball_temporal/1997,Basketball_coarse,A4,712779aad638f619,1787630264.3989346,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5857.0,0.11255452850856122,445,0,0,0.0,0.11249687722197667,0.503928745818332,5854.0,0.12968075927523728,0.482025146484375,0.13983726501464844,0.05856180191040039,0.11539173126220703,0.0,948,[445],exhausted,
Basketball_temporal/1997,Basketball_coarse,A5,712779aad638f619,1787630317.199523,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5800.0,0.11145915406345484,445,10,10,57.0,0.11145915406345484,0.5126868410904457,5800.0,0.13257118205349439,2.6278812885284424,0.14028334617614746,0.05756711959838867,0.0013325214385986328,2.261605978012085,948,[445],exhausted,
Basketball_temporal/1997,Basketball_coarse,A6,712779aad638f619,1787630486.4555879,complete,305,3333,0.035946937014667814,52037.0,1232,5857.0,787,5800.0,0.11145915406345484,445,10,10,57.0,0.11145915406345484,0.5126868410904457,5800.0,0.13257118205349439,2.6773314476013184,0.13822340965270996,0.05726170539855957,0.1122586727142334,2.2030887603759766,948,[445],exhausted,
Basketball_temporal/1998,Basketball_coarse,A0,712779aad638f619,1787630199.1676054,complete,306,3321,0.035583413693346194,52490.0,1178,10143.0,1178,10143.0,0.1932368070108592,0,0,0,0.0,0.12114688512097542,0.5181025967357485,6359.0,0.0,0.14350605010986328,0.11602902412414551,1.9073486328125e-06,0.001110076904296875,0.0,869,[0],phase_b_disabled,
Basketball_temporal/1998,Basketball_coarse,A2,712779aad638f619,1787630230.679103,complete,306,3321,0.035583413693346194,52490.0,1178,5383.0,755,5383.0,0.10255286721280243,423,0,0,0.0,0.10255286721280243,0.52049948607162,5383.0,0.10656809171756135,0.3155393600463867,0.11683058738708496,0.05517983436584473,0.0012927055358886719,0.0,869,[423],exhausted,
Basketball_temporal/1998,Basketball_coarse,A4,712779aad638f619,1787630281.253231,complete,306,3321,0.035583413693346194,52490.0,1178,5383.0,755,5383.0,0.10255286721280243,423,0,0,0.0,0.10255286721280243,0.5143655362850964,5383.0,0.10656809171756135,0.4201779365539551,0.11514735221862793,0.05466318130493164,0.10738277435302734,0.0,869,[423],exhausted,
Basketball_temporal/1998,Basketball_coarse,A6,712779aad638f619,1787630660.802453,complete,306,3321,0.035583413693346194,52490.0,1178,5383.0,762,5341.0,0.10175271480281958,416,174,10,42.0,0.10140979234139837,0.5209436155660915,5323.0,0.11042537233472624,4.952137470245361,0.11429786682128906,0.054280757904052734,0.1058812141418457,4.533466815948486,869,[423],exhausted,
