dataset,baseline,ours,baseline_val,delta,family,runtime_ours,runtime_base
Basketball_temporal/finer1988,SVD_NRS,0.4716996154359819,0.8332028388977051,-0.3615032234617232,Basketball_finer,0.6525883674621582,0.0052058458328247
Basketball_temporal/finer1989,SVD_NRS,0.4721968450288123,0.90317702293396,-0.43098017790514764,Basketball_finer,0.687067985534668,0.0052243947982788
Basketball_temporal/finer1990,SVD_NRS,0.4723817142668635,0.8410720825195312,-0.36869036825266777,Basketball_finer,0.6808476448059082,0.0051684379577636
Basketball_temporal/finer1991,SVD_NRS,0.4712785355842091,0.8921933174133301,-0.42091478182912095,Basketball_finer,0.7073976993560791,0.0052374839782714
Basketball_temporal/finer1992,SVD_NRS,0.4696221612924022,0.8390676975250244,-0.3694455362326222,Basketball_finer,0.699941873550415,0.0052285909652709
Basketball_temporal/finer1993,SVD_NRS,0.47060624219759467,0.8553557395935059,-0.3847494973959112,Basketball_finer,0.6414239406585693,0.0051782608032226
Basketball_temporal/finer1994,SVD_NRS,0.4711097091749058,0.8344218134880066,-0.3633121043131008,Basketball_finer,0.6920342445373535,0.0052990913391113
Basketball_temporal/finer1995,SVD_NRS,0.47000430467249615,0.8652321696281433,-0.39522786495564716,Basketball_finer,0.672555685043335,0.0054040670394897
Basketball_temporal/finer1996,SVD_NRS,0.471414140428109,0.9461735486984252,-0.4747594082703162,Basketball_finer,0.7099428176879883,0.0053638935089111
Basketball_temporal/finer1997,SVD_NRS,0.47060029860479485,0.9207708835601808,-0.4501705849553859,Basketball_finer,0.7394981384277344,0.0056508541107177
Basketball_temporal/finer1998,SVD_NRS,0.46943785728622295,0.8981612324714661,-0.4287233751852431,Basketball_finer,0.7637796401977539,0.0053310394287109
Basketball_temporal/finer1999,SVD_NRS,0.4699564214217083,0.9420742392539978,-0.4721178178322895,Basketball_finer,0.7777316570281982,0.0053251981735229
Basketball_temporal/finer2000,SVD_NRS,0.46960746728946623,0.9532350897789,-0.4836276224894338,Basketball_finer,0.898984432220459,0.0057776689529418
Basketball_temporal/finer2001,SVD_NRS,0.47070134064540997,0.9673805832862854,-0.49667924264087543,Basketball_finer,0.921804666519165,0.0055157899856567
Basketball_temporal/finer2002,SVD_NRS,0.4704714167588007,0.9163683652877808,-0.44589694852898004,Basketball_finer,0.8271515369415283,0.0057296991348266
Basketball_temporal/finer2003,SVD_NRS,0.47199018067410825,0.946835458278656,-0.47484527760454776,Basketball_finer,0.9257514476776123,0.0056217670440673
Basketball_temporal/finer2004,SVD_NRS,0.4720007689199272,0.8837803602218628,-0.4117795913019356,Basketball_finer,0.9253487586975098,0.0054477214813232
Basketball_temporal/finer2005,SVD_NRS,0.4707869065616504,0.9490683078765868,-0.4782814013149364,Basketball_finer,0.9921140670776367,0.0055948495864868
Basketball_temporal/finer2006,SVD_NRS,0.4711257324474887,0.9391199350357056,-0.4679942025882169,Basketball_finer,0.9760556221008301,0.0058551549911499
Basketball_temporal/finer2007,SVD_NRS,0.4702092704847424,0.9315375685691832,-0.4613282980844408,Basketball_finer,1.128194808959961,0.0057409048080444
Basketball_temporal/finer2008,SVD_NRS,0.470263440540082,0.91304349899292,-0.442780058452838,Basketball_finer,1.1383209228515625,0.0058060884475708
Basketball_temporal/finer2009,SVD_NRS,0.4708414605116339,0.913946568965912,-0.4431051084542781,Basketball_finer,1.1119933128356934,0.0059691667556762
Basketball_temporal/finer2010,SVD_NRS,0.46966603376076166,0.9222548604011536,-0.4525888266403919,Basketball_finer,1.1280298233032227,0.0058786869049072
Basketball_temporal/finer2011,SVD_NRS,0.4709752117431119,0.8928093910217285,-0.4218341792786166,Basketball_finer,1.1749513149261475,0.0069743633270263
Basketball_temporal/finer2012,SVD_NRS,0.46959317680053536,0.8851154446601868,-0.4155222678596514,Basketball_finer,1.2135074138641357,0.0058484554290771
Basketball_temporal/finer2013,SVD_NRS,0.4699484148367686,0.9204755425453186,-0.45052712770855,Basketball_finer,1.198275089263916,0.0059539079666137
Basketball_temporal/finer2014,SVD_NRS,0.47258252537300616,0.8830485939979553,-0.41046606862494917,Basketball_finer,1.1956918239593506,0.0059788465499877
Dryad_animal_society,SVD_NRS,0.07880724174653887,0.5283018946647644,-0.44949465291822555,Animal,0.011841297149658203,0.0024009466171264
FacultyHiringNetworks/Business/Business_FM_Full_,SVD_NRS,0.04884792626728111,0.46110799908638,-0.4122600728190989,Faculty,0.07682251930236816,0.0033247470855712
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,SVD_NRS,0.03372508942258559,0.5828002691268921,-0.5490751797043065,Faculty,0.08458638191223145,0.0039436101913452
FacultyHiringNetworks/History/History_FM_Full_,SVD_NRS,0.030405405405405407,0.3820598125457763,-0.3516544071403709,Faculty,0.06908059120178223,0.0033212900161743
Football_data_England_Premier_League/England_2009_2010,SVD_NRS,0.13595706618962433,0.6585366129875183,-0.522579546797894,Football_coarse,0.013993501663208008,0.0023860216140747
Football_data_England_Premier_League/England_2010_2011,SVD_NRS,0.23505154639175257,1.1677018404006958,-0.9326502940089432,Football_coarse,0.014062166213989258,0.0023445129394531
Football_data_England_Premier_League/England_2011_2012,SVD_NRS,0.18065693430656934,0.8484848737716675,-0.6678279394650981,Football_coarse,0.013452529907226562,0.0023698806762695
Football_data_England_Premier_League/England_2012_2013,SVD_NRS,0.21052631578947367,0.8627451062202454,-0.6522187904307717,Football_coarse,0.013401985168457031,0.0023855924606323
Football_data_England_Premier_League/England_2013_2014,SVD_NRS,0.1371527777777778,0.7515151500701904,-0.6143623722924126,Football_coarse,0.01333475112915039,0.0023919582366943
Football_data_England_Premier_League/England_2014_2015,SVD_NRS,0.11602209944751381,1.0841121673583984,-0.9680900679108846,Football_coarse,0.010906219482421875,0.0023413181304931
Football_data_England_Premier_League/finerEngland_2009_2010,SVD_NRS,0.32860938883968105,0.6585366129875183,-0.32992722414783726,Football_finer,0.02268505096435547,0.0023584842681884
Football_data_England_Premier_League/finerEngland_2010_2011,SVD_NRS,0.395083406496927,1.1677018404006958,-0.7726184339037687,Football_finer,0.024380207061767578,0.0023663997650146
Football_data_England_Premier_League/finerEngland_2011_2012,SVD_NRS,0.35726795096322234,0.8484848737716675,-0.49121692280844514,Football_finer,0.024309635162353516,0.00238618850708
Football_data_England_Premier_League/finerEngland_2012_2013,SVD_NRS,0.3810359964881474,0.8627451062202454,-0.48170910973209796,Football_finer,0.022350549697875977,0.0031434774398803
Football_data_England_Premier_League/finerEngland_2013_2014,SVD_NRS,0.326241134751773,0.7515151500701904,-0.4252740153184174,Football_finer,0.022533416748046875,0.0023753404617309
Football_data_England_Premier_League/finerEngland_2014_2015,SVD_NRS,0.3451536643026004,1.0841121673583984,-0.738958503055798,Football_finer,0.018468141555786133,0.0023685216903686
Halo2BetaData,SVD_NRS,0.4254581928253174,1.4288724899291991,-1.0034142971038817,Halo,0.74678635597229,0.0061795234680175
Basketball_temporal/1985,btl,0.09954807003679648,0.93411665558815,-0.8345685855513536,Basketball_coarse,0.3315310478210449,0.6334479570388794
Basketball_temporal/1986,btl,0.09907289153777021,0.9582362651824952,-0.859163373644725,Basketball_coarse,0.3557884693145752,0.0287694454193115
Basketball_temporal/1987,btl,0.10161720763668712,0.9852999687194824,-0.8836827610827953,Basketball_coarse,0.3726480007171631,0.0296360492706298
Basketball_temporal/1988,btl,0.1018217647428775,0.9174901962280272,-0.8156684314851497,Basketball_coarse,0.34849095344543457,0.0293519496917724
Basketball_temporal/1989,btl,0.10148318447234034,0.940552818775177,-0.8390696343028368,Basketball_coarse,0.39830756187438965,0.0301017522811889
Basketball_temporal/1990,btl,0.10203702940084945,0.892551988363266,-0.7905149589624165,Basketball_coarse,0.4185512065887451,0.2640378713607788
Basketball_temporal/1991,btl,0.1017589626532139,0.9204460978507996,-0.8186871351975856,Basketball_coarse,0.45845675468444824,0.1556034564971923
Basketball_temporal/1992,btl,0.09924514059256463,0.8550907075405121,-0.7558455669479475,Basketball_coarse,0.4622340202331543,0.5349749565124512
Basketball_temporal/1993,btl,0.10373956938291955,0.8806577920913696,-0.7769182227084501,Basketball_coarse,0.3958570957183838,0.180993366241455
Basketball_temporal/1994,btl,0.09959269992950576,0.7721752464771271,-0.6725825465476214,Basketball_coarse,0.40102529525756836,0.9823651552200318
Basketball_temporal/1995,btl,0.10430575713594581,0.8367346882820129,-0.7324289311460671,Basketball_coarse,0.4095480442047119,0.5655962705612183
Basketball_temporal/1996,btl,0.10829726673685032,0.964697241783142,-0.8563999750462916,Basketball_coarse,0.4154398441314697,0.2144979953765869
Basketball_temporal/1997,btl,0.11249687722197667,0.9687142848968506,-0.856217407674874,Basketball_coarse,0.482025146484375,0.0313646078109741
Basketball_temporal/1998,btl,0.10255286721280243,0.9556657254695892,-0.8531128582567867,Basketball_coarse,0.4201779365539551,0.0312440872192382
Basketball_temporal/1999,btl,0.10915181511940832,0.968545573949814,-0.8593937588304057,Basketball_coarse,0.42891526222229004,0.4601764678955078
Basketball_temporal/2000,btl,0.09407899513540986,0.9834705293178558,-0.889391534182446,Basketball_coarse,0.4833829402923584,0.0323248624801635
Basketball_temporal/2001,btl,0.09947271979357541,0.9092396855354308,-0.8097669657418554,Basketball_coarse,0.45178699493408203,0.2251602411270141
Basketball_temporal/2002,btl,0.1078253617144722,0.921866661310196,-0.8140412995957238,Basketball_coarse,0.44599270820617676,0.1648032188415527
Basketball_temporal/2003,btl,0.10699407219805833,0.9475538194179536,-0.8405597472198952,Basketball_coarse,0.5551548004150391,0.2544976472854614
Basketball_temporal/2004,btl,0.10703289731484764,0.8891820669174194,-0.7821491696025717,Basketball_coarse,0.47967028617858887,0.2018845558166503
Basketball_temporal/2005,btl,0.10206150114930046,0.9787559866905212,-0.8766944855412208,Basketball_coarse,0.5709841251373291,0.0340014696121215
Basketball_temporal/2006,btl,0.11012237825349265,0.8354698240756988,-0.7253474458222061,Basketball_coarse,0.5363562107086182,0.8416754007339478
Basketball_temporal/2007,btl,0.09706538700313763,0.94477179646492,-0.8477064094617824,Basketball_coarse,0.5904037952423096,0.034200644493103
Basketball_temporal/2008,btl,0.1071074648688165,0.897692734003067,-0.7905852691342505,Basketball_coarse,0.6342606544494629,0.4471323490142822
Basketball_temporal/2009,btl,0.10184676976721661,0.9432454884052276,-0.841398718638011,Basketball_coarse,0.6444449424743652,0.0356598377227783
Basketball_temporal/2010,btl,0.09723902936118718,0.849301564693451,-0.7520625353322637,Basketball_coarse,0.6764535903930664,0.6361177206039429
Basketball_temporal/2011,btl,0.09933557542449348,0.8500554919242859,-0.7507199164997924,Basketball_coarse,0.5686798095703125,0.6983792781829834
Basketball_temporal/2012,btl,0.09731205512399649,0.8832369983196259,-0.7859249431956294,Basketball_coarse,0.5631849765777588,0.2861127853393554
Basketball_temporal/2013,btl,0.10126194658887618,0.9514637470245362,-0.85020180043566,Basketball_coarse,0.5802896022796631,0.1541766166687011
Basketball_temporal/2014,btl,0.10502980442386324,0.8680271983146668,-0.7629973938908036,Basketball_coarse,0.6306684017181396,1.0713338375091552
Basketball_temporal/finer1985,btl,0.4728093100058731,1.459119486808777,-0.9863101768029038,Basketball_finer,0.6062853336334229,0.0406559944152832
Basketball_temporal/finer1986,btl,0.4702051616042291,1.4238867998123168,-0.9536816382080877,Basketball_finer,0.5953209400177002,0.0401323795318603
Basketball_temporal/finer1987,btl,0.4728924684953906,1.4146767139434815,-0.9417842454480909,Basketball_finer,0.6393730640411377,0.0419764518737793
Basketball_temporal/finer1988,btl,0.4716996154359819,1.4335160613059998,-0.961816445870018,Basketball_finer,0.6525883674621582,0.041773247718811
Basketball_temporal/finer1989,btl,0.4721968450288123,1.427382755279541,-0.9551859102507287,Basketball_finer,0.687067985534668,0.0421968460083007
Basketball_temporal/finer1990,btl,0.4723817142668635,1.4505096316337585,-0.978127917366895,Basketball_finer,0.6808476448059082,0.0420645475387573
Basketball_temporal/finer1991,btl,0.4712785355842091,1.3638661623001098,-0.8925876267159008,Basketball_finer,0.7073976993560791,0.042181396484375
Basketball_temporal/finer1992,btl,0.4696221612924022,1.325046217441559,-0.8554240561491567,Basketball_finer,0.699941873550415,0.0426398754119873
Basketball_temporal/finer1993,btl,0.47060624219759467,1.3519937515258789,-0.8813875093282841,Basketball_finer,0.6414239406585693,0.0429075956344604
Basketball_temporal/finer1994,btl,0.4711097091749058,1.349058783054352,-0.8779490738794461,Basketball_finer,0.6920342445373535,0.0430773973464965
Basketball_temporal/finer1995,btl,0.47000430467249615,1.3484333634376526,-0.8784290587651564,Basketball_finer,0.672555685043335,0.0437039375305175
Basketball_temporal/finer1996,btl,0.471414140428109,1.439619207382202,-0.9682050669540931,Basketball_finer,0.7099428176879883,0.0437628746032714
Basketball_temporal/finer1997,btl,0.47060029860479485,1.399857234954834,-0.9292569363500391,Basketball_finer,0.7394981384277344,0.0440780401229858
Basketball_temporal/finer1998,btl,0.46943785728622295,1.3568599820137024,-0.8874221247274794,Basketball_finer,0.7637796401977539,0.0443637132644653
Basketball_temporal/finer1999,btl,0.4699564214217083,1.379535174369812,-0.9095787529481039,Basketball_finer,0.7777316570281982,0.0444685935974121
Basketball_temporal/finer2000,btl,0.46960746728946623,1.387956440448761,-0.9183489731592948,Basketball_finer,0.898984432220459,0.0458477973937988
Basketball_temporal/finer2001,btl,0.47070134064540997,1.413245475292206,-0.942544134646796,Basketball_finer,0.921804666519165,0.0456903219223022
Basketball_temporal/finer2002,btl,0.4704714167588007,1.4289619207382205,-0.9584905039794198,Basketball_finer,0.8271515369415283,0.0457417488098144
Basketball_temporal/finer2003,btl,0.47199018067410825,1.4559493780136108,-0.9839591973395025,Basketball_finer,0.9257514476776123,0.045918321609497
Basketball_temporal/finer2004,btl,0.4720007689199272,1.4140485167503356,-0.9420477478304083,Basketball_finer,0.9253487586975098,0.0470226049423217
Basketball_temporal/finer2005,btl,0.4707869065616504,1.378260862827301,-0.9074739562656506,Basketball_finer,0.9921140670776367,0.0476004838943481
Basketball_temporal/finer2006,btl,0.4711257324474887,1.3989150047302246,-0.9277892722827359,Basketball_finer,0.9760556221008301,0.0476453781127929
Basketball_temporal/finer2007,btl,0.4702092704847424,1.3928170442581176,-0.9226077737733751,Basketball_finer,1.128194808959961,0.0482445240020752
Basketball_temporal/finer2008,btl,0.470263440540082,1.3564130544662476,-0.8861496139261655,Basketball_finer,1.1383209228515625,0.0490887403488159
Basketball_temporal/finer2009,btl,0.4708414605116339,1.371243596076965,-0.9004021355653312,Basketball_finer,1.1119933128356934,0.0497791528701782
Basketball_temporal/finer2010,btl,0.46966603376076166,1.3360406160354614,-0.8663745822746998,Basketball_finer,1.1280298233032227,0.0502650499343872
Basketball_temporal/finer2011,btl,0.4709752117431119,1.3617749333381652,-0.8907997215950534,Basketball_finer,1.1749513149261475,0.0496970653533935
Basketball_temporal/finer2012,btl,0.46959317680053536,1.3729901790618897,-0.9033970022613543,Basketball_finer,1.2135074138641357,0.0493481159210205
Basketball_temporal/finer2013,btl,0.4699484148367686,1.3728929996490478,-0.9029445848122792,Basketball_finer,1.198275089263916,0.0506786346435546
Basketball_temporal/finer2014,btl,0.47258252537300616,1.4207621574401856,-0.9481796320671795,Basketball_finer,1.1956918239593506,0.0507319211959838
Dryad_animal_society,btl,0.07880724174653887,0.4528301954269409,-0.37402295368040206,Animal,0.011841297149658203,0.911819624900818
FacultyHiringNetworks/Business/Business_FM_Full_,btl,0.04884792626728111,0.4149972051382065,-0.36614927887092535,Faculty,0.07682251930236816,0.0247617483139038
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,btl,0.03372508942258559,0.337739872932434,-0.30401478350984845,Faculty,0.08458638191223145,0.0774423837661743
FacultyHiringNetworks/History/History_FM_Full_,btl,0.030405405405405407,0.3003322303295135,-0.2699268249241081,Faculty,0.06908059120178223,0.0518604755401611
Football_data_England_Premier_League/England_2009_2010,btl,0.13595706618962433,0.6682926774024963,-0.532335611212872,Football_coarse,0.013993501663208008,0.0136348962783813
Football_data_England_Premier_League/England_2010_2011,btl,0.23505154639175257,1.1801241993904117,-0.9450726529986591,Football_coarse,0.014062166213989258,0.0115950584411621
Football_data_England_Premier_League/England_2011_2012,btl,0.18065693430656934,0.8606060862541198,-0.6799491519475505,Football_coarse,0.013452529907226562,0.0279777526855468
Football_data_England_Premier_League/England_2012_2013,btl,0.21052631578947367,0.993464058637619,-0.7829377428481453,Football_coarse,0.013401985168457031,0.0144501447677612
Football_data_England_Premier_League/England_2013_2014,btl,0.1371527777777778,0.7733333349227905,-0.6361805571450128,Football_coarse,0.01333475112915039,0.0199265003204345
Football_data_England_Premier_League/England_2014_2015,btl,0.11602209944751381,1.162616765499115,-1.0465946660516012,Football_coarse,0.010906219482421875,0.025156545639038
Football_data_England_Premier_League/finerEngland_2009_2010,btl,0.32860938883968105,0.7926829278469085,-0.4640735390072275,Football_finer,0.02268505096435547,0.0038102865219116
Football_data_England_Premier_League/finerEngland_2010_2011,btl,0.395083406496927,1.3118012428283692,-0.9167178363314421,Football_finer,0.024380207061767578,0.0034668207168579
Football_data_England_Premier_League/finerEngland_2011_2012,btl,0.35726795096322234,0.9284848570823668,-0.5712169061191446,Football_finer,0.024309635162353516,0.0038083553314208
Football_data_England_Premier_League/finerEngland_2012_2013,btl,0.3810359964881474,0.993464070558548,-0.6124280740704007,Football_finer,0.022350549697875977,0.0037172079086303
Football_data_England_Premier_League/finerEngland_2013_2014,btl,0.326241134751773,0.8484848499298095,-0.5222437151780366,Football_finer,0.022533416748046875,0.0039033651351928
Football_data_England_Premier_League/finerEngland_2014_2015,btl,0.3451536643026004,1.1925233364105223,-0.8473696721079219,Football_finer,0.018468141555786133,0.004170536994934
Halo2BetaData,btl,0.4254581928253174,1.1199156999588014,-0.694457507133484,Halo,0.74678635597229,0.0632393360137939
Basketball_temporal/1985,PageRank,0.09954807003679648,0.909777581691742,-0.8102295116549456,Basketball_coarse,0.3315310478210449,0.0021896839141845
Basketball_temporal/1986,PageRank,0.09907289153777021,0.881863534450531,-0.7827906429127608,Basketball_coarse,0.3557884693145752,0.0017054319381713
Basketball_temporal/1987,PageRank,0.10161720763668712,0.8963051438331604,-0.7946879361964733,Basketball_coarse,0.3726480007171631,0.0018330574035644
Basketball_temporal/1988,PageRank,0.1018217647428775,0.8470588326454163,-0.7452370679025387,Basketball_coarse,0.34849095344543457,0.0014156579971313
Basketball_temporal/1989,PageRank,0.10148318447234034,0.8496781587600708,-0.7481949742877305,Basketball_coarse,0.39830756187438965,0.0019528627395629
Basketball_temporal/1990,PageRank,0.10203702940084945,0.8846880793571472,-0.7826510499562978,Basketball_coarse,0.4185512065887451,0.0017513751983642
Basketball_temporal/1991,PageRank,0.1017589626532139,0.843122661113739,-0.7413636984605251,Basketball_coarse,0.45845675468444824,0.0017991065979003
Basketball_temporal/1992,PageRank,0.09924514059256463,0.7967419624328613,-0.6974968218402967,Basketball_coarse,0.4622340202331543,0.001898980140686
Basketball_temporal/1993,PageRank,0.10373956938291955,0.8457322120666504,-0.7419926426837309,Basketball_coarse,0.3958570957183838,0.0019598722457885
Basketball_temporal/1994,PageRank,0.09959269992950576,0.8270561099052429,-0.7274634099757371,Basketball_coarse,0.40102529525756836,0.0017947912216186
Basketball_temporal/1995,PageRank,0.10430575713594581,0.8692365884780884,-0.7649308313421426,Basketball_coarse,0.4095480442047119,0.0018797397613525
Basketball_temporal/1996,PageRank,0.10829726673685032,0.9159632921218872,-0.8076660253850368,Basketball_coarse,0.4154398441314697,0.0018296480178833
Basketball_temporal/1997,PageRank,0.11249687722197667,0.9028571248054504,-0.7903602475834738,Basketball_coarse,0.482025146484375,0.0017631769180297
Basketball_temporal/1998,PageRank,0.10255286721280243,0.8456090688705444,-0.743056201657742,Basketball_coarse,0.4201779365539551,0.0018912076950073
Basketball_temporal/1999,PageRank,0.10915181511940832,0.9408490061759948,-0.8316971910565865,Basketball_coarse,0.42891526222229004,0.001634407043457
Basketball_temporal/2000,PageRank,0.09407899513540986,0.9087915420532228,-0.8147125469178129,Basketball_coarse,0.4833829402923584,0.0016542196273803
Basketball_temporal/2001,PageRank,0.09947271979357541,0.8428230285644531,-0.7433503087708777,Basketball_coarse,0.45178699493408203,0.0018898487091064
Basketball_temporal/2002,PageRank,0.1078253617144722,0.9079999923706056,-0.8001746306561334,Basketball_coarse,0.44599270820617676,0.0018162965774536
Basketball_temporal/2003,PageRank,0.10699407219805833,0.9393346309661864,-0.8323405587681281,Basketball_coarse,0.5551548004150391,0.0017542839050292
Basketball_temporal/2004,PageRank,0.10703289731484764,0.8667545914649963,-0.7597216941501487,Basketball_coarse,0.47967028617858887,0.0019802808761596
Basketball_temporal/2005,PageRank,0.10206150114930046,0.9059011340141296,-0.8038396328648292,Basketball_coarse,0.5709841251373291,0.0019880533218383
Basketball_temporal/2006,PageRank,0.11012237825349265,0.8948351144790649,-0.7847127362255722,Basketball_coarse,0.5363562107086182,0.0019275426864624
Basketball_temporal/2007,PageRank,0.09706538700313763,0.8931253552436829,-0.7960599682405453,Basketball_coarse,0.5904037952423096,0.0018489360809326
Basketball_temporal/2008,PageRank,0.1071074648688165,0.9262802600860596,-0.8191727952172431,Basketball_coarse,0.6342606544494629,0.0018029451370239
Basketball_temporal/2009,PageRank,0.10184676976721661,0.8554785251617432,-0.7536317553945265,Basketball_coarse,0.6444449424743652,0.0024473667144775
Basketball_temporal/2010,PageRank,0.09723902936118718,0.9060531258583068,-0.8088140964971196,Basketball_coarse,0.6764535903930664,0.0021663904190063
Basketball_temporal/2011,PageRank,0.09933557542449348,0.8934516906738281,-0.7941161152493347,Basketball_coarse,0.5686798095703125,0.0023311138153076
Basketball_temporal/2012,PageRank,0.09731205512399649,0.8356729745864868,-0.7383609194624903,Basketball_coarse,0.5631849765777588,0.0019545316696166
Basketball_temporal/2013,PageRank,0.10126194658887618,0.8744186162948608,-0.7731566697059846,Basketball_coarse,0.5802896022796631,0.0018768072128295
Basketball_temporal/2014,PageRank,0.10502980442386324,0.9099319577217102,-0.804902153297847,Basketball_coarse,0.6306684017181396,0.0021601915359497
Basketball_temporal/finer1985,PageRank,0.4728093100058731,1.162264108657837,-0.6894547986519638,Basketball_finer,0.6062853336334229,0.0014695882797241
Basketball_temporal/finer1986,PageRank,0.4702051616042291,1.148564338684082,-0.6783591770798529,Basketball_finer,0.5953209400177002,0.001572823524475
Basketball_temporal/finer1987,PageRank,0.4728924684953906,1.2058706283569336,-0.732978159861543,Basketball_finer,0.6393730640411377,0.0015050649642944
Basketball_temporal/finer1988,PageRank,0.4716996154359819,1.185591220855713,-0.7138916054197311,Basketball_finer,0.6525883674621582,0.0014772415161132
Basketball_temporal/finer1989,PageRank,0.4721968450288123,1.143721580505371,-0.6715247354765588,Basketball_finer,0.687067985534668,0.0015623092651367
Basketball_temporal/finer1990,PageRank,0.4723817142668635,1.173272967338562,-0.7008912530716985,Basketball_finer,0.6808476448059082,0.00145263671875
Basketball_temporal/finer1991,PageRank,0.4712785355842091,1.308550238609314,-0.8372717030251049,Basketball_finer,0.7073976993560791,0.0014726638793945
Basketball_temporal/finer1992,PageRank,0.4696221612924022,1.2090270519256592,-0.739404890633257,Basketball_finer,0.699941873550415,0.0014462947845458
Basketball_temporal/finer1993,PageRank,0.47060624219759467,1.0992963314056396,-0.6286900892080449,Basketball_finer,0.6414239406585693,0.0014847517013549
Basketball_temporal/finer1994,PageRank,0.4711097091749058,1.0971955060958862,-0.6260857969209804,Basketball_finer,0.6920342445373535,0.0015028953552246
Basketball_temporal/finer1995,PageRank,0.47000430467249615,1.1340128183364868,-0.6640085136639906,Basketball_finer,0.672555685043335,0.0015460014343261
Basketball_temporal/finer1996,PageRank,0.471414140428109,1.1995606422424316,-0.7281465018143227,Basketball_finer,0.7099428176879883,0.0015081405639648
Basketball_temporal/finer1997,PageRank,0.47060029860479485,1.157744526863098,-0.6871442282583031,Basketball_finer,0.7394981384277344,0.0015097618103027
Basketball_temporal/finer1998,PageRank,0.46943785728622295,1.1301273107528689,-0.6606894534666459,Basketball_finer,0.7637796401977539,0.0015309810638427
Basketball_temporal/finer1999,PageRank,0.4699564214217083,1.1071799993515017,-0.6372235779297934,Basketball_finer,0.7777316570281982,0.0016456842422485
Basketball_temporal/finer2000,PageRank,0.46960746728946623,1.18385648727417,-0.7142490199847037,Basketball_finer,0.898984432220459,0.0016470432281494
Basketball_temporal/finer2001,PageRank,0.47070134064540997,1.1822075843811035,-0.7115062437356936,Basketball_finer,0.921804666519165,0.0015951633453369
Basketball_temporal/finer2002,PageRank,0.4704714167588007,1.131142258644104,-0.6606708418853033,Basketball_finer,0.8271515369415283,0.0016903162002563
Basketball_temporal/finer2003,PageRank,0.47199018067410825,1.140506386756897,-0.6685162060827887,Basketball_finer,0.9257514476776123,0.0017292976379394
Basketball_temporal/finer2004,PageRank,0.4720007689199272,1.1315453052520752,-0.6595445363321479,Basketball_finer,0.9253487586975098,0.0016872406005859
Basketball_temporal/finer2005,PageRank,0.4707869065616504,1.0906832218170166,-0.6198963152553663,Basketball_finer,0.9921140670776367,0.0021476030349731
Basketball_temporal/finer2006,PageRank,0.4711257324474887,1.1139240264892578,-0.6427982940417691,Basketball_finer,0.9760556221008301,0.001732325553894
Basketball_temporal/finer2007,PageRank,0.4702092704847424,1.085297465324402,-0.6150881948396596,Basketball_finer,1.128194808959961,0.0016908407211303
Basketball_temporal/finer2008,PageRank,0.470263440540082,1.127173900604248,-0.656910460064166,Basketball_finer,1.1383209228515625,0.0015540122985839
Basketball_temporal/finer2009,PageRank,0.4708414605116339,1.1157269477844238,-0.6448854872727899,Basketball_finer,1.1119933128356934,0.0018445491790771
Basketball_temporal/finer2010,PageRank,0.46966603376076166,1.1285065412521362,-0.6588405074913746,Basketball_finer,1.1280298233032227,0.0018882036209106
Basketball_temporal/finer2011,PageRank,0.4709752117431119,1.136594533920288,-0.6656193221771762,Basketball_finer,1.1749513149261475,0.0017866373062133
Basketball_temporal/finer2012,PageRank,0.46959317680053536,1.1037410497665403,-0.6341478729660049,Basketball_finer,1.2135074138641357,0.0017467498779296
Basketball_temporal/finer2013,PageRank,0.4699484148367686,1.128665804862976,-0.6587173900262075,Basketball_finer,1.198275089263916,0.0016989469528198
Basketball_temporal/finer2014,PageRank,0.47258252537300616,1.1332457065582275,-0.6606631811852214,Basketball_finer,1.1956918239593506,0.0017269372940063
Dryad_animal_society,PageRank,0.07880724174653887,0.6540880799293518,-0.575280838182813,Animal,0.011841297149658203,0.0002747774124145
FacultyHiringNetworks/Business/Business_FM_Full_,PageRank,0.04884792626728111,0.4857302606105804,-0.43688233434329926,Faculty,0.07682251930236816,0.0003419637680053
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,PageRank,0.03372508942258559,0.4463397264480591,-0.4126146370254735,Faculty,0.08458638191223145,0.0005826473236083
FacultyHiringNetworks/History/History_FM_Full_,PageRank,0.030405405405405407,0.3554817140102386,-0.32507630860483316,Faculty,0.06908059120178223,0.0004270553588867
Football_data_England_Premier_League/England_2009_2010,PageRank,0.13595706618962433,1.0487804412841797,-0.9128233750945554,Football_coarse,0.013993501663208008,0.0002443313598632
Football_data_England_Premier_League/England_2010_2011,PageRank,0.23505154639175257,1.366459608078003,-1.1314080616862503,Football_coarse,0.014062166213989258,0.0002153873443603
Football_data_England_Premier_League/England_2011_2012,PageRank,0.18065693430656934,1.0181818008422852,-0.8375248665357158,Football_coarse,0.013452529907226562,0.0002345561981201
Football_data_England_Premier_League/England_2012_2013,PageRank,0.21052631578947367,0.9934640526771544,-0.7829377368876808,Football_coarse,0.013401985168457031,0.0002172470092773
Football_data_England_Premier_League/England_2013_2014,PageRank,0.1371527777777778,0.8727272748947144,-0.7355744971169366,Football_coarse,0.01333475112915039,0.0002586126327514
