baseline,metric,scope,family,n,wins,ties,losses,mean_delta,median_delta,ci_lo,ci_hi,ci_excludes_zero
serialRank,upset_ratio,per_family,Football_finer,6,6,0,0,-0.04466684137781459,-0.044418679177761086,-0.06565778677662212,-0.025352098743120804,True
serialRank,upset_ratio,per_family,Halo,1,1,0,0,-0.20891290903091442,-0.20891290903091442,-0.20891290903091442,-0.20891290903091442,True
DIGRAC,upset_simple,per_dataset_all,ALL,77,47,0,30,-0.1762814640611797,-0.2813503968715669,-0.23841107473532103,-0.11185717486832049,True
DIGRAC,upset_simple,per_family,Animal,1,1,0,0,-0.052327038049697905,-0.052327038049697905,-0.052327038049697905,-0.052327038049697905,True
DIGRAC,upset_simple,per_family,Basketball_coarse,30,30,0,0,-0.3910911620060602,-0.3819200396537781,-0.4312659551084042,-0.35532165929178394,True
DIGRAC,upset_simple,per_family,Basketball_finer,30,0,0,30,0.1692046740452449,0.1687567812204362,0.15292399206260843,0.186141252263387,True
DIGRAC,upset_simple,per_family,Faculty,3,3,0,0,-0.25198054452737173,-0.2813503968715669,-0.29219921648502345,-0.1823920202255249,True
DIGRAC,upset_simple,per_family,Football_coarse,6,6,0,0,-0.5760634372631709,-0.5821744126081466,-0.6365604226539532,-0.5115823916594188,True
DIGRAC,upset_simple,per_family,Football_finer,6,6,0,0,-0.329998406569163,-0.3325268602371215,-0.41712378442287457,-0.23290994094312212,True
DIGRAC,upset_simple,per_family,Halo,1,1,0,0,-0.6724383592605592,-0.6724383592605592,-0.6724383592605592,-0.6724383592605592,True
DIGRAC,upset_naive,per_dataset_all,ALL,77,47,0,30,-0.04407206090433259,-0.07034826010465621,-0.05960443613354069,-0.027965179854979774,True
DIGRAC,upset_naive,per_family,Animal,1,1,0,0,-0.013081759512424504,-0.013081759512424504,-0.013081759512424504,-0.013081759512424504,True
DIGRAC,upset_naive,per_family,Basketball_coarse,30,30,0,0,-0.09777362232406941,-0.09548000991344453,-0.10781668299560751,-0.08883213547642031,True
DIGRAC,upset_naive,per_family,Basketball_finer,30,0,0,30,0.04229927001396816,0.04217595472931865,0.038230267371733975,0.046534017213682326,True
DIGRAC,upset_naive,per_family,Faculty,3,3,0,0,-0.0629986897607644,-0.07034826010465621,-0.0730498041212558,-0.0455980050563812,True
DIGRAC,upset_naive,per_family,Football_coarse,6,6,0,0,-0.14401585931579272,-0.14554360315203668,-0.15914010566348827,-0.12789559791485464,True
DIGRAC,upset_naive,per_family,Football_finer,6,6,0,0,-0.08249960164229074,-0.08313171505928038,-0.1042809461057186,-0.05822748523578053,True
DIGRAC,upset_naive,per_family,Halo,1,1,0,0,-0.1681475257873536,-0.1681475257873536,-0.1681475257873536,-0.1681475257873536,True
DIGRAC,upset_ratio,per_dataset_all,ALL,77,47,0,30,-0.05830470600419425,-0.15521085619926456,-0.0917940419689849,-0.02203618957137074,True
DIGRAC,upset_ratio,per_family,Animal,1,1,0,0,-0.2497145155072213,-0.2497145155072213,-0.2497145155072213,-0.2497145155072213,True
DIGRAC,upset_ratio,per_family,Basketball_coarse,30,30,0,0,-0.19401509340604145,-0.19370520502328875,-0.1967842742378513,-0.1910071510707338,True
DIGRAC,upset_ratio,per_family,Basketball_finer,30,0,0,30,0.13112388923453788,0.13183646739926183,0.12887918589583133,0.13324879812251308,True
DIGRAC,upset_ratio,per_family,Faculty,3,3,0,0,-0.27097753365834554,-0.2700009095668793,-0.30325388133525844,-0.2396778100728989,True
DIGRAC,upset_ratio,per_family,Football_coarse,6,6,0,0,-0.18589016248782478,-0.19106831163167953,-0.21811119142174723,-0.15083932933211333,True
DIGRAC,upset_ratio,per_family,Football_finer,6,6,0,0,-0.0460169088343779,-0.042487192004919044,-0.0660894991494715,-0.026081975201765684,True
DIGRAC,upset_ratio,per_family,Halo,1,1,0,0,-0.1486366927623748,-0.1486366927623748,-0.1486366927623748,-0.1486366927623748,True
ib,upset_simple,per_dataset_all,ALL,77,68,0,9,-0.31939307643995657,-0.3377277958393097,-0.37174997494882583,-0.26265216605345926,True
ib,upset_simple,per_family,Animal,1,1,0,0,-0.6021383571624757,-0.6021383571624757,-0.6021383571624757,-0.6021383571624757,True
ib,upset_simple,per_family,Basketball_coarse,30,30,0,0,-0.5626973505417505,-0.5647559905052185,-0.5778705165505408,-0.547390471237898,True
ib,upset_simple,per_family,Basketball_finer,30,21,0,9,-0.07243574098745986,-0.08242427825927734,-0.11053674550255137,-0.03336798788209756,True
ib,upset_simple,per_family,Faculty,3,3,0,0,-0.6508224529027938,-0.6804264461994172,-0.686993345618248,-0.5850475668907166,True
ib,upset_simple,per_family,Football_coarse,6,6,0,0,-0.2096806911627452,-0.1931348699331284,-0.2673729614416759,-0.17062188058594877,True
ib,upset_simple,per_family,Football_finer,6,6,0,0,-0.23105171799659732,-0.1874355155229569,-0.33947293261686956,-0.1241407336791357,True
ib,upset_simple,per_family,Halo,1,1,0,0,-0.34027396917343133,-0.34027396917343133,-0.34027396917343133,-0.34027396917343133,True
ib,upset_naive,per_dataset_all,ALL,77,77,0,0,-0.3869696879212733,-0.4027608841657639,-0.41918366260067014,-0.3537786528612306,True
ib,upset_naive,per_family,Animal,1,1,0,0,-0.3534591153264046,-0.3534591153264046,-0.3534591153264046,-0.3534591153264046,True
ib,upset_naive,per_family,Basketball_coarse,30,30,0,0,-0.5032895984848341,-0.5042964023351669,-0.5138703497111798,-0.49186476758569486,True
ib,upset_naive,per_family,Basketball_finer,30,30,0,0,-0.3504595132072767,-0.34586953207850457,-0.3696392221401136,-0.33132065923586496,True
ib,upset_naive,per_family,Faculty,3,3,0,0,-0.6216468887031079,-0.6300830511748792,-0.643027723133564,-0.5918298918008804,True
ib,upset_naive,per_family,Football_coarse,6,6,0,0,-0.16533407762646676,-0.18217218890786174,-0.20935346310337385,-0.11711636464670308,True
ib,upset_naive,per_family,Football_finer,6,6,0,0,-0.07868373071153957,-0.058424237817525884,-0.11891697650154427,-0.04457022959987319,True
ib,upset_naive,per_family,Halo,1,1,0,0,-0.5016859877109527,-0.5016859877109527,-0.5016859877109527,-0.5016859877109527,True
ib,upset_ratio,per_dataset_all,ALL,77,47,0,30,-0.15273333122808633,-0.2010334372520447,-0.19327133453530018,-0.10866167220571268,True
ib,upset_ratio,per_family,Animal,1,1,0,0,-0.3608855909109116,-0.3608855909109116,-0.3608855909109116,-0.3608855909109116,True
ib,upset_ratio,per_family,Basketball_coarse,30,30,0,0,-0.33340510169665016,-0.3356395947933197,-0.33768439096510405,-0.32917496084968245,True
ib,upset_ratio,per_family,Basketball_finer,30,0,0,30,0.06353884123203654,0.06132119302637874,0.05991165000189406,0.06744791016699749,True
ib,upset_ratio,per_family,Faculty,3,3,0,0,-0.41270192464192706,-0.4293995881080628,-0.43659801244735724,-0.3721081733703613,True
ib,upset_ratio,per_family,Football_coarse,6,6,0,0,-0.2072797071933746,-0.21535181820392607,-0.23378912098209062,-0.1780244668871165,True
ib,upset_ratio,per_family,Football_finer,6,6,0,0,-0.09699998686710992,-0.0843476025760174,-0.12731729179620743,-0.06898233219981194,True
ib,upset_ratio,per_family,Halo,1,1,0,0,-0.23980916142463682,-0.23980916142463682,-0.23980916142463682,-0.23980916142463682,True
