dataset,family,baseline,delta_upset_simple,ours_upset_simple,base_upset_simple,delta_upset_naive,ours_upset_naive,base_upset_naive,delta_upset_ratio,ours_upset_ratio,base_upset_ratio,delta_runtime_sec,ours_runtime_sec,base_runtime_sec,ours_config,base_config
Basketball_temporal/1986,Basketball_coarse,btl,-0.3425956845283509,0.6156405806541443,0.9582362651824952,-0.0856489211320878,0.153910145163536,0.2395590662956238,0.017431461811065696,0.5580135583877563,0.5405820965766907,0.6825414180755616,0.711310863494873,0.0287694454193115,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,PageRank,-0.2662229537963867,0.6156405806541443,0.881863534450531,-0.06655573844909671,0.153910145163536,0.2204658836126327,0.01576930284500122,0.5580135583877563,0.5422442555427551,0.7096054315567017,0.711310863494873,0.0017054319381713,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,syncRank,-1.178036630153656,0.6156405806541443,1.7936772108078003,-0.2945091575384141,0.153910145163536,0.4484193027019501,-0.2958870530128479,0.5580135583877563,0.8539006114006042,0.39571487903594976,0.711310863494873,0.3155959844589233,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,rankCentrality,-1.341098129749298,0.6156405806541443,1.9567387104034424,-0.33527453243732463,0.153910145163536,0.4891846776008606,-0.7472551941871644,0.5580135583877563,1.3052687525749207,0.6979565143585206,0.711310863494873,0.0133543491363525,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,serialRank,-1.377703845500946,0.6156405806541443,1.9933444261550903,-0.3444259613752366,0.153910145163536,0.4983361065387726,-0.29801359176635744,0.5580135583877563,0.8560271501541138,0.7037920951843263,0.711310863494873,0.0075187683105468,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,DIGRAC,-0.3268885362148285,0.6156405806541443,0.9425291168689728,-0.08172213405370721,0.153910145163536,0.2356322792172432,-0.19315512061119078,0.5580135583877563,0.7511686789989471,-14.899898338317872,0.711310863494873,15.611209201812745,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1986,Basketball_coarse,ib,-0.6051830494403838,0.6156405806541443,1.220823630094528,-0.48283694684505474,0.153910145163536,0.6367470920085907,-0.3245862948894501,0.5580135583877563,0.8825998532772065,-5.8155334234237674,0.711310863494873,6.5268442869186405,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,SpringRank,-0.16368693113327026,0.657926082611084,0.8216130137443542,-0.04092173278331751,0.164481520652771,0.2054032534360885,-0.13373887538909912,0.5757734775543213,0.7095123529434204,0.6840804100036622,0.741205358505249,0.0571249485015869,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,davidScore,-0.19547080993652344,0.657926082611084,0.8533968925476074,-0.048867702484130804,0.164481520652771,0.2133492231369018,-0.07097703218460083,0.5757734775543213,0.6467505097389221,0.738554072380066,0.741205358505249,0.0026512861251831,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,SVD_NRS,-0.24950337409973145,0.657926082611084,0.9074294567108154,-0.062375843524932806,0.164481520652771,0.2268573641777038,-0.10632354021072388,0.5757734775543213,0.6820970177650452,0.7353902101516725,0.741205358505249,0.0058151483535766,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,btl,-0.32737388610839846,0.657926082611084,0.9852999687194824,-0.08184347152709961,0.164481520652771,0.2463249921798706,0.008941829204559326,0.5757734775543213,0.566831648349762,0.7115693092346193,0.741205358505249,0.0296360492706298,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,PageRank,-0.23837906122207642,0.657926082611084,0.8963051438331604,-0.059594765305519104,0.164481520652771,0.2240762859582901,0.013634979724884033,0.5757734775543213,0.5621384978294373,0.7393723011016846,0.741205358505249,0.0018330574035644,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,syncRank,-1.1283273696899414,0.657926082611084,1.7862534523010254,-0.2820818424224853,0.164481520652771,0.4465633630752563,-0.2869505286216736,0.5757734775543213,0.8627240061759949,0.41178739070892334,0.741205358505249,0.3294179677963257,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,rankCentrality,-1.2793008089065552,0.657926082611084,1.9372268915176392,-0.3198252022266388,0.164481520652771,0.4843067228794098,-0.793123722076416,0.5757734775543213,1.3688971996307373,0.7254751443862916,0.741205358505249,0.0157302141189575,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,serialRank,-1.218911409378052,0.657926082611084,1.876837491989136,-0.3047278523445129,0.164481520652771,0.4692093729972839,-0.2882824659347534,0.5757734775543213,0.8640559434890747,0.7329238414764405,0.741205358505249,0.0082815170288085,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,DIGRAC,-0.5003734850883483,0.657926082611084,1.1582995676994323,-0.12509337127208708,0.164481520652771,0.2895748919248581,-0.19636347889900208,0.5757734775543213,0.7721369564533234,-15.185275363922118,0.741205358505249,15.926480722427367,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1987,Basketball_coarse,ib,-0.5396662914752961,0.657926082611084,1.19759237408638,-0.5181883239746093,0.164481520652771,0.6826698446273803,-0.3222229146957397,0.5757734775543213,0.897996392250061,-5.826978802680969,0.741205358505249,6.568184161186219,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,SpringRank,-0.11764711141586304,0.6258823275566101,0.7435294389724731,-0.029411777853965787,0.1564705818891525,0.1858823597431183,-0.08260685205459595,0.5681865811347961,0.6507934331893921,0.6823082208633423,0.74574875831604,0.0634405374526977,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,davidScore,-0.13960784673690796,0.6258823275566101,0.7654901742935181,-0.03490196168422699,0.1564705818891525,0.1913725435733795,-0.024020493030548096,0.5681865811347961,0.5922070741653442,0.7431241750717164,0.74574875831604,0.0026245832443237,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,SVD_NRS,-0.20549023151397705,0.6258823275566101,0.8313725590705872,-0.05137255787849429,0.1564705818891525,0.2078431397676468,-0.061925530433654785,0.5681865811347961,0.6301121115684509,0.7404855489730835,0.74574875831604,0.0052632093429565,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,btl,-0.2916078686714171,0.6258823275566101,0.9174901962280272,-0.0729019671678543,0.1564705818891525,0.2293725490570068,0.0370036721229553,0.5681865811347961,0.5311829090118408,0.7163968086242677,0.74574875831604,0.0293519496917724,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,PageRank,-0.22117650508880615,0.6258823275566101,0.8470588326454163,-0.05529412627220151,0.1564705818891525,0.211764708161354,0.029982566833496094,0.5681865811347961,0.5382040143013,0.7443331003189088,0.74574875831604,0.0014156579971313,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,syncRank,-1.1030588269233703,0.6258823275566101,1.7289411544799804,-0.27576470673084263,0.1564705818891525,0.4322352886199951,-0.28270002603530886,0.5681865811347961,0.850886607170105,0.41558737754821784,0.74574875831604,0.3301613807678222,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,rankCentrality,-1.3050981163978579,0.6258823275566101,1.930980443954468,-0.3262745290994644,0.1564705818891525,0.4827451109886169,-0.7634953856468201,0.5681865811347961,1.3316819667816162,0.7271291732788087,0.74574875831604,0.0186195850372314,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,serialRank,-1.2862744927406307,0.6258823275566101,1.9121568202972408,-0.3215686231851578,0.1564705818891525,0.4780392050743103,-0.2948783457279205,0.5681865811347961,0.8630649268627166,0.737525248527527,0.74574875831604,0.0082235097885131,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,DIGRAC,-0.491325522661209,0.6258823275566101,1.117207850217819,-0.12283138066530228,0.1564705818891525,0.2793019625544548,-0.195235601067543,0.5681865811347961,0.7634221822023392,-15.043181037902832,0.74574875831604,15.788929796218872,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1988,Basketball_coarse,ib,-0.5867529726028442,0.6258823275566101,1.2126353001594543,-0.5055058890581131,0.1564705818891525,0.6619764709472656,-0.33838558673858643,0.5681865811347961,0.9065721678733826,-8.47686297893524,0.74574875831604,9.22261173725128,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,SpringRank,-0.11813706159591675,0.6300643682479858,0.7482014298439026,-0.029534265398979187,0.1575160920619964,0.1870503574609756,-0.14378440380096436,0.5666317939758301,0.7104161977767944,0.7527554273605347,0.8101303100585937,0.057374882698059,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,davidScore,-0.13934117555618286,0.6300643682479858,0.7694055438041687,-0.03483529388904569,0.1575160920619964,0.1923513859510421,-0.05872827768325806,0.5666317939758301,0.6253600716590881,0.8074561357498169,0.8101303100585937,0.0026741743087768,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,SVD_NRS,-0.27110940217971813,0.6300643682479858,0.901173770427704,-0.0677773505449295,0.1575160920619964,0.2252934426069259,-0.09577840566635132,0.5666317939758301,0.6624101996421814,0.804754638671875,0.8101303100585937,0.0053756713867187,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,btl,-0.3104884505271912,0.6300643682479858,0.940552818775177,-0.0776221126317978,0.1575160920619964,0.2351382046937942,0.014018172025680564,0.5666317939758301,0.5526136219501495,0.7800285577774048,0.8101303100585937,0.0301017522811889,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,PageRank,-0.21961379051208496,0.6300643682479858,0.8496781587600708,-0.054903447628021296,0.1575160920619964,0.2124195396900177,0.013355791568756104,0.5666317939758301,0.553276002407074,0.8081774473190309,0.8101303100585937,0.0019528627395629,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,syncRank,-1.1117000579833987,0.6300643682479858,1.7417644262313845,-0.2779250144958496,0.1575160920619964,0.435441106557846,-0.299487829208374,0.5666317939758301,0.8661196231842041,0.4720816373825073,0.8101303100585937,0.3380486726760864,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,rankCentrality,-1.2358955144882202,0.6300643682479858,1.865959882736206,-0.3089738786220551,0.1575160920619964,0.4664899706840515,-0.7735825777053833,0.5666317939758301,1.3402143716812134,0.794115424156189,0.8101303100585937,0.0160148859024047,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,serialRank,-1.2313517332077026,0.6300643682479858,1.8614161014556885,-0.3078379333019257,0.1575160920619964,0.4653540253639221,-0.29905679225921633,0.5666317939758301,0.8656885862350464,0.8011895179748535,0.8101303100585937,0.0089407920837402,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,DIGRAC,-0.3357213199138641,0.6300643682479858,0.96578568816185,-0.08393032997846608,0.1575160920619964,0.2414464220404625,-0.20204417049884793,0.5666317939758301,0.768675964474678,-15.169820070266724,0.8101303100585937,15.979950380325317,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1989,Basketball_coarse,ib,-0.5667398679256437,0.6300643682479858,1.1968042361736295,-0.5041499406099319,0.1575160920619964,0.6616660326719284,-0.3367088794708252,0.5666317939758301,0.9033406734466553,-6.082683587074279,0.8101303100585937,6.892813897132873,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,SpringRank,-0.14971643686294556,0.6003780961036682,0.7500945329666138,-0.03742910921573639,0.150094524025917,0.1875236332416534,-0.1169426441192627,0.5570091009140015,0.6739517450332642,0.7433577060699463,0.8008340120315551,0.0574763059616088,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,davidScore,-0.18449902534484863,0.6003780961036682,0.7848771214485168,-0.046124756336212214,0.150094524025917,0.1962192803621292,-0.061823487281799316,0.5570091009140015,0.6188325881958008,0.7981443881988526,0.8008340120315551,0.0026896238327026,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,SVD_NRS,-0.24801510572433472,0.6003780961036682,0.8483932018280029,-0.06200377643108371,0.150094524025917,0.2120983004570007,-0.06127446889877319,0.5570091009140015,0.6182835698127747,0.7956436157226562,0.8008340120315551,0.0051903963088989,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,btl,-0.2921738922595978,0.6003780961036682,0.892551988363266,-0.0730434730648995,0.150094524025917,0.2231379970908165,0.049273186922073386,0.5570091009140015,0.5077359139919281,0.5367961406707764,0.8008340120315551,0.2640378713607788,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,PageRank,-0.284309983253479,0.6003780961036682,0.8846880793571472,-0.0710774958133698,0.150094524025917,0.2211720198392868,0.012007176876068115,0.5570091009140015,0.5450019240379333,0.7990826368331909,0.8008340120315551,0.0017513751983642,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,syncRank,-1.079773128032684,0.6003780961036682,1.6801512241363523,-0.2699432820081711,0.150094524025917,0.4200378060340881,-0.3063965439796448,0.5570091009140015,0.8634056448936462,0.46804766654968255,0.8008340120315551,0.3327863454818726,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,rankCentrality,-1.306616187095642,0.6003780961036682,1.9069942831993103,-0.361361038684845,0.150094524025917,0.511455562710762,-0.7892439365386963,0.5570091009140015,1.3462530374526978,0.7839363098144532,0.8008340120315551,0.016897702217102,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,serialRank,-1.3353497385978699,0.6003780961036682,1.935727834701538,-0.3338374346494675,0.150094524025917,0.4839319586753845,-0.30943557620048523,0.5570091009140015,0.8664446771144867,0.7922785997390748,0.8008340120315551,0.0085554122924804,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,DIGRAC,-0.26301698803901674,0.6003780961036682,0.863395084142685,-0.06575424700975421,0.150094524025917,0.2158487710356712,-0.20023407816886907,0.5570091009140015,0.7572431790828705,-15.195327734947206,0.8008340120315551,15.99616174697876,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1990,Basketball_coarse,ib,-0.5494744598865509,0.6003780961036682,1.149852555990219,-0.5619508427381517,0.150094524025917,0.7120453667640686,-0.3472997319698333,0.5570091009140015,0.9043088328838348,-6.611399817466736,0.8008340120315551,7.412233829498291,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,SpringRank,-0.15910780429840088,0.63791823387146,0.7970260381698608,-0.03977695107460022,0.159479558467865,0.1992565095424652,-0.10735219717025757,0.5594651103019714,0.666817307472229,0.8141083955764771,0.8714826345443726,0.0573742389678955,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,davidScore,-0.12788105010986328,0.63791823387146,0.7657992839813232,-0.03197026252746582,0.159479558467865,0.1914498209953308,-0.08280658721923828,0.5594651103019714,0.6422716975212097,0.8687834978103639,0.8714826345443726,0.0026991367340087,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,SVD_NRS,-0.25724905729293823,0.63791823387146,0.8951672911643982,-0.0643122643232345,0.159479558467865,0.2237918227910995,-0.0707281231880188,0.5594651103019714,0.6301932334899902,0.8662471055984498,0.8714826345443726,0.0052355289459228,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,btl,-0.2825278639793396,0.63791823387146,0.9204460978507996,-0.0706319659948349,0.159479558467865,0.2301115244626999,0.030258119106292725,0.5594651103019714,0.5292069911956787,0.7158791780471803,0.8714826345443726,0.1556034564971923,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,PageRank,-0.20520442724227905,0.63791823387146,0.843122661113739,-0.05130110681056971,0.159479558467865,0.2107806652784347,0.012936174869537354,0.5594651103019714,0.5465289354324341,0.8696835279464723,0.8714826345443726,0.0017991065979003,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,syncRank,-1.1628252267837524,0.63791823387146,1.8007434606552124,-0.2907063066959381,0.159479558467865,0.4501858651638031,-0.30314451456069946,0.5594651103019714,0.8626096248626709,0.5304987192153932,0.8714826345443726,0.3409839153289795,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,rankCentrality,-1.3144980669021609,0.63791823387146,1.9524163007736208,-0.3286245167255401,0.159479558467865,0.4881040751934051,-0.7784129977226257,0.5594651103019714,1.3378781080245972,0.8552567958831788,0.8714826345443726,0.0162258386611938,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,serialRank,-1.396282434463501,0.63791823387146,2.034200668334961,-0.34907060861587524,0.159479558467865,0.5085501670837402,-0.30684187412261965,0.5594651103019714,0.8663069844245911,0.8628167390823365,0.8714826345443726,0.0086658954620361,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,DIGRAC,-0.5360594642162324,0.63791823387146,1.1739776980876924,-0.1340148660540581,0.159479558467865,0.2934944245219231,-0.20438110649585728,0.5594651103019714,0.7638462167978287,-15.274098467826844,0.8714826345443726,16.145581102371217,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1991,Basketball_coarse,ib,-0.556780650615692,0.63791823387146,1.194698884487152,-0.5353234094381333,0.159479558467865,0.6948029679059983,-0.33975936651229854,0.5594651103019714,0.89922447681427,-7.056501936912536,0.8714826345443726,7.927984571456909,trials10train_r100test_r100AllTrue,K20dropout50ratio_coe100margin_coe0withdistFiedler5sigma100alpha100hid32lr10useSpringRanktrials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,SpringRank,-0.12587934732437134,0.6264346241950989,0.7523139715194702,-0.03146983683109281,0.1566086560487747,0.1880784928798675,-0.1379449963569641,0.5518926382064819,0.689837634563446,0.8052621603012086,0.8627233266830444,0.0574611663818359,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,davidScore,-0.09329879283905029,0.6264346241950989,0.7197334170341492,-0.0233246982097626,0.1566086560487747,0.1799333542585373,-0.041841208934783936,0.5518926382064819,0.5937338471412659,0.8599514961242676,0.8627233266830444,0.0027718305587768,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,SVD_NRS,-0.2132543921470642,0.6264346241950989,0.8396890163421631,-0.053313598036766,0.1566086560487747,0.2099222540855407,-0.05704379081726074,0.5518926382064819,0.6089364290237427,0.8574467658996582,0.8627233266830444,0.0052765607833862,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,btl,-0.2286560833454132,0.6264346241950989,0.8550907075405121,-0.0571640208363533,0.1566086560487747,0.213772676885128,0.05231556296348572,0.5518926382064819,0.4995770752429962,0.3277483701705932,0.8627233266830444,0.5349749565124512,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,PageRank,-0.17030733823776245,0.6264346241950989,0.7967419624328613,-0.04257683455944061,0.1566086560487747,0.1991854906082153,0.013545751571655273,0.5518926382064819,0.5383468866348267,0.8608243465423584,0.8627233266830444,0.001898980140686,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,syncRank,-1.109218895435333,0.6264346241950989,1.735653519630432,-0.2773047238588333,0.1566086560487747,0.433913379907608,-0.313301682472229,0.5518926382064819,0.8651943206787109,0.5173471450805665,0.8627233266830444,0.345376181602478,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
Basketball_temporal/1992,Basketball_coarse,rankCentrality,-1.3757867217063904,0.6264346241950989,2.0022213459014893,-0.3439466804265976,0.1566086560487747,0.5005553364753723,-0.8011209964752197,0.5518926382064819,1.3530136346817017,0.847930908203125,0.8627233266830444,0.0147924184799194,trials10train_r100test_r100AllTrue,trials10train_r100test_r100AllTrue
